datetime,irr_0,irr_10,irr_2,irr_3,irr_4,irr_5,irr_6,irr_8
2021-07-09T15:00:00Z,430.6,1550,4650,6544.5,20666.8,818.1,1722.2,1248.6
2021-07-09T15:30:00Z,721.2,527.4,1033.3,2669.5,2152.8,3961.1,1463.9,904.2
2021-07-09T16:00:00Z,688.9,452.1,936.5,2238.9,1808.3,3961.1,1248.6,742.7
2021-07-09T16:30:00Z,667.4,796.5,1550,2152.8,4650,1550,882.6,559.7
2021-07-09T17:00:00Z,635.1,398.3,1377.8,3444.5,1194.8,2755.6,3272.2,1808.3
2021-07-09T17:30:00Z,645.8,322.9,688.9,1722.2,1463.9,4477.8,721.2,452.1
2021-07-09T18:00:00Z,602.8,312.2,678.1,1550,1248.6,3788.9,581.3,355.2
2021-07-09T18:30:00Z,538.2,226,516.7,1141,936.5,3961.1,549,322.9
2021-07-09T19:00:00Z,484.4,150.7,430.6,828.8,602.8,3961.1,602.8,312.2
2021-07-09T19:30:00Z,452.1,129.2,1151.7,1894.5,559.7,818.1,1808.3,742.7
2021-07-09T20:00:00Z,21.5,43.1,139.9,344.4,279.9,215.3,139.9,75.3
2021-07-09T20:30:00Z,10.8,32.3,96.9,247.6,204.5,161.5,96.9,53.8
2021-07-09T21:00:00Z,0,10.8,53.8,150.7,118.4,75.3,53.8,32.3
2021-07-09T21:30:00Z,0,0,10.8,21.5,21.5,10.8,0,0
2021-07-09T22:00:00Z,0,0,0,0,0,0,0,0
2021-07-09T22:30:00Z,0,0,0,0,0,0,0,0
2021-07-09T23:00:00Z,0,0,0,0,0,0,0,0
2021-07-09T23:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T00:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T00:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T01:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T01:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T02:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T02:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T03:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T03:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T04:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T04:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T05:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T05:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T06:00:00Z,0,0,21.5,53.8,53.8,10.8,10.8,0
2021-07-10T06:30:00Z,0,21.5,75.3,183,193.8,53.8,53.8,32.3
2021-07-10T07:00:00Z,0,43.1,129.2,301.4,366,86.1,96.9,64.6
2021-07-10T07:30:00Z,10.8,86.1,204.5,473.6,710.4,118.4,161.5,96.9
2021-07-10T08:00:00Z,10.8,107.6,226,516.7,818.1,129.2,183,107.6
2021-07-10T08:30:00Z,32.3,129.2,301.4,645.8,968.8,183,236.8,139.9
2021-07-10T09:00:00Z,161.5,355.2,5166.7,11022.3,2066.7,462.9,2755.6,1722.2
2021-07-10T09:30:00Z,269.1,602.8,2497.2,7233.4,5338.9,516.7,1636.1,1377.8
2021-07-10T10:00:00Z,344.4,613.5,1636.1,3788.9,3961.1,549,979.5,764.2
2021-07-10T10:30:00Z,333.7,409,1044.1,2669.5,3272.2,559.7,775,527.4
2021-07-10T11:00:00Z,505.9,516.7,1065.6,2411.1,2927.8,947.2,861.1,527.4
2021-07-10T11:30:00Z,581.3,710.4,1324,2927.8,4133.4,1054.9,1054.9,667.4
2021-07-10T12:00:00Z,602.8,753.5,1248.6,2755.6,4305.6,1065.6,1022.6,645.8
2021-07-10T12:30:00Z,667.4,645.8,1377.8,3272.2,2927.8,2411.1,1248.6,753.5
2021-07-10T13:00:00Z,785.8,871.9,1377.8,3788.9,3616.7,3100,1356.3,828.8
2021-07-10T13:30:00Z,645.8,581.3,1980.6,4822.3,2669.5,2755.6,2066.7,1065.6
2021-07-10T14:00:00Z,688.9,645.8,1808.3,4822.3,2669.5,3100,1808.3,936.5
2021-07-10T14:30:00Z,678.1,624.3,2152.8,3961.1,2411.1,3444.5,1636.1,904.2
2021-07-10T15:00:00Z,688.9,592,1227.1,2927.8,2325,3272.2,1463.9,861.1
2021-07-10T15:30:00Z,731.9,753.5,1022.6,2411.1,3100,3100,1065.6,678.1
2021-07-10T16:00:00Z,441.3,495.1,4477.8,8611.2,2669.5,1894.5,3788.9,1894.5
2021-07-10T16:30:00Z,602.8,430.6,2411.1,3961.1,1463.9,3788.9,1550,775
2021-07-10T17:00:00Z,538.2,355.2,1463.9,2927.8,1356.3,3272.2,1722.2,818.1
2021-07-10T17:30:00Z,452.1,301.4,1980.6,3272.2,1356.3,2497.2,1894.5,882.6
2021-07-10T18:00:00Z,409,247.6,1463.9,2497.2,1194.8,2066.7,1280.9,581.3
2021-07-10T18:30:00Z,172.2,258.3,3616.7,6544.5,1636.1,592,2927.8,1334.7
2021-07-10T19:00:00Z,269.1,441.3,1808.3,4994.5,3788.9,290.6,1044.1,979.5
2021-07-10T19:30:00Z,139.9,129.2,1722.2,3444.5,861.1,366,1377.8,624.3
2021-07-10T20:00:00Z,43.1,64.6,344.4,742.7,430.6,322.9,290.6,150.7
2021-07-10T20:30:00Z,21.5,32.3,172.2,366,236.8,150.7,129.2,64.6
2021-07-10T21:00:00Z,0,10.8,53.8,150.7,96.9,32.3,53.8,21.5
2021-07-10T21:30:00Z,0,0,0,21.5,21.5,0,0,0
2021-07-10T22:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T22:30:00Z,0,0,0,0,0,0,0,0
2021-07-10T23:00:00Z,0,0,0,0,0,0,0,0
2021-07-10T23:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T00:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T00:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T01:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T01:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T02:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T02:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T03:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T03:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T04:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T04:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T05:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T05:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T06:00:00Z,0,0,21.5,64.6,43.1,10.8,0,0
2021-07-11T06:30:00Z,0,10.8,118.4,290.6,161.5,53.8,32.3,53.8
2021-07-11T07:00:00Z,0,32.3,215.3,527.4,279.9,96.9,64.6,96.9
2021-07-11T07:30:00Z,10.8,64.6,322.9,818.1,462.9,139.9,107.6,161.5
2021-07-11T08:00:00Z,32.3,129.2,570.5,1463.9,968.8,226,204.5,290.6
2021-07-11T08:30:00Z,53.8,183,656.6,1722.2,1377.8,269.1,269.1,355.2
2021-07-11T09:00:00Z,236.8,301.4,3788.9,9300.1,2325,484.4,1808.3,1722.2
2021-07-11T09:30:00Z,215.3,279.9,3961.1,9300.1,1808.3,796.5,3616.7,1377.8
2021-07-11T10:00:00Z,441.3,301.4,1550,3272.2,1184,2927.8,1808.3,592
2021-07-11T10:30:00Z,419.8,355.2,2927.8,5338.9,1463.9,2755.6,3616.7,1259.4
2021-07-11T11:00:00Z,430.6,409,3444.5,7233.4,1636.1,2755.6,3961.1,1463.9
2021-07-11T11:30:00Z,419.8,645.8,5166.7,16533.4,4650,1044.1,4133.4,2755.6
2021-07-11T12:00:00Z,462.9,635.1,4133.4,19289,4133.4,1291.7,4477.8,2411.1
2021-07-11T12:30:00Z,549,925.7,4822.3,17222.3,6544.5,904.2,3272.2,2583.4
2021-07-11T13:00:00Z,570.5,1173.3,3616.7,8611.2,8266.7,882.6,2755.6,2497.2
2021-07-11T13:30:00Z,699.7,1636.1,1722.2,4650,8611.2,1076.4,1463.9,1054.9
2021-07-11T14:00:00Z,645.8,1463.9,1808.3,5338.9,18600.1,871.9,2066.7,2152.8
2021-07-11T14:30:00Z,613.5,1302.4,4133.4,7577.8,8266.7,871.9,2755.6,2325
2021-07-11T15:00:00Z,581.3,1291.7,2755.6,13777.9,13089,839.6,2583.4,2583.4
2021-07-11T15:30:00Z,624.3,1463.9,1636.1,6200,20666.8,764.2,1636.1,1894.5
2021-07-11T16:00:00Z,688.9,1808.3,1808.3,3100,20666.8,731.9,1463.9,1636.1
2021-07-11T16:30:00Z,613.5,1550,2152.8,5338.9,17222.3,635.1,1377.8,1722.2
2021-07-11T17:00:00Z,667.4,1808.3,1377.8,2325,18600.1,624.3,1065.6,1377.8
2021-07-11T17:30:00Z,635.1,1550,1550,1722.2,8611.2,570.5,710.4,667.4
2021-07-11T18:00:00Z,592,1162.5,925.7,1722.2,6200,624.3,656.6,549
2021-07-11T18:30:00Z,570.5,1184,1097.9,1463.9,8611.2,473.6,602.8,495.1
2021-07-11T19:00:00Z,710.4,1011.8,936.5,1345.5,8266.7,301.4,495.1,667.4
2021-07-11T19:30:00Z,409,452.1,1162.5,2927.8,3100,236.8,656.6,893.4
2021-07-11T20:00:00Z,32.3,107.6,161.5,387.5,710.4,129.2,150.7,86.1
2021-07-11T20:30:00Z,10.8,64.6,150.7,333.7,570.5,86.1,107.6,86.1
2021-07-11T21:00:00Z,0,32.3,64.6,129.2,236.8,43.1,53.8,21.5
2021-07-11T21:30:00Z,0,0,0,21.5,21.5,0,0,0
2021-07-11T22:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T22:30:00Z,0,0,0,0,0,0,0,0
2021-07-11T23:00:00Z,0,0,0,0,0,0,0,0
2021-07-11T23:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T00:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T00:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T01:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T01:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T02:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T02:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T03:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T03:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T04:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T04:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T05:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T05:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T06:00:00Z,0,0,10.8,43.1,43.1,0,10.8,0
2021-07-12T06:30:00Z,10.8,21.5,86.1,204.5,269.1,43.1,64.6,43.1
2021-07-12T07:00:00Z,10.8,64.6,161.5,344.4,484.4,86.1,118.4,75.3
2021-07-12T07:30:00Z,21.5,107.6,247.6,538.2,818.1,139.9,183,118.4
2021-07-12T08:00:00Z,21.5,139.9,290.6,656.6,1130.2,172.2,215.3,161.5
2021-07-12T08:30:00Z,43.1,172.2,355.2,925.7,1377.8,226,290.6,258.3
2021-07-12T09:00:00Z,333.7,366,3616.7,8266.7,4133.4,430.6,1550,2066.7
2021-07-12T09:30:00Z,527.4,1054.9,850.4,1636.1,6200,570.5,602.8,505.9
2021-07-12T10:00:00Z,613.5,828.8,818.1,1808.3,2411.1,1550,678.1,484.4
2021-07-12T10:30:00Z,645.8,958,947.2,2238.9,3100,1722.2,807.3,570.5
2021-07-12T11:00:00Z,656.6,914.9,1087.2,2583.4,3100,1894.5,925.7,624.3
2021-07-12T11:30:00Z,667.4,979.5,1194.8,2583.4,3444.5,1808.3,1001,667.4
2021-07-12T12:00:00Z,656.6,893.4,1237.9,2755.6,3272.2,1894.5,1087.2,688.9
2021-07-12T12:30:00Z,667.4,925.7,1377.8,3272.2,3444.5,2152.8,1227.1,764.2
2021-07-12T13:00:00Z,635.1,796.5,1463.9,3272.2,3100,2325,1270.1,764.2
2021-07-12T13:30:00Z,624.3,753.5,1722.2,4305.6,2755.6,2927.8,1894.5,958
2021-07-12T14:00:00Z,570.5,645.8,2152.8,4133.4,2755.6,2927.8,1636.1,839.6
2021-07-12T14:30:00Z,549,581.3,2238.9,4477.8,2583.4,2411.1,2066.7,947.2
2021-07-12T15:00:00Z,452.1,581.3,3788.9,9644.5,3616.7,1463.9,3100,1722.2
2021-07-12T15:30:00Z,495.1,495.1,3272.2,5166.7,2325,2669.5,2755.6,1173.3
2021-07-12T16:00:00Z,398.3,452.1,4133.4,8266.7,2497.2,1894.5,3616.7,1636.1
2021-07-12T16:30:00Z,387.5,516.7,5166.7,16533.4,4133.4,1001,4305.6,2411.1
2021-07-12T17:00:00Z,387.5,462.9,4994.5,18600.1,3272.2,861.1,4305.6,2411.1
2021-07-12T17:30:00Z,269.1,322.9,4477.8,11711.2,2152.8,925.7,4305.6,1636.1
2021-07-12T18:00:00Z,258.3,279.9,4477.8,11022.3,2238.9,753.5,3961.1,1550
2021-07-12T18:30:00Z,204.5,226,6544.5,12400.1,1550,688.9,3616.7,1463.9
2021-07-12T19:00:00Z,247.6,193.8,2927.8,8266.7,1808.3,333.7,1722.2,1345.5
2021-07-12T19:30:00Z,204.5,107.6,914.9,1356.3,549,914.9,807.3,236.8
2021-07-12T20:00:00Z,43.1,64.6,204.5,452.1,355.2,355.2,193.8,96.9
2021-07-12T20:30:00Z,21.5,43.1,139.9,301.4,236.8,204.5,118.4,64.6
2021-07-12T21:00:00Z,10.8,10.8,53.8,118.4,118.4,43.1,32.3,21.5
2021-07-12T21:30:00Z,0,0,0,21.5,10.8,0,0,0
2021-07-12T22:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T22:30:00Z,0,0,0,0,0,0,0,0
2021-07-12T23:00:00Z,0,0,0,0,0,0,0,0
2021-07-12T23:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T00:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T00:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T01:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T01:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T02:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T02:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T03:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T03:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T04:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T04:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T05:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T05:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T06:00:00Z,0,0,0,21.5,10.8,0,0,0
2021-07-13T06:30:00Z,0,0,21.5,75.3,53.8,10.8,10.8,10.8
2021-07-13T07:00:00Z,0,10.8,86.1,215.3,161.5,53.8,64.6,32.3
2021-07-13T07:30:00Z,21.5,32.3,161.5,441.3,312.2,75.3,118.4,86.1
2021-07-13T08:00:00Z,32.3,86.1,495.1,1259.4,678.1,236.8,366,236.8
2021-07-13T08:30:00Z,53.8,139.9,645.8,1808.3,1377.8,258.3,473.6,398.3
2021-07-13T09:00:00Z,258.3,247.6,2669.5,7577.8,2411.1,484.4,1980.6,1356.3
2021-07-13T09:30:00Z,366,409,2411.1,9300.1,5511.1,495.1,1550,1722.2
2021-07-13T10:00:00Z,473.6,688.9,2411.1,4994.5,4994.5,559.7,1463.9,1722.2
2021-07-13T10:30:00Z,581.3,1237.9,1173.3,2238.9,7577.8,742.7,882.6,731.9
2021-07-13T11:00:00Z,602.8,1313.2,1463.9,3100,12400.1,775,1044.1,1141
2021-07-13T11:30:00Z,645.8,1345.5,1550,3444.5,7233.4,1087.2,1334.7,1001
2021-07-13T12:00:00Z,538.2,968.8,1141,2755.6,4305.6,1044.1,1033.3,764.2
2021-07-13T12:30:00Z,710.4,1334.7,1377.8,3272.2,5166.7,1291.7,1270.1,947.2
2021-07-13T13:00:00Z,387.5,592,1377.8,2927.8,2669.5,1808.3,1076.4,667.4
2021-07-13T13:30:00Z,753.5,968.8,2669.5,5166.7,4477.8,3100,1980.6,1184
2021-07-13T14:00:00Z,538.2,699.7,3788.9,6544.5,3444.5,2755.6,2583.4,1302.4
2021-07-13T14:30:00Z,495.1,613.5,2325,5166.7,2583.4,2669.5,2152.8,1011.8
2021-07-13T15:00:00Z,430.6,581.3,6200,9644.5,3444.5,2238.9,3100,1377.8
2021-07-13T15:30:00Z,484.4,635.1,5166.7,13777.9,4305.6,1550,3961.1,2238.9
2021-07-13T16:00:00Z,462.9,613.5,3788.9,17222.3,4822.3,1173.3,4133.4,2583.4
2021-07-13T16:30:00Z,355.2,462.9,10677.8,11022.3,3788.9,1227.1,4305.6,2669.5
2021-07-13T17:00:00Z,452.1,624.3,5166.7,14466.8,8266.7,796.5,3444.5,2755.6
2021-07-13T17:30:00Z,462.9,592,3961.1,11022.3,8266.7,613.5,2152.8,3100
2021-07-13T18:00:00Z,473.6,549,3100,15844.5,7577.8,505.9,2066.7,2755.6
2021-07-13T18:30:00Z,419.8,430.6,2927.8,13777.9,6200,430.6,2066.7,2325
2021-07-13T19:00:00Z,549,635.1,958,2066.7,8266.7,301.4,667.4,914.9
2021-07-13T19:30:00Z,301.4,139.9,764.2,861.1,527.4,2152.8,452.1,183
2021-07-13T20:00:00Z,32.3,86.1,183,398.3,376.7,236.8,150.7,86.1
2021-07-13T20:30:00Z,21.5,43.1,118.4,269.1,236.8,172.2,96.9,53.8
2021-07-13T21:00:00Z,0,21.5,53.8,118.4,150.7,43.1,43.1,21.5
2021-07-13T21:30:00Z,0,0,0,10.8,10.8,0,0,0
2021-07-13T22:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T22:30:00Z,0,0,0,0,0,0,0,0
2021-07-13T23:00:00Z,0,0,0,0,0,0,0,0
2021-07-13T23:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T00:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T00:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T01:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T01:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T02:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T02:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T03:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T03:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T04:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T04:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T05:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T05:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T06:00:00Z,0,0,21.5,43.1,21.5,0,10.8,0
2021-07-14T06:30:00Z,0,10.8,107.6,258.3,139.9,53.8,86.1,43.1
2021-07-14T07:00:00Z,0,32.3,226,516.7,258.3,96.9,172.2,96.9
2021-07-14T07:30:00Z,10.8,53.8,312.2,785.8,430.6,129.2,247.6,161.5
2021-07-14T08:00:00Z,10.8,64.6,398.3,1033.3,570.5,172.2,333.7,204.5
2021-07-14T08:30:00Z,32.3,86.1,570.5,1367,635.1,215.3,473.6,247.6
2021-07-14T09:00:00Z,161.5,204.5,6544.5,7577.8,1130.2,1141,3100,904.2
2021-07-14T09:30:00Z,193.8,247.6,4650,10333.4,1550,1377.8,3444.5,1173.3
2021-07-14T10:00:00Z,236.8,312.2,5166.7,11022.3,2411.1,1302.4,4133.4,1463.9
2021-07-14T10:30:00Z,301.4,366,3616.7,4994.5,1377.8,2927.8,2238.9,785.8
2021-07-14T11:00:00Z,527.4,645.8,1463.9,2325,1463.9,3788.9,1033.3,570.5
2021-07-14T11:30:00Z,495.1,624.3,2325,3444.5,1636.1,3788.9,1324,678.1
2021-07-14T12:00:00Z,505.9,645.8,2411.1,4133.4,1894.5,3616.7,1808.3,828.8
2021-07-14T12:30:00Z,452.1,602.8,3788.9,5511.1,2755.6,2755.6,2669.5,1194.8
2021-07-14T13:00:00Z,473.6,645.8,3444.5,6200,2755.6,2755.6,2411.1,1108.7
2021-07-14T13:30:00Z,462.9,635.1,4994.5,6544.5,3100,2927.8,2411.1,1227.1
2021-07-14T14:00:00Z,527.4,667.4,4305.6,11711.2,4650,1463.9,3616.7,1980.6
2021-07-14T14:30:00Z,667.4,1054.9,1722.2,3616.7,3100,2755.6,1194.8,796.5
2021-07-14T15:00:00Z,731.9,1463.9,1173.3,2755.6,4650,1377.8,1184,861.1
2021-07-14T15:30:00Z,710.4,1270.1,1130.2,2755.6,3272.2,2325,1011.8,764.2
2021-07-14T16:00:00Z,721.2,1550,893.4,2497.2,4650,1173.3,1065.6,818.1
2021-07-14T16:30:00Z,635.1,839.6,1087.2,1894.5,2152.8,3788.9,1130.2,602.8
2021-07-14T17:00:00Z,527.4,624.3,1550,1980.6,1550,3788.9,1356.3,527.4
2021-07-14T17:30:00Z,333.7,344.4,3616.7,4133.4,1377.8,3100,2066.7,645.8
2021-07-14T18:00:00Z,398.3,355.2,1259.4,1636.1,1011.8,3444.5,850.4,387.5
2021-07-14T18:30:00Z,409,322.9,818.1,1334.7,979.5,2927.8,656.6,333.7
2021-07-14T19:00:00Z,269.1,172.2,979.5,1808.3,785.8,1722.2,893.4,312.2
2021-07-14T19:30:00Z,204.5,129.2,882.6,1108.7,613.5,1356.3,527.4,204.5
2021-07-14T20:00:00Z,32.3,75.3,452.1,775,441.3,366,258.3,129.2
2021-07-14T20:30:00Z,21.5,43.1,204.5,355.2,258.3,204.5,129.2,64.6
2021-07-14T21:00:00Z,0,10.8,43.1,129.2,118.4,43.1,43.1,21.5
2021-07-14T21:30:00Z,0,0,0,10.8,10.8,0,0,0
2021-07-14T22:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T22:30:00Z,0,0,0,0,0,0,0,0
2021-07-14T23:00:00Z,0,0,0,0,0,0,0,0
2021-07-14T23:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T00:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T00:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T01:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T01:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T02:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T02:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T03:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T03:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T04:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T04:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T05:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T05:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T06:00:00Z,0,0,10.8,32.3,21.5,0,0,0
2021-07-15T06:30:00Z,10.8,21.5,139.9,269.1,193.8,75.3,96.9,43.1
2021-07-15T07:00:00Z,32.3,64.6,279.9,570.5,409,172.2,204.5,96.9
2021-07-15T07:30:00Z,43.1,107.6,516.7,1044.1,613.5,279.9,366,172.2
2021-07-15T08:00:00Z,75.3,150.7,796.5,1636.1,958,355.2,581.3,290.6
2021-07-15T08:30:00Z,86.1,172.2,1022.6,2152.8,1076.4,441.3,764.2,344.4
2021-07-15T09:00:00Z,226,258.3,5166.7,5166.7,1722.2,764.2,2152.8,721.2
2021-07-15T09:30:00Z,279.9,322.9,3272.2,8266.7,2066.7,1011.8,2755.6,893.4
2021-07-15T10:00:00Z,107.6,226,1001,2238.9,1377.8,581.3,828.8,409
2021-07-15T10:30:00Z,419.8,462.9,4133.4,10677.8,3444.5,1162.5,3272.2,1463.9
2021-07-15T11:00:00Z,452.1,505.9,4305.6,13089,3961.1,1141,3272.2,1722.2
2021-07-15T11:30:00Z,387.5,462.9,2669.5,5166.7,3444.5,861.1,1894.5,1001
2021-07-15T12:00:00Z,290.6,387.5,1550,4133.4,2669.5,753.5,1205.6,688.9
2021-07-15T12:30:00Z,236.8,387.5,1087.2,2411.1,2238.9,742.7,882.6,516.7
2021-07-15T13:00:00Z,290.6,462.9,1248.6,2927.8,2755.6,828.8,1044.1,624.3
2021-07-15T13:30:00Z,484.4,775,1980.6,4822.3,5511.1,1033.3,1550,1205.6
2021-07-15T14:00:00Z,592,850.4,1894.5,5511.1,5511.1,1001,1980.6,1550
2021-07-15T14:30:00Z,667.4,1033.3,1463.9,3788.9,9300.1,1065.6,1463.9,1119.5
2021-07-15T15:00:00Z,667.4,893.4,1377.8,3272.2,4477.8,1119.5,1205.6,839.6
2021-07-15T15:30:00Z,516.7,645.8,1119.5,2497.2,3100,947.2,925.7,624.3
2021-07-15T16:00:00Z,441.3,549,1141,2583.4,4305.6,699.7,979.5,785.8
2021-07-15T16:30:00Z,473.6,549,1259.4,3100,4477.8,645.8,1022.6,968.8
2021-07-15T17:00:00Z,441.3,462.9,1184,2927.8,3788.9,624.3,936.5,850.4
2021-07-15T17:30:00Z,96.9,172.2,355.2,785.8,968.8,312.2,279.9,193.8
2021-07-15T18:00:00Z,355.2,398.3,785.8,1636.1,2927.8,505.9,613.5,473.6
2021-07-15T18:30:00Z,366,516.7,613.5,1302.4,2927.8,462.9,516.7,441.3
2021-07-15T19:00:00Z,312.2,312.2,624.3,1141,2755.6,290.6,355.2,376.7
2021-07-15T19:30:00Z,290.6,172.2,409,1097.9,1636.1,193.8,366,355.2
2021-07-15T20:00:00Z,64.6,107.6,269.1,613.5,936.5,139.9,172.2,150.7
2021-07-15T20:30:00Z,21.5,43.1,301.4,688.9,376.7,96.9,204.5,118.4
2021-07-15T21:00:00Z,10.8,10.8,107.6,215.3,129.2,64.6,64.6,32.3
2021-07-15T21:30:00Z,0,0,0,10.8,10.8,0,0,0
2021-07-15T22:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T22:30:00Z,0,0,0,0,0,0,0,0
2021-07-15T23:00:00Z,0,0,0,0,0,0,0,0
2021-07-15T23:30:00Z,0,0,0,0,0,0,0,0
2021-07-16T00:00:00Z,0,0,0,0,0,0,0,0
2021-07-16T00:30:00Z,0,0,0,0,0,0,0,0
2021-07-16T01:00:00Z,0,0,0,0,0,0,0,0
2021-07-16T01:30:00Z,0,0,0,0,0,0,0,0
2021-07-16T02:00:00Z,0,0,0,0,0,0,0,0
2021-07-16T02:30:00Z,0,0,0,0,0,0,0,0
2021-07-16T03:00:00Z,0,0,0,0,0,0,0,0
2021-07-16T03:30:00Z,0,0,0,0,0,0,0,0
2021-07-16T04:00:00Z,0,0,0,0,0,0,0,0
2021-07-16T04:30:00Z,0,0,0,0,0,0,0,0
2021-07-16T05:00:00Z,0,0,0,0,0,0,0,0
2021-07-16T05:30:00Z,0,0,0,0,0,0,0,0
2021-07-16T06:00:00Z,0,0,10.8,43.1,21.5,0,10.8,0
2021-07-16T06:30:00Z,10.8,21.5,118.4,226,139.9,53.8,75.3,32.3
2021-07-16T07:00:00Z,10.8,43.1,215.3,398.3,247.6,107.6,129.2,64.6
2021-07-16T07:30:00Z,10.8,53.8,322.9,656.6,344.4,150.7,215.3,96.9
2021-07-16T08:00:00Z,21.5,64.6,430.6,1011.8,462.9,161.5,322.9,161.5
2021-07-16T08:30:00Z,43.1,107.6,710.4,1463.9,699.7,258.3,462.9,226
2021-07-16T09:00:00Z,183,193.8,4477.8,6200,1119.5,1001,1808.3,549
2021-07-16T09:30:00Z,226,247.6,3788.9,12400.1,1280.9,1313.2,2152.8,699.7
2021-07-16T10:00:00Z,215.3,279.9,3444.5,4994.5,1280.9,1980.6,1980.6,645.8
2021-07-16T10:30:00Z,258.3,333.7,2927.8,8266.7,1722.2,1894.5,2497.2,904.2
2021-07-16T11:00:00Z,322.9,409,3616.7,4650,1808.3,2325,1894.5,753.5
2021-07-16T11:30:00Z,624.3,893.4,1345.5,2411.1,2411.1,2411.1,1011.8,613.5
