date,lake,funct,model,mgO2_day
8/7/20,HOL,GPP2,book,0.046106936
8/7/20,HOL,R2,bayes,-0.125611102
8/7/20,HOL,R2,book,-0.010822977
8/7/20,HOL,NEP2,bayes,0.05764111
8/7/20,HOL,NEP2,book,0.035283959
8/7/20,HOL,NEP3,bayes,-0.05764111
8/7/20,HOL,NEP3,book,0.035283959
8/7/20,HOL,GPPsd,bayes,0.022354616
8/7/20,HOL,Rsd,bayes,0.02129941
8/7/20,HOL,NEPsd,bayes,0.030877074
8/8/20,HOL,GPP,bayes,-0.135973897
8/8/20,HOL,GPP,book,-0.585181399
8/8/20,HOL,R,bayes,0.351712667
8/8/20,HOL,R,book,0.565391491
8/8/20,HOL,NEP,bayes,0.215738769
8/8/20,HOL,NEP,book,0.201483753
8/8/20,HOL,GPP2,bayes,0.135973897
8/8/20,HOL,GPP2,book,0.585181399
8/8/20,HOL,R2,bayes,-0.351712667
8/8/20,HOL,R2,book,-0.565391491
8/8/20,HOL,NEP2,bayes,0.215738769
8/8/20,HOL,NEP2,book,0.019789908
8/8/20,HOL,NEP3,bayes,-0.215738769
8/8/20,HOL,NEP3,book,0.019789908
8/8/20,HOL,GPPsd,bayes,0.023611208
8/8/20,HOL,Rsd,bayes,0.023120196
8/8/20,HOL,NEPsd,bayes,0.033045917
8/9/20,HOL,GPP,bayes,0.168372015
8/9/20,HOL,GPP,book,0.563903175
8/9/20,HOL,R,bayes,-0.058089316
8/9/20,HOL,R,book,-0.326254912
8/9/20,HOL,NEP,bayes,0.1102827
8/9/20,HOL,NEP,book,0.111545979
8/9/20,HOL,GPP2,bayes,0.168372015
8/9/20,HOL,GPP2,book,0.563903175
8/9/20,HOL,R2,bayes,-0.058089316
8/9/20,HOL,R2,book,-0.326254912
8/9/20,HOL,NEP2,bayes,0.1102827
8/9/20,HOL,NEP2,book,0.237648264
8/9/20,HOL,NEP3,bayes,0.1102827
8/9/20,HOL,NEP3,book,0.237648264
8/9/20,HOL,GPPsd,bayes,0.016342594
8/9/20,HOL,Rsd,bayes,0.015525275
8/9/20,HOL,NEPsd,bayes,0.022541396
8/10/20,HOL,GPP,bayes,0.067288914
8/10/20,HOL,GPP,book,0.111807957
8/10/20,HOL,R,bayes,0.021370144
8/10/20,HOL,R,book,-0.013143218
8/10/20,HOL,NEP,bayes,0.088659058
8/10/20,HOL,NEP,book,0.094207708
8/10/20,HOL,GPP2,bayes,0.067288914
8/10/20,HOL,GPP2,book,0.111807957
8/10/20,HOL,R2,bayes,-0.021370144
8/10/20,HOL,R2,book,-0.013143218
8/10/20,HOL,NEP2,bayes,0.088659058
8/10/20,HOL,NEP2,book,0.09866474
8/10/20,HOL,NEP3,bayes,0.04591877
8/10/20,HOL,NEP3,book,0.09866474
8/10/20,HOL,GPPsd,bayes,0.020880527
8/10/20,HOL,Rsd,bayes,0.020389686
8/10/20,HOL,NEPsd,bayes,0.029184511
8/11/20,HOL,GPP,bayes,0.074756033
8/11/20,HOL,GPP,book,0.040791684
8/11/20,HOL,R,bayes,-0.045751438
8/11/20,HOL,R,book,-0.007220744
8/11/20,HOL,NEP,bayes,0.029004595
8/11/20,HOL,NEP,book,0.030877008
8/11/20,HOL,GPP2,bayes,0.074756033
8/11/20,HOL,GPP2,book,0.040791684
8/11/20,HOL,R2,bayes,-0.045751438
8/11/20,HOL,R2,book,-0.007220744
8/11/20,HOL,NEP2,bayes,0.029004595
8/11/20,HOL,NEP2,book,0.03357094
8/11/20,HOL,NEP3,bayes,0.029004595
8/11/20,HOL,NEP3,book,0.03357094
8/11/20,HOL,GPPsd,bayes,0.022790128
8/11/20,HOL,Rsd,bayes,0.022290981
8/11/20,HOL,NEPsd,bayes,0.031879111
8/12/20,HOL,GPP,bayes,8.36E-04
8/12/20,HOL,GPP,book,0.066423993
8/12/20,HOL,R,bayes,0.1647058
8/12/20,HOL,R,book,0.064471933
8/12/20,HOL,NEP,bayes,0.165541595
8/12/20,HOL,NEP,book,0.157960737
8/12/20,HOL,GPP2,bayes,8.36E-04
8/12/20,HOL,GPP2,book,0.066423993
8/12/20,HOL,R2,bayes,-0.1647058
8/12/20,HOL,R2,book,-0.064471933
8/12/20,HOL,NEP2,bayes,0.165541595
8/12/20,HOL,NEP2,book,0.001952059
8/12/20,HOL,NEP3,bayes,-0.163870006
8/12/20,HOL,NEP3,book,0.001952059
8/12/20,HOL,GPPsd,bayes,0.024944131
8/12/20,HOL,Rsd,bayes,0.024611364
8/12/20,HOL,NEPsd,bayes,0.035041817
8/13/20,HOL,GPP,bayes,0.021732607
8/13/20,HOL,GPP,book,-0.104398117
8/13/20,HOL,R,bayes,0.222109245
8/13/20,HOL,R,book,0.242533968
8/13/20,HOL,NEP,bayes,0.243841852
8/13/20,HOL,NEP,book,0.237472257
8/13/20,HOL,GPP2,bayes,0.021732607
8/13/20,HOL,GPP2,book,0.104398117
8/13/20,HOL,R2,bayes,-0.222109245
8/13/20,HOL,R2,book,-0.242533968
8/13/20,HOL,NEP2,bayes,0.243841852
8/13/20,HOL,NEP2,book,-0.138135851
8/13/20,HOL,NEP3,bayes,-0.200376638
8/13/20,HOL,NEP3,book,-0.138135851
8/13/20,HOL,GPPsd,bayes,0.021491142
8/13/20,HOL,Rsd,bayes,0.020912904
8/13/20,HOL,NEPsd,bayes,0.029986977
8/14/20,HOL,GPP,bayes,0.006088486
8/14/20,HOL,GPP,book,0.146542128
8/14/20,HOL,R,bayes,-0.251381669
8/14/20,HOL,R,book,-0.278161466
8/14/20,HOL,NEP,bayes,-0.245293183
8/14/20,HOL,NEP,book,-0.245360487
8/14/20,HOL,GPP2,bayes,0.006088486
8/14/20,HOL,GPP2,book,0.146542128
8/14/20,HOL,R2,bayes,-0.251381669
8/14/20,HOL,R2,book,-0.278161466
8/14/20,HOL,NEP2,bayes,-0.245293183
8/14/20,HOL,NEP2,book,-0.131619337
8/14/20,HOL,NEP3,bayes,-0.245293183
8/14/20,HOL,NEP3,book,-0.131619337
8/14/20,HOL,GPPsd,bayes,0.025210314
8/14/20,HOL,Rsd,bayes,0.024405629
8/14/20,HOL,NEPsd,bayes,0.035088384
8/15/20,HOL,GPP,bayes,0.06646626
8/15/20,HOL,GPP,book,-0.441542347
8/15/20,HOL,R,bayes,0.334021856
8/15/20,HOL,R,book,0.595675952
8/15/20,HOL,NEP,bayes,0.400488116
8/15/20,HOL,NEP,book,0.396814297
8/15/20,HOL,GPP2,bayes,0.06646626
8/15/20,HOL,GPP2,book,0.441542347
8/15/20,HOL,R2,bayes,-0.334021856
8/15/20,HOL,R2,book,-0.595675952
8/15/20,HOL,NEP2,bayes,0.400488116
8/15/20,HOL,NEP2,book,-0.154133605
8/15/20,HOL,NEP3,bayes,-0.267555596
8/15/20,HOL,NEP3,book,-0.154133605
8/15/20,HOL,GPPsd,bayes,0.044226772
8/15/20,HOL,Rsd,bayes,0.04195132
8/15/20,HOL,NEPsd,bayes,0.060958351
8/16/20,HOL,GPP,bayes,0.054055772
8/16/20,HOL,GPP,book,-0.221668887
8/16/20,HOL,R,bayes,-0.117734895
8/16/20,HOL,R,book,0.111104687
8/16/20,HOL,NEP,bayes,-0.063679122
8/16/20,HOL,NEP,book,-0.066273937
8/16/20,HOL,GPP2,bayes,0.054055772
8/16/20,HOL,GPP2,book,0.221668887
8/16/20,HOL,R2,bayes,-0.117734895
8/16/20,HOL,R2,book,-0.111104687
8/16/20,HOL,NEP2,bayes,-0.063679122
8/16/20,HOL,NEP2,book,0.1105642
8/16/20,HOL,NEP3,bayes,-0.063679122
8/16/20,HOL,NEP3,book,0.1105642
8/16/20,HOL,GPPsd,bayes,0.028391859
8/16/20,HOL,Rsd,bayes,0.02830382
8/16/20,HOL,NEPsd,bayes,0.040089947
8/17/20,HOL,GPP,bayes,0.233384094
8/17/20,HOL,GPP,book,0.222389291
8/17/20,HOL,R,bayes,-0.464573451
8/17/20,HOL,R,book,-0.316488537
8/17/20,HOL,NEP,bayes,-0.231189357
8/17/20,HOL,NEP,book,-0.223123262
8/17/20,HOL,GPP2,bayes,0.233384094
8/17/20,HOL,GPP2,book,0.222389291
8/17/20,HOL,R2,bayes,-0.464573451
8/17/20,HOL,R2,book,-0.316488537
8/17/20,HOL,NEP2,bayes,-0.231189357
8/17/20,HOL,NEP2,book,-0.094099246
8/17/20,HOL,NEP3,bayes,-0.231189357
8/17/20,HOL,NEP3,book,-0.094099246
8/17/20,HOL,GPPsd,bayes,0.032589416
8/17/20,HOL,Rsd,bayes,0.032873132
8/17/20,HOL,NEPsd,bayes,0.046289446
8/18/20,HOL,GPP,bayes,-0.179115956
8/18/20,HOL,GPP,book,0.234369857
8/18/20,HOL,R,bayes,0.293759386
8/18/20,HOL,R,book,-0.094022989
8/18/20,HOL,NEP,bayes,0.11464343
8/18/20,HOL,NEP,book,0.101878109
8/18/20,HOL,GPP2,bayes,0.179115956
8/18/20,HOL,GPP2,book,0.234369857
8/18/20,HOL,R2,bayes,-0.293759386
8/18/20,HOL,R2,book,-0.094022989
8/18/20,HOL,NEP2,bayes,0.11464343
8/18/20,HOL,NEP2,book,0.140346868
8/18/20,HOL,NEP3,bayes,-0.11464343
8/18/20,HOL,NEP3,book,0.140346868
8/18/20,HOL,GPPsd,bayes,0.047875669
8/18/20,HOL,Rsd,bayes,0.047284358
8/18/20,HOL,NEPsd,bayes,0.0672896
8/19/20,HOL,GPP,bayes,0.221927833
8/19/20,HOL,GPP,book,0.656342604
8/19/20,HOL,R,bayes,-0.038839552
8/19/20,HOL,R,book,-0.330477634
8/19/20,HOL,NEP,bayes,0.183088281
8/19/20,HOL,NEP,book,0.189481801
8/19/20,HOL,GPP2,bayes,0.221927833
8/19/20,HOL,GPP2,book,0.656342604
8/19/20,HOL,R2,bayes,-0.038839552
8/19/20,HOL,R2,book,-0.330477634
8/19/20,HOL,NEP2,bayes,0.183088281
8/19/20,HOL,NEP2,book,0.32586497
8/19/20,HOL,NEP3,bayes,0.183088281
8/19/20,HOL,NEP3,book,0.32586497
8/19/20,HOL,GPPsd,bayes,0.032515893
8/19/20,HOL,Rsd,bayes,0.032556372
8/19/20,HOL,NEPsd,bayes,0.046013049
8/20/20,HOL,GPP,bayes,0.450569041
8/20/20,HOL,GPP,book,-0.181840153
8/20/20,HOL,R,bayes,-0.646329352
8/20/20,HOL,R,book,-0.006579764
8/20/20,HOL,NEP,bayes,-0.195760311
8/20/20,HOL,NEP,book,-0.192498279
8/20/20,HOL,GPP2,bayes,0.450569041
8/20/20,HOL,GPP2,book,0.181840153
8/20/20,HOL,R2,bayes,-0.646329352
8/20/20,HOL,R2,book,-0.006579764
8/20/20,HOL,NEP2,bayes,-0.195760311
8/20/20,HOL,NEP2,book,0.17526039
8/20/20,HOL,NEP3,bayes,-0.195760311
8/20/20,HOL,NEP3,book,0.17526039
8/20/20,HOL,GPPsd,bayes,0.039565547
8/20/20,HOL,Rsd,bayes,0.038445055
8/20/20,HOL,NEPsd,bayes,0.055167515
8/21/20,HOL,GPP,bayes,-0.054486445
8/21/20,HOL,GPP,book,-0.392951762
8/21/20,HOL,R,bayes,0.128292134
8/21/20,HOL,R,book,0.320281659
8/21/20,HOL,NEP,bayes,0.073805689
8/21/20,HOL,NEP,book,0.061205627
8/21/20,HOL,GPP2,bayes,0.054486445
8/21/20,HOL,GPP2,book,0.392951762
8/21/20,HOL,R2,bayes,-0.128292134
8/21/20,HOL,R2,book,-0.320281659
8/21/20,HOL,NEP2,bayes,0.073805689
8/21/20,HOL,NEP2,book,0.072670103
8/21/20,HOL,NEP3,bayes,-0.073805689
8/21/20,HOL,NEP3,book,0.072670103
8/21/20,HOL,GPPsd,bayes,0.046173194
8/21/20,HOL,Rsd,bayes,0.04556842
8/21/20,HOL,NEPsd,bayes,0.064872527
8/22/20,HOL,GPP,bayes,0.018377803
8/22/20,HOL,GPP,book,-0.099825338
8/22/20,HOL,R,bayes,0.216698798
8/22/20,HOL,R,book,0.238644586
8/22/20,HOL,NEP,bayes,0.235076601
8/22/20,HOL,NEP,book,0.239920608
8/22/20,HOL,GPP2,bayes,0.018377803
8/22/20,HOL,GPP2,book,0.099825338
8/22/20,HOL,R2,bayes,-0.216698798
8/22/20,HOL,R2,book,-0.238644586
8/22/20,HOL,NEP2,bayes,0.235076601
8/22/20,HOL,NEP2,book,-0.138819248
8/22/20,HOL,NEP3,bayes,-0.198320994
8/22/20,HOL,NEP3,book,-0.138819248
8/22/20,HOL,GPPsd,bayes,0.028056204
8/22/20,HOL,Rsd,bayes,0.02669232
8/22/20,HOL,NEPsd,bayes,0.038725064
8/23/20,HOL,GPP,bayes,0.012662012
8/23/20,HOL,GPP,book,-0.31040328
8/23/20,HOL,R,bayes,-0.299853402
8/23/20,HOL,R,book,0.022289396
8/23/20,HOL,NEP,bayes,-0.28719139
8/23/20,HOL,NEP,book,-0.280776472
8/23/20,HOL,GPP2,bayes,0.012662012
8/23/20,HOL,GPP2,book,0.31040328
8/23/20,HOL,R2,bayes,-0.299853402
8/23/20,HOL,R2,book,-0.022289396
8/23/20,HOL,NEP2,bayes,-0.28719139
8/23/20,HOL,NEP2,book,0.288113884
8/23/20,HOL,NEP3,bayes,-0.28719139
8/23/20,HOL,NEP3,book,0.288113884
8/23/20,HOL,GPPsd,bayes,0.040031274
8/23/20,HOL,Rsd,bayes,0.040427688
8/23/20,HOL,NEPsd,bayes,0.056893768
8/24/20,HOL,GPP,bayes,-0.006834803
8/24/20,HOL,GPP,book,-0.332645232
8/24/20,HOL,R,bayes,0.108019904
8/24/20,HOL,R,book,0.305603389
8/24/20,HOL,NEP,bayes,0.101185101
8/24/20,HOL,NEP,book,0.105268424
8/24/20,HOL,GPP2,bayes,0.006834803
8/24/20,HOL,GPP2,book,0.332645232
8/24/20,HOL,R2,bayes,-0.108019904
8/24/20,HOL,R2,book,-0.305603389
8/24/20,HOL,NEP2,bayes,0.101185101
8/24/20,HOL,NEP2,book,0.027041844
8/24/20,HOL,NEP3,bayes,-0.101185101
8/24/20,HOL,NEP3,book,0.027041844
8/24/20,HOL,GPPsd,bayes,0.048576701
8/24/20,HOL,Rsd,bayes,0.049138061
8/24/20,HOL,NEPsd,bayes,0.069095912
8/25/20,HOL,GPP,bayes,0.391237018
8/25/20,HOL,GPP,book,-0.014698453
8/25/20,HOL,R,bayes,0.287495043
8/25/20,HOL,R,book,0.474081029
8/25/20,HOL,NEP,bayes,0.678732061
8/25/20,HOL,NEP,book,0.668140662
8/25/20,HOL,GPP2,bayes,0.391237018
8/25/20,HOL,GPP2,book,0.014698453
8/25/20,HOL,R2,bayes,-0.287495043
8/25/20,HOL,R2,book,-0.474081029
8/25/20,HOL,NEP2,bayes,0.678732061
8/25/20,HOL,NEP2,book,-0.459382576
8/25/20,HOL,NEP3,bayes,0.103741974
8/25/20,HOL,NEP3,book,-0.459382576
8/25/20,HOL,GPPsd,bayes,0.038222466
8/25/20,HOL,Rsd,bayes,0.038758461
8/25/20,HOL,NEPsd,bayes,0.054435055
8/26/20,HOL,GPP,bayes,0.149974153
8/26/20,HOL,GPP,book,0.088147386
8/26/20,HOL,R,bayes,-0.139094478
8/26/20,HOL,R,book,-0.052055998
8/26/20,HOL,NEP,bayes,0.010879675
8/26/20,HOL,NEP,book,0.013774043
8/26/20,HOL,GPP2,bayes,0.149974153
8/26/20,HOL,GPP2,book,0.088147386
8/26/20,HOL,R2,bayes,-0.139094478
8/26/20,HOL,R2,book,-0.052055998
8/26/20,HOL,NEP2,bayes,0.010879675
8/26/20,HOL,NEP2,book,0.036091389
8/26/20,HOL,NEP3,bayes,0.010879675
8/26/20,HOL,NEP3,book,0.036091389
8/26/20,HOL,GPPsd,bayes,0.015402041
8/26/20,HOL,Rsd,bayes,0.014713753
8/26/20,HOL,NEPsd,bayes,0.021300643
8/27/20,HOL,GPP,bayes,0.046649793
8/27/20,HOL,GPP,book,-0.077530823
8/27/20,HOL,R,bayes,-0.028746546
8/27/20,HOL,R,book,0.066852071
8/27/20,HOL,NEP,bayes,0.017903247
8/27/20,HOL,NEP,book,0.018231385
8/27/20,HOL,GPP2,bayes,0.046649793
8/27/20,HOL,GPP2,book,0.077530823
8/27/20,HOL,R2,bayes,-0.028746546
8/27/20,HOL,R2,book,-0.066852071
8/27/20,HOL,NEP2,bayes,0.017903247
8/27/20,HOL,NEP2,book,0.010678752
8/27/20,HOL,NEP3,bayes,0.017903247
8/27/20,HOL,NEP3,book,0.010678752
8/27/20,HOL,GPPsd,bayes,0.011863363
8/27/20,HOL,Rsd,bayes,0.011492465
8/27/20,HOL,NEPsd,bayes,0.016517147
8/28/20,HOL,GPP,bayes,0.025769582
8/28/20,HOL,GPP,book,0.114446659
8/28/20,HOL,R,bayes,0.079964454
8/28/20,HOL,R,book,0.001769566
8/28/20,HOL,NEP,bayes,0.105734036
8/28/20,HOL,NEP,book,0.117796151
8/28/20,HOL,GPP2,bayes,0.025769582
8/28/20,HOL,GPP2,book,0.114446659
8/28/20,HOL,R2,bayes,-0.079964454
8/28/20,HOL,R2,book,-0.001769566
8/28/20,HOL,NEP2,bayes,0.105734036
8/28/20,HOL,NEP2,book,0.112677093
8/28/20,HOL,NEP3,bayes,-0.054194873
8/28/20,HOL,NEP3,book,0.112677093
8/28/20,HOL,GPPsd,bayes,0.014529829
8/28/20,HOL,Rsd,bayes,0.013984901
8/28/20,HOL,NEPsd,bayes,0.020166641
8/29/20,HOL,GPP,bayes,0.022742276
8/29/20,HOL,GPP,book,0.273892772
8/29/20,HOL,R,bayes,0.039940978
8/29/20,HOL,R,book,-0.151714268
8/29/20,HOL,NEP,bayes,0.062683254
8/29/20,HOL,NEP,book,0.057254686
8/29/20,HOL,GPP2,bayes,0.022742276
8/29/20,HOL,GPP2,book,0.273892772
8/29/20,HOL,R2,bayes,-0.039940978
8/29/20,HOL,R2,book,-0.151714268
8/29/20,HOL,NEP2,bayes,0.062683254
8/29/20,HOL,NEP2,book,0.122178505
8/29/20,HOL,NEP3,bayes,-0.017198702
8/29/20,HOL,NEP3,book,0.122178505
8/29/20,HOL,GPPsd,bayes,0.012937988
8/29/20,HOL,Rsd,bayes,0.012316435
8/29/20,HOL,NEPsd,bayes,0.017862981
8/30/20,HOL,GPP,bayes,-0.030847649
8/30/20,HOL,GPP,book,0.113681373
8/30/20,HOL,R,bayes,0.189656647
8/30/20,HOL,R,book,0.031360129
8/30/20,HOL,NEP,bayes,0.158808998
8/30/20,HOL,NEP,book,0.160091081
8/30/20,HOL,GPP2,bayes,0.030847649
8/30/20,HOL,GPP2,book,0.113681373
8/30/20,HOL,R2,bayes,-0.189656647
8/30/20,HOL,R2,book,-0.031360129
8/30/20,HOL,NEP2,bayes,0.158808998
8/30/20,HOL,NEP2,book,0.082321244
8/30/20,HOL,NEP3,bayes,-0.158808998
8/30/20,HOL,NEP3,book,0.082321244
8/30/20,HOL,GPPsd,bayes,0.010003972
8/30/20,HOL,Rsd,bayes,0.009385717
8/30/20,HOL,NEPsd,bayes,0.013717549
8/31/20,HOL,GPP,bayes,0.011054223
8/31/20,HOL,GPP,book,-0.092504686
8/31/20,HOL,R,bayes,0.11017582
8/31/20,HOL,R,book,0.155377524
8/31/20,HOL,NEP,bayes,0.121230043
8/31/20,HOL,NEP,book,0.132852099
8/31/20,HOL,GPP2,bayes,0.011054223
8/31/20,HOL,GPP2,book,0.092504686
8/31/20,HOL,R2,bayes,-0.11017582
8/31/20,HOL,R2,book,-0.155377524
8/31/20,HOL,NEP2,bayes,0.121230043
8/31/20,HOL,NEP2,book,-0.062872838
8/31/20,HOL,NEP3,bayes,-0.099121597
8/31/20,HOL,NEP3,book,-0.062872838
8/31/20,HOL,GPPsd,bayes,0.011838914
8/31/20,HOL,Rsd,bayes,0.011751447
8/31/20,HOL,NEPsd,bayes,0.016681019
9/1/20,HOL,GPP,bayes,0.131717187
9/1/20,HOL,GPP,book,0.402806363
9/1/20,HOL,R,bayes,-0.386072305
9/1/20,HOL,R,book,-0.451434336
9/1/20,HOL,NEP,bayes,-0.254355117
9/1/20,HOL,NEP,book,-0.25100857
9/1/20,HOL,GPP2,bayes,0.131717187
9/1/20,HOL,GPP2,book,0.402806363
9/1/20,HOL,R2,bayes,-0.386072305
9/1/20,HOL,R2,book,-0.451434336
9/1/20,HOL,NEP2,bayes,-0.254355117
9/1/20,HOL,NEP2,book,-0.048627973
9/1/20,HOL,NEP3,bayes,-0.254355117
9/1/20,HOL,NEP3,book,-0.048627973
9/1/20,HOL,GPPsd,bayes,0.024066555
9/1/20,HOL,Rsd,bayes,0.024142025
9/1/20,HOL,NEPsd,bayes,0.034088656
9/2/20,HOL,GPP,bayes,-0.012246441
9/2/20,HOL,GPP,book,-0.070272233
9/2/20,HOL,R,bayes,0.327385135
9/2/20,HOL,R,book,0.267521963
9/2/20,HOL,NEP,bayes,0.315138694
9/2/20,HOL,NEP,book,0.318359209
9/2/20,HOL,GPP2,bayes,0.012246441
9/2/20,HOL,GPP2,book,0.070272233
9/2/20,HOL,R2,bayes,-0.327385135
9/2/20,HOL,R2,book,-0.267521963
9/2/20,HOL,NEP2,bayes,0.315138694
9/2/20,HOL,NEP2,book,-0.19724973
9/2/20,HOL,NEP3,bayes,-0.315138694
9/2/20,HOL,NEP3,book,-0.19724973
9/2/20,HOL,GPPsd,bayes,0.025702823
9/2/20,HOL,Rsd,bayes,0.025314245
9/2/20,HOL,NEPsd,bayes,0.036075561
9/3/20,HOL,GPP,bayes,-0.077198198
9/3/20,HOL,GPP,book,0.233256433
9/3/20,HOL,R,bayes,-0.024638658
9/3/20,HOL,R,book,-0.231410695
9/3/20,HOL,NEP,bayes,-0.101836856
9/3/20,HOL,NEP,book,-0.101709777
9/3/20,HOL,GPP2,bayes,0.077198198
9/3/20,HOL,GPP2,book,0.233256433
9/3/20,HOL,R2,bayes,-0.024638658
9/3/20,HOL,R2,book,-0.231410695
9/3/20,HOL,NEP2,bayes,-0.101836856
9/3/20,HOL,NEP2,book,0.001845739
9/3/20,HOL,NEP3,bayes,0.052559541
9/3/20,HOL,NEP3,book,0.001845739
9/3/20,HOL,GPPsd,bayes,0.017908519
9/3/20,HOL,Rsd,bayes,0.01710459
9/3/20,HOL,NEPsd,bayes,0.024764532
9/4/20,HOL,GPP,bayes,0.059825724
9/4/20,HOL,GPP,book,0.626117403
9/4/20,HOL,R,bayes,-0.014198687
9/4/20,HOL,R,book,-0.405032819
9/4/20,HOL,NEP,bayes,0.045627037
9/4/20,HOL,NEP,book,0.041357201
9/4/20,HOL,GPP2,bayes,0.059825724
9/4/20,HOL,GPP2,book,0.626117403
9/4/20,HOL,R2,bayes,-0.014198687
9/4/20,HOL,R2,book,-0.405032819
9/4/20,HOL,NEP2,bayes,0.045627037
9/4/20,HOL,NEP2,book,0.221084584
9/4/20,HOL,NEP3,bayes,0.045627037
9/4/20,HOL,NEP3,book,0.221084584
9/4/20,HOL,GPPsd,bayes,0.019273045
9/4/20,HOL,Rsd,bayes,0.01895285
9/4/20,HOL,NEPsd,bayes,0.027030738
9/5/20,HOL,GPP,bayes,0.203622706
9/5/20,HOL,GPP,book,0.75791608
9/5/20,HOL,R,bayes,-0.343468482
9/5/20,HOL,R,book,-0.610586008
9/5/20,HOL,NEP,bayes,-0.139845776
9/5/20,HOL,NEP,book,-0.133448574
9/5/20,HOL,GPP2,bayes,0.203622706
9/5/20,HOL,GPP2,book,0.75791608
9/5/20,HOL,R2,bayes,-0.343468482
9/5/20,HOL,R2,book,-0.610586008
9/5/20,HOL,NEP2,bayes,-0.139845776
9/5/20,HOL,NEP2,book,0.147330073
9/5/20,HOL,NEP3,bayes,-0.139845776
9/5/20,HOL,NEP3,book,0.147330073
9/5/20,HOL,GPPsd,bayes,0.025247806
9/5/20,HOL,Rsd,bayes,0.025273962
9/5/20,HOL,NEPsd,bayes,0.03572429
9/6/20,HOL,GPP,bayes,-0.016349305
9/6/20,HOL,GPP,book,0.290619116
9/6/20,HOL,R,bayes,0.067423733
9/6/20,HOL,R,book,-0.167122999
9/6/20,HOL,NEP,bayes,0.051074428
9/6/20,HOL,NEP,book,0.047226035
9/6/20,HOL,GPP2,bayes,0.016349305
9/6/20,HOL,GPP2,book,0.290619116
9/6/20,HOL,R2,bayes,-0.067423733
9/6/20,HOL,R2,book,-0.167122999
9/6/20,HOL,NEP2,bayes,0.051074428
9/6/20,HOL,NEP2,book,0.123496118
9/6/20,HOL,NEP3,bayes,-0.051074428
9/6/20,HOL,NEP3,book,0.123496118
9/6/20,HOL,GPPsd,bayes,0.026346552
9/6/20,HOL,Rsd,bayes,0.026029245
9/6/20,HOL,NEPsd,bayes,0.037035961
9/7/20,HOL,GPP,bayes,-0.177288801
9/7/20,HOL,GPP,book,-0.413229809
9/7/20,HOL,R,bayes,1.211777053
9/7/20,HOL,R,book,0.983676607
9/7/20,HOL,NEP,bayes,1.034488252
9/7/20,HOL,NEP,book,1.028440525
9/7/20,HOL,GPP2,bayes,0.177288801
9/7/20,HOL,GPP2,book,0.413229809
9/7/20,HOL,R2,bayes,-1.211777053
9/7/20,HOL,R2,book,-0.983676607
9/7/20,HOL,NEP2,bayes,1.034488252
9/7/20,HOL,NEP2,book,-0.570446798
9/7/20,HOL,NEP3,bayes,-1.034488252
9/7/20,HOL,NEP3,book,-0.570446798
9/7/20,HOL,GPPsd,bayes,0.037366771
9/7/20,HOL,Rsd,bayes,0.037329873
9/7/20,HOL,NEPsd,bayes,0.05281851
9/8/20,HOL,GPP,bayes,-0.174827604
9/8/20,HOL,GPP,book,0.30231178
9/8/20,HOL,R,bayes,0.152372443
9/8/20,HOL,R,book,-0.224857985
9/8/20,HOL,NEP,bayes,-0.022455161
9/8/20,HOL,NEP,book,-0.025785178
9/8/20,HOL,GPP2,bayes,0.174827604
9/8/20,HOL,GPP2,book,0.30231178
9/8/20,HOL,R2,bayes,-0.152372443
9/8/20,HOL,R2,book,-0.224857985
9/8/20,HOL,NEP2,bayes,-0.022455161
9/8/20,HOL,NEP2,book,0.077453795
9/8/20,HOL,NEP3,bayes,0.022455161
9/8/20,HOL,NEP3,book,0.077453795
9/8/20,HOL,GPPsd,bayes,0.024322308
9/8/20,HOL,Rsd,bayes,0.02451496
9/8/20,HOL,NEPsd,bayes,0.034533432
9/9/20,HOL,GPP,bayes,0.30836691
9/9/20,HOL,GPP,book,0.597856129
9/9/20,HOL,R,bayes,-0.517944208
9/9/20,HOL,R,book,-0.548211494
9/9/20,HOL,NEP,bayes,-0.209577298
9/9/20,HOL,NEP,book,-0.203028889
9/9/20,HOL,GPP2,bayes,0.30836691
9/9/20,HOL,GPP2,book,0.597856129
9/9/20,HOL,R2,bayes,-0.517944208
9/9/20,HOL,R2,book,-0.548211494
9/9/20,HOL,NEP2,bayes,-0.209577298
9/9/20,HOL,NEP2,book,0.049644635
9/9/20,HOL,NEP3,bayes,-0.209577298
9/9/20,HOL,NEP3,book,0.049644635
9/9/20,HOL,GPPsd,bayes,0.021084866
9/9/20,HOL,Rsd,bayes,0.020417909
9/9/20,HOL,NEPsd,bayes,0.029350683
9/10/20,HOL,GPP,bayes,0.078736253
9/10/20,HOL,GPP,book,0.605407628
9/10/20,HOL,R,bayes,-0.016091318
9/10/20,HOL,R,book,-0.375836096
9/10/20,HOL,NEP,bayes,0.062644935
9/10/20,HOL,NEP,book,0.057714114
9/10/20,HOL,GPP2,bayes,0.078736253
9/10/20,HOL,GPP2,book,0.605407628
9/10/20,HOL,R2,bayes,-0.016091318
9/10/20,HOL,R2,book,-0.375836096
9/10/20,HOL,NEP2,bayes,0.062644935
9/10/20,HOL,NEP2,book,0.229571532
9/10/20,HOL,NEP3,bayes,0.062644935
9/10/20,HOL,NEP3,book,0.229571532
9/10/20,HOL,GPPsd,bayes,0.024826509
