date,lake,funct,model,mgO2_day
7/20/21,SMT,NEP,book,0.227883394
7/20/21,SMT,GPP2,bayes,0.644031173
7/20/21,SMT,GPP2,book,4.246039156
7/20/21,SMT,R2,bayes,-0.897559097
7/20/21,SMT,R2,book,-2.953277108
7/20/21,SMT,NEP2,bayes,0.253527924
7/20/21,SMT,NEP2,book,1.292762048
7/20/21,SMT,NEP3,bayes,-0.253527924
7/20/21,SMT,NEP3,book,1.292762048
7/20/21,SMT,GPPsd,bayes,0.257745467
7/20/21,SMT,Rsd,bayes,0.267870965
7/20/21,SMT,NEPsd,bayes,0.3717359
7/21/21,SMT,GPP,bayes,-0.33277471
7/21/21,SMT,GPP,book,1.349327577
7/21/21,SMT,R,bayes,0.646487193
7/21/21,SMT,R,book,-0.736813734
7/21/21,SMT,NEP,bayes,0.313712483
7/21/21,SMT,NEP,book,0.34886489
7/21/21,SMT,GPP2,bayes,0.33277471
7/21/21,SMT,GPP2,book,1.349327577
7/21/21,SMT,R2,bayes,-0.646487193
7/21/21,SMT,R2,book,-0.736813734
7/21/21,SMT,NEP2,bayes,0.313712483
7/21/21,SMT,NEP2,book,0.612513843
7/21/21,SMT,NEP3,bayes,-0.313712483
7/21/21,SMT,NEP3,book,0.612513843
7/21/21,SMT,GPPsd,bayes,0.138803454
7/21/21,SMT,Rsd,bayes,0.138954053
7/21/21,SMT,NEPsd,bayes,0.196404246
7/22/21,SMT,GPP,bayes,0.335989832
7/22/21,SMT,GPP,book,0.362464892
7/22/21,SMT,R,bayes,-0.113974387
7/22/21,SMT,R,book,-0.102194128
7/22/21,SMT,NEP,bayes,0.222015445
7/22/21,SMT,NEP,book,0.224929338
7/22/21,SMT,GPP2,bayes,0.335989832
7/22/21,SMT,GPP2,book,0.362464892
7/22/21,SMT,R2,bayes,-0.113974387
7/22/21,SMT,R2,book,-0.102194128
7/22/21,SMT,NEP2,bayes,0.222015445
7/22/21,SMT,NEP2,book,0.260270764
7/22/21,SMT,NEP3,bayes,0.222015445
7/22/21,SMT,NEP3,book,0.260270764
7/22/21,SMT,GPPsd,bayes,0.084091479
7/22/21,SMT,Rsd,bayes,0.082736338
7/22/21,SMT,NEPsd,bayes,0.117968972
7/23/21,SMT,GPP,bayes,0.077712069
7/23/21,SMT,GPP,book,0.195118194
7/23/21,SMT,R,bayes,-0.007340763
7/23/21,SMT,R,book,-0.104028993
7/23/21,SMT,NEP,bayes,0.070371305
7/23/21,SMT,NEP,book,0.053897464
7/23/21,SMT,GPP2,bayes,0.077712069
7/23/21,SMT,GPP2,book,0.195118194
7/23/21,SMT,R2,bayes,-0.007340763
7/23/21,SMT,R2,book,-0.104028993
7/23/21,SMT,NEP2,bayes,0.070371305
7/23/21,SMT,NEP2,book,0.091089201
7/23/21,SMT,NEP3,bayes,0.070371305
7/23/21,SMT,NEP3,book,0.091089201
7/23/21,SMT,GPPsd,bayes,0.099116687
7/23/21,SMT,Rsd,bayes,0.097200629
7/23/21,SMT,NEPsd,bayes,0.138823917
7/24/21,SMT,GPP,bayes,-0.601096046
7/24/21,SMT,GPP,book,0.900517294
7/24/21,SMT,R,bayes,0.874203498
7/24/21,SMT,R,book,-0.443497233
7/24/21,SMT,NEP,bayes,0.273107452
7/24/21,SMT,NEP,book,0.298944283
7/24/21,SMT,GPP2,bayes,0.601096046
7/24/21,SMT,GPP2,book,0.900517294
7/24/21,SMT,R2,bayes,-0.874203498
7/24/21,SMT,R2,book,-0.443497233
7/24/21,SMT,NEP2,bayes,0.273107452
7/24/21,SMT,NEP2,book,0.45702006
7/24/21,SMT,NEP3,bayes,-0.273107452
7/24/21,SMT,NEP3,book,0.45702006
7/24/21,SMT,GPPsd,bayes,0.180171026
7/24/21,SMT,Rsd,bayes,0.180735583
7/24/21,SMT,NEPsd,bayes,0.255199823
7/25/21,SMT,GPP,bayes,0.311193554
7/25/21,SMT,GPP,book,6.130287531
7/25/21,SMT,R,bayes,0.083832786
7/25/21,SMT,R,book,-4.376958068
7/25/21,SMT,NEP,bayes,0.39502634
7/25/21,SMT,NEP,book,0.173969393
7/25/21,SMT,GPP2,bayes,0.311193554
7/25/21,SMT,GPP2,book,6.130287531
7/25/21,SMT,R2,bayes,-0.083832786
7/25/21,SMT,R2,book,-4.376958068
7/25/21,SMT,NEP2,bayes,0.39502634
7/25/21,SMT,NEP2,book,1.753329463
7/25/21,SMT,NEP3,bayes,0.227360767
7/25/21,SMT,NEP3,book,1.753329463
7/25/21,SMT,GPPsd,bayes,0.177890546
7/25/21,SMT,Rsd,bayes,0.179478769
7/25/21,SMT,NEPsd,bayes,0.252700762
7/26/21,SMT,GPP,bayes,-0.455549036
7/26/21,SMT,GPP,book,-0.606835887
7/26/21,SMT,R,bayes,0.770178888
7/26/21,SMT,R,book,0.67464661
7/26/21,SMT,NEP,bayes,0.314629852
7/26/21,SMT,NEP,book,0.313610964
7/26/21,SMT,GPP2,bayes,0.455549036
7/26/21,SMT,GPP2,book,0.606835887
7/26/21,SMT,R2,bayes,-0.770178888
7/26/21,SMT,R2,book,-0.67464661
7/26/21,SMT,NEP2,bayes,0.314629852
7/26/21,SMT,NEP2,book,-0.067810723
7/26/21,SMT,NEP3,bayes,-0.314629852
7/26/21,SMT,NEP3,book,-0.067810723
7/26/21,SMT,GPPsd,bayes,0.07070713
7/26/21,SMT,Rsd,bayes,0.070929627
7/26/21,SMT,NEPsd,bayes,0.100152435
7/27/21,SMT,GPP,bayes,0.020549372
7/27/21,SMT,GPP,book,-0.819228876
7/27/21,SMT,R,bayes,0.475765135
7/27/21,SMT,R,book,0.937183478
7/27/21,SMT,NEP,bayes,0.496314507
7/27/21,SMT,NEP,book,0.459573451
7/27/21,SMT,GPP2,bayes,0.020549372
7/27/21,SMT,GPP2,book,0.819228876
7/27/21,SMT,R2,bayes,-0.475765135
7/27/21,SMT,R2,book,-0.937183478
7/27/21,SMT,NEP2,bayes,0.496314507
7/27/21,SMT,NEP2,book,-0.117954602
7/27/21,SMT,NEP3,bayes,-0.455215763
7/27/21,SMT,NEP3,book,-0.117954602
7/27/21,SMT,GPPsd,bayes,0.127141546
7/27/21,SMT,Rsd,bayes,0.129568386
7/27/21,SMT,NEPsd,bayes,0.181529445
7/28/21,SMT,GPP,bayes,0.429029307
7/28/21,SMT,GPP,book,0.928075473
7/28/21,SMT,R,bayes,0.449677106
7/28/21,SMT,R,book,-0.060211192
7/28/21,SMT,NEP,bayes,0.878706413
7/28/21,SMT,NEP,book,0.851196169
7/28/21,SMT,GPP2,bayes,0.429029307
7/28/21,SMT,GPP2,book,0.928075473
7/28/21,SMT,R2,bayes,-0.449677106
7/28/21,SMT,R2,book,-0.060211192
7/28/21,SMT,NEP2,bayes,0.878706413
7/28/21,SMT,NEP2,book,0.867864282
7/28/21,SMT,NEP3,bayes,-0.020647798
7/28/21,SMT,NEP3,book,0.867864282
7/28/21,SMT,GPPsd,bayes,0.136124869
7/28/21,SMT,Rsd,bayes,0.136477458
7/28/21,SMT,NEPsd,bayes,0.192759115
7/29/21,SMT,GPP,bayes,-0.030777841
7/29/21,SMT,GPP,book,2.06611039
7/29/21,SMT,R,bayes,0.281526323
7/29/21,SMT,R,book,-1.426229179
7/29/21,SMT,NEP,bayes,0.250748482
7/29/21,SMT,NEP,book,0.105779852
7/29/21,SMT,GPP2,bayes,0.030777841
7/29/21,SMT,GPP2,book,2.06611039
7/29/21,SMT,R2,bayes,-0.281526323
7/29/21,SMT,R2,book,-1.426229179
7/29/21,SMT,NEP2,bayes,0.250748482
7/29/21,SMT,NEP2,book,0.639881211
7/29/21,SMT,NEP3,bayes,-0.250748482
7/29/21,SMT,NEP3,book,0.639881211
7/29/21,SMT,GPPsd,bayes,0.129231799
7/29/21,SMT,Rsd,bayes,0.130234514
7/29/21,SMT,NEPsd,bayes,0.18347176
7/30/21,SMT,GPP,bayes,0.632222255
7/30/21,SMT,GPP,book,1.752999542
7/30/21,SMT,R,bayes,-0.550078149
7/30/21,SMT,R,book,-1.269449503
7/30/21,SMT,NEP,bayes,0.082144105
7/30/21,SMT,NEP,book,0.007558967
7/30/21,SMT,GPP2,bayes,0.632222255
7/30/21,SMT,GPP2,book,1.752999542
7/30/21,SMT,R2,bayes,-0.550078149
7/30/21,SMT,R2,book,-1.269449503
7/30/21,SMT,NEP2,bayes,0.082144105
7/30/21,SMT,NEP2,book,0.483550038
7/30/21,SMT,NEP3,bayes,0.082144105
7/30/21,SMT,NEP3,book,0.483550038
7/30/21,SMT,GPPsd,bayes,0.089055651
7/30/21,SMT,Rsd,bayes,0.091818505
7/30/21,SMT,NEPsd,bayes,0.127912262
7/31/21,SMT,GPP,bayes,0.244816615
7/31/21,SMT,GPP,book,3.054991211
7/31/21,SMT,R,bayes,0.283840332
7/31/21,SMT,R,book,-1.878561543
7/31/21,SMT,NEP,bayes,0.528656947
7/31/21,SMT,NEP,book,0.475269573
7/31/21,SMT,GPP2,bayes,0.244816615
7/31/21,SMT,GPP2,book,3.054991211
7/31/21,SMT,R2,bayes,-0.283840332
7/31/21,SMT,R2,book,-1.878561543
7/31/21,SMT,NEP2,bayes,0.528656947
7/31/21,SMT,NEP2,book,1.176429668
7/31/21,SMT,NEP3,bayes,-0.039023717
7/31/21,SMT,NEP3,book,1.176429668
7/31/21,SMT,GPPsd,bayes,0.132349128
7/31/21,SMT,Rsd,bayes,0.134281987
7/31/21,SMT,NEPsd,bayes,0.188541623
8/1/21,SMT,GPP,bayes,-0.38748265
8/1/21,SMT,GPP,book,1.492365688
8/1/21,SMT,R,bayes,0.039176103
8/1/21,SMT,R,book,-1.25442412
8/1/21,SMT,NEP,bayes,-0.348306547
8/1/21,SMT,NEP,book,-0.234093123
8/1/21,SMT,GPP2,bayes,0.38748265
8/1/21,SMT,GPP2,book,1.492365688
8/1/21,SMT,R2,bayes,-0.039176103
8/1/21,SMT,R2,book,-1.25442412
8/1/21,SMT,NEP2,bayes,-0.348306547
8/1/21,SMT,NEP2,book,0.237941568
8/1/21,SMT,NEP3,bayes,0.348306547
8/1/21,SMT,NEP3,book,0.237941568
8/1/21,SMT,GPPsd,bayes,0.192098554
8/1/21,SMT,Rsd,bayes,0.198550186
8/1/21,SMT,NEPsd,bayes,0.276268041
8/2/21,SMT,GPP,bayes,0.60593134
8/2/21,SMT,GPP,book,3.944833223
8/2/21,SMT,R,bayes,-1.998658404
8/2/21,SMT,R,book,-3.896462726
8/2/21,SMT,NEP,bayes,-1.392727064
8/2/21,SMT,NEP,book,-1.422682767
8/2/21,SMT,GPP2,bayes,0.60593134
8/2/21,SMT,GPP2,book,3.944833223
8/2/21,SMT,R2,bayes,-1.998658404
8/2/21,SMT,R2,book,-3.896462726
8/2/21,SMT,NEP2,bayes,-1.392727064
8/2/21,SMT,NEP2,book,0.048370497
8/2/21,SMT,NEP3,bayes,-1.392727064
8/2/21,SMT,NEP3,book,0.048370497
8/2/21,SMT,GPPsd,bayes,0.929657422
8/2/21,SMT,Rsd,bayes,0.924148025
8/2/21,SMT,NEPsd,bayes,1.310844192
8/3/21,SMT,GPP,bayes,-3.134628152
8/3/21,SMT,GPP,book,-4.030274546
8/3/21,SMT,R,bayes,4.832403612
8/3/21,SMT,R,book,4.135469891
8/3/21,SMT,NEP,bayes,1.697775459
8/3/21,SMT,NEP,book,1.66757695
8/3/21,SMT,GPP2,bayes,3.134628152
8/3/21,SMT,GPP2,book,4.030274546
8/3/21,SMT,R2,bayes,-4.832403612
8/3/21,SMT,R2,book,-4.135469891
8/3/21,SMT,NEP2,bayes,1.697775459
8/3/21,SMT,NEP2,book,-0.105195345
8/3/21,SMT,NEP3,bayes,-1.697775459
8/3/21,SMT,NEP3,book,-0.105195345
8/3/21,SMT,GPPsd,bayes,0.180219454
8/3/21,SMT,Rsd,bayes,0.181253083
8/3/21,SMT,NEPsd,bayes,0.255600727
8/4/21,SMT,GPP,bayes,-0.899754322
8/4/21,SMT,GPP,book,0.593821642
8/4/21,SMT,R,bayes,0.600701242
8/4/21,SMT,R,book,-0.650373214
8/4/21,SMT,NEP,bayes,-0.29905308
8/4/21,SMT,NEP,book,-0.302542518
8/4/21,SMT,GPP2,bayes,0.899754322
8/4/21,SMT,GPP2,book,0.593821642
8/4/21,SMT,R2,bayes,-0.600701242
8/4/21,SMT,R2,book,-0.650373214
8/4/21,SMT,NEP2,bayes,-0.29905308
8/4/21,SMT,NEP2,book,-0.056551573
8/4/21,SMT,NEP3,bayes,0.29905308
8/4/21,SMT,NEP3,book,-0.056551573
8/4/21,SMT,GPPsd,bayes,0.120575349
8/4/21,SMT,Rsd,bayes,0.12022058
8/4/21,SMT,NEPsd,bayes,0.170268619
8/5/21,SMT,GPP,bayes,-1.175882439
8/5/21,SMT,GPP,book,-0.412370689
8/5/21,SMT,R,bayes,0.937853381
8/5/21,SMT,R,book,0.155238136
8/5/21,SMT,NEP,bayes,-0.238029058
8/5/21,SMT,NEP,book,-0.198138126
8/5/21,SMT,GPP2,bayes,1.175882439
8/5/21,SMT,GPP2,book,0.412370689
8/5/21,SMT,R2,bayes,-0.937853381
8/5/21,SMT,R2,book,-0.155238136
8/5/21,SMT,NEP2,bayes,-0.238029058
8/5/21,SMT,NEP2,book,0.257132553
8/5/21,SMT,NEP3,bayes,0.238029058
8/5/21,SMT,NEP3,book,0.257132553
8/5/21,SMT,GPPsd,bayes,0.090775523
8/5/21,SMT,Rsd,bayes,0.09231188
8/5/21,SMT,NEPsd,bayes,0.129466902
8/6/21,SMT,GPP,bayes,0.726104851
8/6/21,SMT,GPP,book,4.476065633
8/6/21,SMT,R,bayes,-0.505920669
8/6/21,SMT,R,book,-3.06034349
8/6/21,SMT,NEP,bayes,0.220184182
8/6/21,SMT,NEP,book,0.227166107
8/6/21,SMT,GPP2,bayes,0.726104851
8/6/21,SMT,GPP2,book,4.476065633
8/6/21,SMT,R2,bayes,-0.505920669
8/6/21,SMT,R2,book,-3.06034349
8/6/21,SMT,NEP2,bayes,0.220184182
8/6/21,SMT,NEP2,book,1.415722144
8/6/21,SMT,NEP3,bayes,0.220184182
8/6/21,SMT,NEP3,book,1.415722144
8/6/21,SMT,GPPsd,bayes,0.136960039
8/6/21,SMT,Rsd,bayes,0.141497478
8/6/21,SMT,NEPsd,bayes,0.196925337
8/7/21,SMT,GPP,bayes,0.25673851
8/7/21,SMT,GPP,book,1.514234242
8/7/21,SMT,R,bayes,-0.454436216
8/7/21,SMT,R,book,-1.217293392
8/7/21,SMT,NEP,bayes,-0.197697706
8/7/21,SMT,NEP,book,-0.177684948
8/7/21,SMT,GPP2,bayes,0.25673851
8/7/21,SMT,GPP2,book,1.514234242
8/7/21,SMT,R2,bayes,-0.454436216
8/7/21,SMT,R2,book,-1.217293392
8/7/21,SMT,NEP2,bayes,-0.197697706
8/7/21,SMT,NEP2,book,0.29694085
8/7/21,SMT,NEP3,bayes,-0.197697706
8/7/21,SMT,NEP3,book,0.29694085
8/7/21,SMT,GPPsd,bayes,0.115891231
8/7/21,SMT,Rsd,bayes,0.117598277
8/7/21,SMT,NEPsd,bayes,0.165106427
8/8/21,SMT,GPP,bayes,-0.619690706
8/8/21,SMT,GPP,book,0.743538519
8/8/21,SMT,R,bayes,-0.525622815
8/8/21,SMT,R,book,-1.387676929
8/8/21,SMT,NEP,bayes,-1.145313521
8/8/21,SMT,NEP,book,-1.192068805
8/8/21,SMT,GPP2,bayes,0.619690706
8/8/21,SMT,GPP2,book,0.743538519
8/8/21,SMT,R2,bayes,-0.525622815
8/8/21,SMT,R2,book,-1.387676929
8/8/21,SMT,NEP2,bayes,-1.145313521
8/8/21,SMT,NEP2,book,-0.64413841
8/8/21,SMT,NEP3,bayes,0.094067891
8/8/21,SMT,NEP3,book,-0.64413841
8/8/21,SMT,GPPsd,bayes,0.095623271
8/8/21,SMT,Rsd,bayes,0.09508417
8/8/21,SMT,NEPsd,bayes,0.134851064
8/9/21,SMT,GPP,bayes,-0.184572137
8/9/21,SMT,GPP,book,3.951546754
8/9/21,SMT,R,bayes,0.577325654
8/9/21,SMT,R,book,-2.536513463
8/9/21,SMT,NEP,bayes,0.392753517
8/9/21,SMT,NEP,book,0.431608671
8/9/21,SMT,GPP2,bayes,0.184572137
8/9/21,SMT,GPP2,book,3.951546754
8/9/21,SMT,R2,bayes,-0.577325654
8/9/21,SMT,R2,book,-2.536513463
8/9/21,SMT,NEP2,bayes,0.392753517
8/9/21,SMT,NEP2,book,1.415033291
8/9/21,SMT,NEP3,bayes,-0.392753517
8/9/21,SMT,NEP3,book,1.415033291
8/9/21,SMT,GPPsd,bayes,0.132104061
8/9/21,SMT,Rsd,bayes,0.129480192
8/9/21,SMT,NEPsd,bayes,0.184977304
8/10/21,SMT,GPP,bayes,-0.309377028
8/10/21,SMT,GPP,book,1.64684899
8/10/21,SMT,R,bayes,0.803361999
8/10/21,SMT,R,book,-0.840105671
8/10/21,SMT,NEP,bayes,0.493984972
8/10/21,SMT,NEP,book,0.483392449
8/10/21,SMT,GPP2,bayes,0.309377028
8/10/21,SMT,GPP2,book,1.64684899
8/10/21,SMT,R2,bayes,-0.803361999
8/10/21,SMT,R2,book,-0.840105671
8/10/21,SMT,NEP2,bayes,0.493984972
8/10/21,SMT,NEP2,book,0.806743318
8/10/21,SMT,NEP3,bayes,-0.493984972
8/10/21,SMT,NEP3,book,0.806743318
8/10/21,SMT,GPPsd,bayes,0.0634
8/10/21,SMT,Rsd,bayes,0.06367603
8/10/21,SMT,NEPsd,bayes,0.089856535
8/11/21,SMT,GPP,bayes,0.060850534
8/11/21,SMT,GPP,book,5.015764633
8/11/21,SMT,R,bayes,1.301341159
8/11/21,SMT,R,book,-2.657813188
8/11/21,SMT,NEP,bayes,1.362191694
8/11/21,SMT,NEP,book,1.333618668
8/11/21,SMT,GPP2,bayes,0.060850534
8/11/21,SMT,GPP2,book,5.015764633
8/11/21,SMT,R2,bayes,-1.301341159
8/11/21,SMT,R2,book,-2.657813188
8/11/21,SMT,NEP2,bayes,1.362191694
8/11/21,SMT,NEP2,book,2.357951445
8/11/21,SMT,NEP3,bayes,-1.240490625
8/11/21,SMT,NEP3,book,2.357951445
8/11/21,SMT,GPPsd,bayes,0.238255401
8/11/21,SMT,Rsd,bayes,0.240769597
8/11/21,SMT,NEPsd,bayes,0.33872649
8/12/21,SMT,GPP,bayes,0.920035048
8/12/21,SMT,GPP,book,5.863381086
8/12/21,SMT,R,bayes,-1.567383847
8/12/21,SMT,R,book,-4.58142131
8/12/21,SMT,NEP,bayes,-0.647348799
8/12/21,SMT,NEP,book,-0.567274323
8/12/21,SMT,GPP2,bayes,0.920035048
8/12/21,SMT,GPP2,book,5.863381086
8/12/21,SMT,R2,bayes,-1.567383847
8/12/21,SMT,R2,book,-4.58142131
8/12/21,SMT,NEP2,bayes,-0.647348799
8/12/21,SMT,NEP2,book,1.281959776
8/12/21,SMT,NEP3,bayes,-0.647348799
8/12/21,SMT,NEP3,book,1.281959776
8/12/21,SMT,GPPsd,bayes,0.199909012
8/12/21,SMT,Rsd,bayes,0.200224481
8/12/21,SMT,NEPsd,bayes,0.282937195
8/13/21,SMT,GPP,bayes,0.078577236
8/13/21,SMT,GPP,book,-1.910733555
8/13/21,SMT,R,bayes,0.931149564
8/13/21,SMT,R,book,2.085035698
8/13/21,SMT,NEP,bayes,1.0097268
8/13/21,SMT,NEP,book,1.021199853
8/13/21,SMT,GPP2,bayes,0.078577236
8/13/21,SMT,GPP2,book,1.910733555
8/13/21,SMT,R2,bayes,-0.931149564
8/13/21,SMT,R2,book,-2.085035698
8/13/21,SMT,NEP2,bayes,1.0097268
8/13/21,SMT,NEP2,book,-0.174302142
8/13/21,SMT,NEP3,bayes,-0.852572327
8/13/21,SMT,NEP3,book,-0.174302142
8/13/21,SMT,GPPsd,bayes,0.208056661
8/13/21,SMT,Rsd,bayes,0.206747765
8/13/21,SMT,NEPsd,bayes,0.293312482
8/14/21,SMT,GPP,bayes,0.301278124
8/14/21,SMT,GPP,book,2.334385793
8/14/21,SMT,R,bayes,-0.697077774
8/14/21,SMT,R,book,-1.939657843
8/14/21,SMT,NEP,bayes,-0.39579965
8/14/21,SMT,NEP,book,-0.389226084
8/14/21,SMT,GPP2,bayes,0.301278124
8/14/21,SMT,GPP2,book,2.334385793
8/14/21,SMT,R2,bayes,-0.697077774
8/14/21,SMT,R2,book,-1.939657843
8/14/21,SMT,NEP2,bayes,-0.39579965
8/14/21,SMT,NEP2,book,0.39472795
8/14/21,SMT,NEP3,bayes,-0.39579965
8/14/21,SMT,NEP3,book,0.39472795
8/14/21,SMT,GPPsd,bayes,0.083858768
8/14/21,SMT,Rsd,bayes,0.085146509
8/14/21,SMT,NEPsd,bayes,0.119508246
8/15/21,SMT,GPP,bayes,-1.010020563
8/15/21,SMT,GPP,book,-0.094845246
8/15/21,SMT,R,bayes,1.327834536
8/15/21,SMT,R,book,0.272410377
8/15/21,SMT,NEP,bayes,0.317813973
8/15/21,SMT,NEP,book,0.289294971
8/15/21,SMT,GPP2,bayes,1.010020563
8/15/21,SMT,GPP2,book,0.094845246
8/15/21,SMT,R2,bayes,-1.327834536
8/15/21,SMT,R2,book,-0.272410377
8/15/21,SMT,NEP2,bayes,0.317813973
8/15/21,SMT,NEP2,book,-0.177565132
8/15/21,SMT,NEP3,bayes,-0.317813973
8/15/21,SMT,NEP3,book,-0.177565132
8/15/21,SMT,GPPsd,bayes,0.191489955
8/15/21,SMT,Rsd,bayes,0.192132755
8/15/21,SMT,NEPsd,bayes,0.2712626
8/16/21,SMT,GPP,bayes,0.713291465
8/16/21,SMT,GPP,book,2.908215016
8/16/21,SMT,R,bayes,-1.50799271
8/16/21,SMT,R,book,-2.576521267
8/16/21,SMT,NEP,bayes,-0.794701246
8/16/21,SMT,NEP,book,-0.711009326
8/16/21,SMT,GPP2,bayes,0.713291465
8/16/21,SMT,GPP2,book,2.908215016
8/16/21,SMT,R2,bayes,-1.50799271
8/16/21,SMT,R2,book,-2.576521267
8/16/21,SMT,NEP2,bayes,-0.794701246
8/16/21,SMT,NEP2,book,0.331693749
8/16/21,SMT,NEP3,bayes,-0.794701246
8/16/21,SMT,NEP3,book,0.331693749
8/16/21,SMT,GPPsd,bayes,0.124348205
8/16/21,SMT,Rsd,bayes,0.122893252
8/16/21,SMT,NEPsd,bayes,0.174829138
8/17/21,SMT,GPP,bayes,0.016407966
8/17/21,SMT,GPP,book,0.29968039
8/17/21,SMT,R,bayes,-0.686386278
8/17/21,SMT,R,book,-0.672532258
8/17/21,SMT,NEP,bayes,-0.669978312
8/17/21,SMT,NEP,book,-0.648234545
8/17/21,SMT,GPP2,bayes,0.016407966
8/17/21,SMT,GPP2,book,0.29968039
8/17/21,SMT,R2,bayes,-0.686386278
8/17/21,SMT,R2,book,-0.672532258
8/17/21,SMT,NEP2,bayes,-0.669978312
8/17/21,SMT,NEP2,book,-0.372851868
8/17/21,SMT,NEP3,bayes,-0.669978312
8/17/21,SMT,NEP3,book,-0.372851868
8/17/21,SMT,GPPsd,bayes,0.667452654
8/17/21,SMT,Rsd,bayes,0.660239351
8/17/21,SMT,NEPsd,bayes,0.938833876
8/18/21,SMT,GPP,bayes,0.064143847
8/18/21,SMT,GPP,book,1.73988437
8/18/21,SMT,R,bayes,-1.722010614
8/18/21,SMT,R,book,-2.405252998
8/18/21,SMT,NEP,bayes,-1.657866767
8/18/21,SMT,NEP,book,-1.645578716
8/18/21,SMT,GPP2,bayes,0.064143847
8/18/21,SMT,GPP2,book,1.73988437
8/18/21,SMT,R2,bayes,-1.722010614
8/18/21,SMT,R2,book,-2.405252998
8/18/21,SMT,NEP2,bayes,-1.657866767
8/18/21,SMT,NEP2,book,-0.665368628
8/18/21,SMT,NEP3,bayes,-1.657866767
8/18/21,SMT,NEP3,book,-0.665368628
8/18/21,SMT,GPPsd,bayes,0.047333877
8/18/21,SMT,Rsd,bayes,0.048984512
8/18/21,SMT,NEPsd,bayes,0.068117386
8/19/21,SMT,GPP,bayes,-0.422891719
8/19/21,SMT,GPP,book,2.49900915
8/19/21,SMT,R,bayes,1.406211483
8/19/21,SMT,R,book,-1.102338852
8/19/21,SMT,NEP,bayes,0.983319764
8/19/21,SMT,NEP,book,0.943917425
8/19/21,SMT,GPP2,bayes,0.422891719
8/19/21,SMT,GPP2,book,2.49900915
8/19/21,SMT,R2,bayes,-1.406211483
8/19/21,SMT,R2,book,-1.102338852
8/19/21,SMT,NEP2,bayes,0.983319764
8/19/21,SMT,NEP2,book,1.396670298
8/19/21,SMT,NEP3,bayes,-0.983319764
8/19/21,SMT,NEP3,book,1.396670298
8/19/21,SMT,GPPsd,bayes,0.109476641
8/19/21,SMT,Rsd,bayes,0.108257319
8/19/21,SMT,NEPsd,bayes,0.153963574
8/20/21,SMT,GPP,bayes,-0.027564302
8/20/21,SMT,GPP,book,1.826940424
8/20/21,SMT,R,bayes,0.689955711
8/20/21,SMT,R,book,-0.826888765
8/20/21,SMT,NEP,bayes,0.662391409
8/20/21,SMT,NEP,book,0.660098692
8/20/21,SMT,GPP2,bayes,0.027564302
8/20/21,SMT,GPP2,book,1.826940424
8/20/21,SMT,R2,bayes,-0.689955711
8/20/21,SMT,R2,book,-0.826888765
8/20/21,SMT,NEP2,bayes,0.662391409
8/20/21,SMT,NEP2,book,1.000051658
8/20/21,SMT,NEP3,bayes,-0.662391409
8/20/21,SMT,NEP3,book,1.000051658
8/20/21,SMT,GPPsd,bayes,0.129740529
8/20/21,SMT,Rsd,bayes,0.12848284
8/20/21,SMT,NEPsd,bayes,0.182593661
8/21/21,SMT,GPP,bayes,-0.077404672
8/21/21,SMT,GPP,book,1.710743543
8/21/21,SMT,R,bayes,-0.396463811
8/21/21,SMT,R,book,-1.554218485
8/21/21,SMT,NEP,bayes,-0.473868482
8/21/21,SMT,NEP,book,-0.494500006
8/21/21,SMT,GPP2,bayes,0.077404672
8/21/21,SMT,GPP2,book,1.710743543
8/21/21,SMT,R2,bayes,-0.396463811
8/21/21,SMT,R2,book,-1.554218485
8/21/21,SMT,NEP2,bayes,-0.473868482
8/21/21,SMT,NEP2,book,0.156525057
8/21/21,SMT,NEP3,bayes,-0.319059139
8/21/21,SMT,NEP3,book,0.156525057
8/21/21,SMT,GPPsd,bayes,0.04537526
8/21/21,SMT,Rsd,bayes,0.044600049
8/21/21,SMT,NEPsd,bayes,0.063624512
8/22/21,SMT,GPP,bayes,-0.273355982
8/22/21,SMT,GPP,book,0.91071871
8/22/21,SMT,R,bayes,0.091880173
8/22/21,SMT,R,book,-0.772859124
8/22/21,SMT,NEP,bayes,-0.181475809
8/22/21,SMT,NEP,book,-0.185452917
8/22/21,SMT,GPP2,bayes,0.273355982
8/22/21,SMT,GPP2,book,0.91071871
8/22/21,SMT,R2,bayes,-0.091880173
8/22/21,SMT,R2,book,-0.772859124
8/22/21,SMT,NEP2,bayes,-0.181475809
8/22/21,SMT,NEP2,book,0.137859586
8/22/21,SMT,NEP3,bayes,0.181475809
8/22/21,SMT,NEP3,book,0.137859586
8/22/21,SMT,GPPsd,bayes,0.059203916
8/22/21,SMT,Rsd,bayes,0.057837176
8/22/21,SMT,NEPsd,bayes,0.082766192
8/23/21,SMT,GPP,bayes,0.769965586
8/23/21,SMT,GPP,book,0.080068524
8/23/21,SMT,R,bayes,-0.191680922
8/23/21,SMT,R,book,0.237472703
8/23/21,SMT,NEP,bayes,0.578284663
8/23/21,SMT,NEP,book,0.419400692
8/23/21,SMT,GPP2,bayes,0.769965586
8/23/21,SMT,GPP2,book,0.080068524
8/23/21,SMT,R2,bayes,-0.191680922
8/23/21,SMT,R2,book,-0.237472703
8/23/21,SMT,NEP2,bayes,0.578284663
8/23/21,SMT,NEP2,book,-0.157404179
8/23/21,SMT,NEP3,bayes,0.578284663
