datetime,lake,doobs_mgL,do_sat,temp_1m
2020-07-27T17:00:00Z,MCD,8.83,8.236030387899072,18.306
2020-07-27T17:30:00Z,MCD,8.842,8.233145542347318,18.323
2020-07-27T18:00:00Z,MCD,8.828,8.221793177253142,18.39
2020-07-27T18:30:00Z,MCD,8.849,8.2574678436917,18.18
2020-07-27T19:00:00Z,MCD,8.898,8.300639096667886,17.928
2020-07-27T19:30:00Z,MCD,8.897,8.294963096166319,17.961
2020-07-27T20:00:00Z,MCD,8.906,8.289122249886395,17.995
2020-07-27T20:30:00Z,MCD,8.907,8.274722969316704,18.079
2020-07-27T21:00:00Z,MCD,8.864,8.216042821534243,18.424
2020-07-27T21:30:00Z,MCD,8.854,8.2516734518711,18.214
2020-07-27T22:00:00Z,MCD,8.875,8.238747164492274,18.29
2020-07-27T22:30:00Z,MCD,8.846,8.233145542347318,18.323
2020-07-27T23:00:00Z,MCD,8.832,8.233145542347318,18.323
2020-07-27T23:30:00Z,MCD,8.827,8.231618992060186,18.332
2020-07-28T00:00:00Z,MCD,8.839,8.23738857879376,18.298
2020-07-28T00:30:00Z,MCD,8.781,8.211819138405502,18.449
2020-07-28T01:00:00Z,MCD,8.773,8.206081065811171,18.483
2020-07-28T01:30:00Z,MCD,8.779,8.206081065811171,18.483
2020-07-28T02:00:00Z,MCD,8.81,8.228906356244808,18.348
2020-07-28T02:30:00Z,MCD,8.816,8.240276045527876,18.281
2020-07-28T03:00:00Z,MCD,8.799,8.247417440412978,18.239
2020-07-28T03:30:00Z,MCD,8.772,8.248778943023671,18.231
2020-07-28T04:00:00Z,MCD,8.751,8.254569751549568,18.197
2020-07-28T04:30:00Z,MCD,8.735,8.25593333623403,18.189
2020-07-28T05:00:00Z,MCD,8.734,8.263098674992033,18.147
2020-07-28T05:30:00Z,MCD,8.725,8.27181419408459,18.096
2020-07-28T06:00:00Z,MCD,8.724,8.279003857289235,18.054
2020-07-28T06:30:00Z,MCD,8.72,8.286204545542569,18.012
2020-07-28T07:00:00Z,MCD,8.725,8.296338467700753,17.953
2020-07-28T07:30:00Z,MCD,8.734,8.305115922724069,17.902
2020-07-28T08:00:00Z,MCD,8.717,8.312356719307367,17.86
2020-07-28T08:30:00Z,MCD,8.736,8.316672004796382,17.835
2020-07-28T09:00:00Z,MCD,8.776,8.313737180964804,17.852
2020-07-28T09:30:00Z,MCD,8.756,8.300639096667886,17.928
2020-07-28T10:00:00Z,MCD,8.759,8.296338467700753,17.953
2020-07-28T10:30:00Z,MCD,8.764,8.293416283698411,17.97
2020-07-28T11:00:00Z,MCD,8.777,8.281917092050715,18.037
2020-07-28T11:30:00Z,MCD,8.782,8.273182804892773,18.088
2020-07-28T12:00:00Z,MCD,8.759,8.27044598237835,18.104
2020-07-28T12:30:00Z,MCD,8.752,8.267539856864607,18.121
2020-07-28T13:00:00Z,MCD,8.747,8.258832272453839,18.172
2020-07-28T13:30:00Z,MCD,8.751,8.254569751549568,18.197
2020-07-28T14:00:00Z,MCD,8.737,8.24452556217792,18.256
2020-07-28T14:30:00Z,MCD,8.753,8.233145542347318,18.323
2020-07-28T15:00:00Z,MCD,8.739,8.247417440412978,18.239
2020-07-28T15:30:00Z,MCD,8.749,8.250311107080888,18.222
2020-07-28T16:00:00Z,MCD,8.755,8.236030387899072,18.306
2020-07-28T16:30:00Z,MCD,8.781,8.233145542347318,18.323
2020-07-28T17:00:00Z,MCD,8.789,8.231618992060186,18.332
2020-07-28T17:30:00Z,MCD,8.773,8.224501681601154,18.374
2020-07-28T18:00:00Z,MCD,8.778,8.228906356244808,18.348
2020-07-28T18:30:00Z,MCD,8.774,8.152586599372254,18.802
2020-07-28T19:00:00Z,MCD,8.769,8.233145542347318,18.323
2020-07-28T19:30:00Z,MCD,8.773,8.258832272453839,18.172
2020-07-28T20:00:00Z,MCD,8.784,8.250311107080888,18.222
2020-07-28T20:30:00Z,MCD,8.752,8.165275524684146,18.726
2020-07-28T21:00:00Z,MCD,8.711,8.141429078858591,18.869
2020-07-28T21:30:00Z,MCD,8.677,8.128805292937786,18.945
2020-07-28T22:00:00Z,MCD,8.678,8.126152044037465,18.961
2020-07-28T22:30:00Z,MCD,8.836,8.230262477194454,18.34
2020-07-28T23:00:00Z,MCD,8.871,8.240276045527876,18.281
2020-07-28T23:30:00Z,MCD,8.754,8.184877910987224,18.609
2020-07-29T00:00:00Z,MCD,8.696,8.110760168704557,19.054
2020-07-29T00:30:00Z,MCD,8.747,8.221793177253142,18.39
2020-07-29T01:00:00Z,MCD,8.734,8.184877910987224,18.609
2020-07-29T01:30:00Z,MCD,8.694,8.135777332260034,18.903
2020-07-29T02:00:00Z,MCD,8.693,8.131626041314412,18.928
2020-07-29T02:30:00Z,MCD,8.694,8.13444851329847,18.911
2020-07-29T03:00:00Z,MCD,8.719,8.153920640061912,18.794
2020-07-29T03:30:00Z,MCD,8.701,8.153920640061912,18.794
2020-07-29T04:00:00Z,MCD,8.711,8.162434193949153,18.743
2020-07-29T04:30:00Z,MCD,8.72,8.182024556512498,18.626
2020-07-29T05:00:00Z,MCD,8.703,8.166613224297198,18.718
2020-07-29T05:30:00Z,MCD,8.66,8.158258928255243,18.768
2020-07-29T06:00:00Z,MCD,8.653,8.158258928255243,18.768
2020-07-29T06:30:00Z,MCD,8.646,8.170796024345426,18.693
2020-07-29T07:00:00Z,MCD,8.613,8.176490691108889,18.659
2020-07-29T07:30:00Z,MCD,8.612,8.182024556512498,18.626
2020-07-29T08:00:00Z,MCD,8.625,8.19193489516811,18.567
2020-07-29T08:30:00Z,MCD,8.637,8.189077206059958,18.584
2020-07-29T09:00:00Z,MCD,8.707,8.200518512518718,18.516
2020-07-29T09:30:00Z,MCD,8.702,8.20321467811482,18.5
2020-07-29T10:00:00Z,MCD,8.666,8.190589881492771,18.575
2020-07-29T10:30:00Z,MCD,8.642,8.176490691108889,18.659
2020-07-29T11:00:00Z,MCD,8.682,8.17934064663709,18.642
2020-07-29T11:30:00Z,MCD,8.682,8.170796024345426,18.693
2020-07-29T12:00:00Z,MCD,8.675,8.162434193949153,18.743
2020-07-29T12:30:00Z,MCD,8.688,8.170796024345426,18.693
2020-07-29T13:00:00Z,MCD,8.698,8.165275524684146,18.726
2020-07-29T13:30:00Z,MCD,8.687,8.165275524684146,18.726
2020-07-29T14:00:00Z,MCD,8.663,8.162434193949153,18.743
2020-07-29T14:30:00Z,MCD,8.684,8.159594603990096,18.76
2020-07-29T15:00:00Z,MCD,8.678,8.151252942966465,18.81
2020-07-29T15:30:00Z,MCD,8.661,8.135777332260034,18.903
2020-07-29T16:00:00Z,MCD,8.668,8.137272710460442,18.894
2020-07-29T16:30:00Z,MCD,8.669,8.145589186582615,18.844
2020-07-29T17:00:00Z,MCD,8.671,8.142759906251843,18.861
2020-07-29T17:30:00Z,MCD,8.622,8.059822527946993,19.364
2020-07-29T18:00:00Z,MCD,8.627,8.077668555198835,19.255
2020-07-29T18:30:00Z,MCD,8.622,8.079145186748333,19.246
2020-07-29T19:00:00Z,MCD,8.618,8.07488065725194,19.272
2020-07-29T19:30:00Z,MCD,8.615,8.080458146822982,19.238
2020-07-29T20:00:00Z,MCD,8.645,8.1011868917134109,19.112
2020-07-29T20:30:00Z,MCD,8.728,8.141429078858591,18.869
2020-07-29T21:00:00Z,MCD,8.749,8.13029841570407,18.936
2020-07-29T21:30:00Z,MCD,8.784,8.1331200763832,18.919
2020-07-29T22:00:00Z,MCD,8.689,8.069473684466516,19.305
2020-07-29T22:30:00Z,MCD,8.638,8.066690758993456,19.322
2020-07-29T23:00:00Z,MCD,8.633,8.07078388083984,19.297
2020-07-29T23:30:00Z,MCD,8.647,8.080458146822982,19.238
2020-07-30T00:00:00Z,MCD,8.67,8.09146894084589,19.171
2020-07-30T00:30:00Z,MCD,8.675,8.097066609828948,19.137
2020-07-30T01:00:00Z,MCD,8.667,8.09146894084589,19.171
2020-07-30T01:30:00Z,MCD,8.66,8.088672659102619,19.188
2020-07-30T02:00:00Z,MCD,8.658,8.090152831720964,19.179
2020-07-30T02:30:00Z,MCD,8.695,8.097066609828948,19.137
2020-07-30T03:00:00Z,MCD,8.688,8.092785426732705,19.163
2020-07-30T03:30:00Z,MCD,8.645,8.090152831720964,19.179
2020-07-30T04:00:00Z,MCD,8.619,8.097066609828948,19.137
2020-07-30T04:30:00Z,MCD,8.597,8.103825808825459,19.096
2020-07-30T05:00:00Z,MCD,8.577,8.12051894897766,18.995
2020-07-30T05:30:00Z,MCD,8.569,8.135777332260034,18.903
2020-07-30T06:00:00Z,MCD,8.549,8.140098634372265,18.877
2020-07-30T06:30:00Z,MCD,8.54,8.148420198294941,18.827
2020-07-30T07:00:00Z,MCD,8.535,8.153920640061912,18.794
2020-07-30T07:30:00Z,MCD,8.54,8.15542189538219,18.785
2020-07-30T08:00:00Z,MCD,8.531,8.158258928255243,18.768
2020-07-30T08:30:00Z,MCD,8.538,8.160930664874504,18.752
2020-07-30T09:00:00Z,MCD,8.549,8.158258928255243,18.768
2020-07-30T09:30:00Z,MCD,8.549,8.151252942966465,18.81
2020-07-30T10:00:00Z,MCD,8.563,8.152586599372254,18.802
2020-07-30T10:30:00Z,MCD,8.55,8.145589186582615,18.844
2020-07-30T11:00:00Z,MCD,8.551,8.142759906251843,18.861
2020-07-30T11:30:00Z,MCD,8.569,8.123334637009211,18.978
2020-07-30T12:00:00Z,MCD,8.554,8.106631316211057,19.079
2020-07-30T12:30:00Z,MCD,8.561,8.123334637009211,18.978
2020-07-30T13:00:00Z,MCD,8.569,8.117704978377999,19.012
2020-07-30T13:30:00Z,MCD,8.574,8.116381350740873,19.02
2020-07-30T14:00:00Z,MCD,8.578,8.102506161211156,19.104
2020-07-30T14:30:00Z,MCD,8.588,8.073569290885064,19.28
2020-07-30T15:00:00Z,MCD,8.599,8.065381731047896,19.33
2020-07-30T15:30:00Z,MCD,8.552,8.059822527946993,19.364
2020-07-30T16:00:00Z,MCD,8.584,8.079145186748333,19.246
2020-07-30T16:30:00Z,MCD,8.566,8.023040771234326,19.59
2020-07-30T17:00:00Z,MCD,8.643,8.059822527946993,19.364
2020-07-30T17:30:00Z,MCD,8.5,8.128805292937786,18.945
2020-07-30T18:00:00Z,MCD,8.621,8.119194513678345,19.003
2020-07-30T18:30:00Z,MCD,8.646,8.073569290885064,19.28
2020-07-30T19:00:00Z,MCD,8.592,7.993311852937156,19.774
2020-07-30T19:30:00Z,MCD,8.623,7.998790648830683,19.74
2020-07-30T20:00:00Z,MCD,8.767,8.07488065725194,19.272
2020-07-30T20:30:00Z,MCD,8.736,8.029853970036687,19.548
2020-07-30T21:00:00Z,MCD,8.676,7.989287530815726,19.799
2020-07-30T21:30:00Z,MCD,8.612,7.9543456921114055,20.017
2020-07-30T22:00:00Z,MCD,8.629,7.951791723598723,20.033
2020-07-30T22:30:00Z,MCD,8.594,7.957060861797262,20
2020-07-30T23:00:00Z,MCD,8.523,7.943819841432106,20.083
2020-07-30T23:30:00Z,MCD,8.534,7.961056715195287,19.975
2020-07-31T00:00:00Z,MCD,8.548,7.969058999361573,19.925
2020-07-31T00:30:00Z,MCD,8.534,7.982534676093275,19.841
2020-07-31T01:00:00Z,MCD,8.55,7.997339737427242,19.749
2020-07-31T01:30:00Z,MCD,8.527,8.000080736141264,19.732
2020-07-31T02:00:00Z,MCD,8.538,8.00137118905999,19.724
2020-07-31T02:30:00Z,MCD,8.545,8.010899585478288,19.665
2020-07-31T03:00:00Z,MCD,8.555,8.012193106524034,19.657
2020-07-31T03:30:00Z,MCD,8.569,8.0189901180783,19.615
2020-07-31T04:00:00Z,MCD,8.504,8.031152875331804,19.54
2020-07-31T04:30:00Z,MCD,8.473,8.036677345733027,19.506
2020-07-31T05:00:00Z,MCD,8.484,8.040743720014776,19.481
2020-07-31T05:30:00Z,MCD,8.477,8.044813713018689,19.456
2020-07-31T06:00:00Z,MCD,8.456,8.048887329594077,19.431
2020-07-31T06:30:00Z,MCD,8.439,8.054433271972878,19.397
2020-07-31T07:00:00Z,MCD,8.425,8.057208763661997,19.38
2020-07-31T07:30:00Z,MCD,8.421,8.061293425740443,19.355
2020-07-31T08:00:00Z,MCD,8.421,8.062601286821929,19.347
2020-07-31T08:30:00Z,MCD,8.429,8.057208763661997,19.38
2020-07-31T09:00:00Z,MCD,8.441,8.062601286821929,19.347
2020-07-31T09:30:00Z,MCD,8.469,8.052964574596746,19.406
2020-07-31T10:00:00Z,MCD,8.521,8.05851545944098,19.372
2020-07-31T10:30:00Z,MCD,8.53,8.054433271972878,19.397
2020-07-31T11:00:00Z,MCD,8.499,8.035376869445827,19.514
2020-07-31T11:30:00Z,MCD,8.524,8.0189901180783,19.615
2020-07-31T12:00:00Z,MCD,8.534,8.008152071358396,19.682
2020-07-31T12:30:00Z,MCD,8.526,7.997339737427242,19.749
2020-07-31T13:00:00Z,MCD,8.53,7.994600388159859,19.766
2020-07-31T13:30:00Z,MCD,8.545,7.979804227228775,19.858
2020-07-31T14:00:00Z,MCD,8.561,7.975791839780487,19.883
2020-07-31T14:30:00Z,MCD,8.606,7.978519877627127,19.866
2020-07-31T15:00:00Z,MCD,8.598,7.977235891018568,19.874
2020-07-31T15:30:00Z,MCD,8.586,7.957060861797262,20
2020-07-31T16:00:00Z,MCD,8.557,7.953068527897943,20.025
2020-07-31T16:30:00Z,MCD,8.518,7.969058999361573,19.925
2020-07-31T17:00:00Z,MCD,8.631,7.997339737427242,19.749
2020-07-31T17:30:00Z,MCD,8.606,7.993311852937156,19.774
2020-07-31T18:00:00Z,MCD,8.545,7.955782932253657,20.008
2020-07-31T18:30:00Z,MCD,8.542,7.957060861797262,20
2020-07-31T19:00:00Z,MCD,8.546,7.898646620848376,20.368
2020-07-31T19:30:00Z,MCD,8.537,7.890767929777282,20.418
2020-07-31T20:00:00Z,MCD,8.561,7.8934451383244175,20.401
2020-07-31T20:30:00Z,MCD,8.587,7.922524207156027,20.217
2020-07-31T21:00:00Z,MCD,8.604,7.934431044366648,20.142
2020-07-31T21:30:00Z,MCD,8.592,7.9463693170370355,20.067
2020-07-31T22:00:00Z,MCD,8.657,7.974508624015927,19.891
2020-07-31T22:30:00Z,MCD,8.724,8.0189901180783,19.615
2020-07-31T23:00:00Z,MCD,8.539,7.938406969521205,20.117
2020-07-31T23:30:00Z,MCD,8.471,7.8816458919719405,20.476
2020-08-01T00:00:00Z,MCD,8.45,7.88416046931914,20.46
2020-08-01T00:30:00Z,MCD,8.473,7.88290300490975,20.468
2020-08-01T01:00:00Z,MCD,8.451,7.88557553708571,20.451
2020-08-01T01:30:00Z,MCD,8.512,7.909225714021039,20.301
2020-08-01T02:00:00Z,MCD,8.58,7.957060861797262,20
2020-08-01T02:30:00Z,MCD,8.597,7.997339737427242,19.749
2020-08-01T03:00:00Z,MCD,8.54,7.993311852937156,19.774
2020-08-01T03:30:00Z,MCD,8.492,7.959777658899193,19.983
2020-08-01T04:00:00Z,MCD,8.492,7.958498963328098,19.991
2020-08-01T04:30:00Z,MCD,8.451,7.9543456921114055,20.017
2020-08-01T05:00:00Z,MCD,8.438,7.959777658899193,19.983
2020-08-01T05:30:00Z,MCD,8.408,7.951791723598723,20.033
2020-08-01T06:00:00Z,MCD,8.405,7.951791723598723,20.033
2020-08-01T06:30:00Z,MCD,8.406,7.959777658899193,19.983
2020-08-01T07:00:00Z,MCD,8.408,7.965056092808992,19.95
2020-08-01T07:30:00Z,MCD,8.413,7.9717829939603,19.908
2020-08-01T08:00:00Z,MCD,8.43,7.982534676093275,19.841
2020-08-01T08:30:00Z,MCD,8.444,7.985266766295289,19.824
2020-08-01T09:00:00Z,MCD,8.441,7.983820161051561,19.833
2020-08-01T09:30:00Z,MCD,8.449,7.974508624015927,19.891
2020-08-01T10:00:00Z,MCD,8.452,7.9732257707586545,19.899
2020-08-01T10:30:00Z,MCD,8.457,7.977235891018568,19.874
2020-08-01T11:00:00Z,MCD,8.461,7.963775908250297,19.958
2020-08-01T11:30:00Z,MCD,8.469,7.961056715195287,19.975
2020-08-01T12:00:00Z,MCD,8.465,7.953068527897943,20.025
2020-08-01T12:30:00Z,MCD,8.481,7.953068527897943,20.025
2020-08-01T13:00:00Z,MCD,8.494,7.9543456921114055,20.017
2020-08-01T13:30:00Z,MCD,8.498,7.9463693170370355,20.067
2020-08-01T14:00:00Z,MCD,8.501,7.9411125961164215,20.1
2020-08-01T14:30:00Z,MCD,8.477,7.921097493161678,20.226
2020-08-01T15:00:00Z,MCD,8.477,7.905275386888212,20.326
2020-08-01T15:30:00Z,MCD,8.515,7.930458612036814,20.167
2020-08-01T16:00:00Z,MCD,8.52,7.9185622252728365,20.242
2020-08-01T16:30:00Z,MCD,8.532,7.922524207156027,20.217
2020-08-01T17:00:00Z,MCD,8.525,7.913179504348287,20.276
2020-08-01T17:30:00Z,MCD,8.627,7.951791723598723,20.033
2020-08-01T18:00:00Z,MCD,8.68,7.975791839780487,19.883
2020-08-01T18:30:00Z,MCD,8.582,7.930458612036814,20.167
2020-08-01T19:00:00Z,MCD,8.543,7.911913914365291,20.284
2020-08-01T19:30:00Z,MCD,8.55,7.905275386888212,20.326
2020-08-01T20:00:00Z,MCD,8.604,7.9185622252728365,20.242
2020-08-01T20:30:00Z,MCD,8.614,7.931729410648021,20.159
2020-08-01T21:00:00Z,MCD,8.654,7.969058999361573,19.925
2020-08-01T21:30:00Z,MCD,8.714,7.985266766295289,19.824
2020-08-01T22:00:00Z,MCD,8.602,7.910490549908088,20.293
2020-08-01T22:30:00Z,MCD,8.555,7.880232059847681,20.485
2020-08-01T23:00:00Z,MCD,8.542,7.8816458919719405,20.476
2020-08-01T23:30:00Z,MCD,8.53,7.88290300490975,20.468
2020-08-02T00:00:00Z,MCD,8.52,7.88416046931914,20.46
2020-08-02T00:30:00Z,MCD,8.49,7.878975693286805,20.493
2020-08-02T01:00:00Z,MCD,8.549,7.88290300490975,20.468
2020-08-02T01:30:00Z,MCD,8.525,7.877719677726914,20.501
2020-08-02T02:00:00Z,MCD,8.533,7.88557553708571,20.451
2020-08-02T02:30:00Z,MCD,8.505,7.896123939694275,20.384
2020-08-02T03:00:00Z,MCD,8.466,7.897385103666989,20.376
2020-08-02T03:30:00Z,MCD,8.436,7.909225714021039,20.301
2020-08-02T04:00:00Z,MCD,8.404,7.914603717549914,20.267
2020-08-02T04:30:00Z,MCD,8.406,7.914603717549914,20.267
2020-08-02T05:00:00Z,MCD,8.418,7.917136762512337,20.251
2020-08-02T05:30:00Z,MCD,8.391,7.921097493161678,20.226
2020-08-02T06:00:00Z,MCD,8.381,7.927759350768049,20.184
2020-08-02T06:30:00Z,MCD,8.373,7.933159486225718,20.15
2020-08-02T07:00:00Z,MCD,8.387,7.939680004019713,20.109
2020-08-02T07:30:00Z,MCD,8.372,7.949079708786625,20.05
2020-08-02T08:00:00Z,MCD,8.394,7.950355748780068,20.042
2020-08-02T08:30:00Z,MCD,8.391,7.945094399758864,20.075
2020-08-02T09:00:00Z,MCD,8.362,7.934431044366648,20.142
2020-08-02T09:30:00Z,MCD,8.381,7.927759350768049,20.184
2020-08-02T10:00:00Z,MCD,8.396,7.921097493161678,20.226
2020-08-02T10:30:00Z,MCD,8.408,7.934431044366648,20.142
2020-08-02T11:00:00Z,MCD,8.4,7.931729410648021,20.159
2020-08-02T11:30:00Z,MCD,8.408,7.931729410648021,20.159
2020-08-02T12:00:00Z,MCD,8.386,7.909225714021039,20.301
2020-08-02T12:30:00Z,MCD,8.394,7.902591140248552,20.343
2020-08-02T13:00:00Z,MCD,8.415,7.89470555223124,20.393
2020-08-02T13:30:00Z,MCD,8.417,7.892027594301226,20.41
2020-08-02T14:00:00Z,MCD,8.415,7.88290300490975,20.468
2020-08-02T14:30:00Z,MCD,8.425,7.888092312602452,20.435
2020-08-02T15:00:00Z,MCD,8.46,7.897385103666989,20.376
2020-08-02T15:30:00Z,MCD,8.429,7.898646620848376,20.368
2020-08-02T16:00:00Z,MCD,8.454,7.892027594301226,20.41
2020-08-02T16:30:00Z,MCD,8.624,7.937134293167302,20.125
2020-08-02T17:00:00Z,MCD,8.527,7.922524207156027,20.217
2020-08-02T17:30:00Z,MCD,8.456,7.872385523956249,20.535
2020-08-02T18:00:00Z,MCD,8.5,7.8763070795905525,20.51
2020-08-02T18:30:00Z,MCD,8.563,7.86846738835933,20.56
2020-08-02T19:00:00Z,MCD,8.586,7.85532744395892,20.644
2020-08-02T19:30:00Z,MCD,8.562,7.886833748872698,20.443
2020-08-02T20:00:00Z,MCD,8.575,7.85532744395892,20.644
2020-08-02T20:30:00Z,MCD,8.498,7.798366357723489,21.011
2020-08-02T21:00:00Z,MCD,8.489,7.765025279236106,21.228
2020-08-02T21:30:00Z,MCD,8.371,7.726769741568237,21.479
2020-08-02T22:00:00Z,MCD,8.461,7.793279933034314,21.044
2020-08-02T22:30:00Z,MCD,8.44,7.7497444710124155,21.328
2020-08-02T23:00:00Z,MCD,8.385,7.745932474108278,21.353
2020-08-02T23:30:00Z,MCD,8.358,7.744560956747303,21.362
2020-08-03T00:00:00Z,MCD,8.339,7.752185868869311,21.312
2020-08-03T00:30:00Z,MCD,8.365,7.776520470543596,21.153
2020-08-03T01:00:00Z,MCD,8.363,7.785430496841223,21.095
2020-08-03T01:30:00Z,MCD,8.39,7.800988903490688,20.994
2020-08-03T02:00:00Z,MCD,8.408,7.819080116830051,20.877
2020-08-03T02:30:00Z,MCD,8.4,7.828075648152814,20.819
2020-08-03T03:00:00Z,MCD,8.388,7.838489609491043,20.752
2020-08-03T03:30:00Z,MCD,8.395,7.847524284190522,20.694
2020-08-03T04:00:00Z,MCD,8.37,7.852828954846887,20.66
2020-08-03T04:30:00Z,MCD,8.339,7.860641358965882,20.61
2020-08-03T05:00:00Z,MCD,8.333,7.864552668220349,20.585
2020-08-03T05:30:00Z,MCD,8.304,7.867214306532093,20.568
2020-08-03T06:00:00Z,MCD,8.315,7.8763070795905525,20.51
2020-08-03T06:30:00Z,MCD,8.268,7.877719677726914,20.501
2020-08-03T07:00:00Z,MCD,8.349,7.929188170612062,20.175
2020-08-03T07:30:00Z,MCD,8.354,7.931729410648021,20.159
2020-08-03T08:00:00Z,MCD,8.389,7.953068527897943,20.025
2020-08-03T08:30:00Z,MCD,8.344,7.938406969521205,20.117
2020-08-03T09:00:00Z,MCD,8.33,7.925061700950968,20.201
2020-08-03T09:30:00Z,MCD,8.33,7.923792775861722,20.209
2020-08-03T10:00:00Z,MCD,8.308,7.904012012874977,20.334
2020-08-03T10:30:00Z,MCD,8.277,7.8934451383244175,20.401
2020-08-03T11:00:00Z,MCD,8.324,7.902591140248552,20.343
2020-08-03T11:30:00Z,MCD,8.334,7.897385103666989,20.376
2020-08-03T12:00:00Z,MCD,8.336,7.897385103666989,20.376
2020-08-03T12:30:00Z,MCD,8.344,7.886833748872698,20.443
2020-08-03T13:00:00Z,MCD,8.354,7.890767929777282,20.418
2020-08-03T13:30:00Z,MCD,8.36,7.878975693286805,20.493
2020-08-03T14:00:00Z,MCD,8.307,7.85532744395892,20.644
2020-08-03T14:30:00Z,MCD,8.301,7.826833808604792,20.827
2020-08-03T15:00:00Z,MCD,8.308,7.817685879796043,20.886
2020-08-03T15:30:00Z,MCD,8.355,7.8319586205379785,20.794
2020-08-03T16:00:00Z,MCD,8.601,7.8895086176679445,20.426
2020-08-03T16:30:00Z,MCD,8.94,8.012193106524034,19.657
2020-08-03T17:00:00Z,MCD,8.795,7.992023682500955,19.782
2020-08-03T17:30:00Z,MCD,8.855,8.029853970036687,19.548
2020-08-03T18:00:00Z,MCD,9.009,8.149753038644214,18.819
2020-08-03T18:30:00Z,MCD,9.005,8.196140571879058,18.542
2020-08-03T19:00:00Z,MCD,9.031,8.230262477194454,18.34
2020-08-03T19:30:00Z,MCD,9,8.220270334221361,18.399
2020-08-03T20:00:00Z,MCD,8.921,8.236030387899072,18.306
2020-08-03T20:30:00Z,MCD,8.955,8.211819138405502,18.449
2020-08-03T21:00:00Z,MCD,9.036,8.274722969316704,18.079
2020-08-03T21:30:00Z,MCD,8.894,8.19193489516811,18.567
2020-08-03T22:00:00Z,MCD,8.915,8.20321467811482,18.5
2020-08-03T22:30:00Z,MCD,8.601,8.05035471954642,19.422
2020-08-03T23:00:00Z,MCD,8.471,8.002823385804694,19.715
2020-08-03T23:30:00Z,MCD,8.56,8.028555433971128,19.556
2020-08-04T00:00:00Z,MCD,8.522,8.006859696424211,19.69
2020-08-04T00:30:00Z,MCD,8.652,8.073569290885064,19.28
2020-08-04T01:00:00Z,MCD,8.569,8.055739176237072,19.389
2020-08-04T01:30:00Z,MCD,8.605,8.085878077126214,19.205
2020-08-04T02:00:00Z,MCD,8.561,8.066690758993456,19.322
2020-08-04T02:30:00Z,MCD,8.554,8.07078388083984,19.297
2020-08-04T03:00:00Z,MCD,8.55,8.085878077126214,19.205
2020-08-04T03:30:00Z,MCD,8.474,8.07078388083984,19.297
2020-08-04T04:00:00Z,MCD,8.5,8.085878077126214,19.205
2020-08-04T04:30:00Z,MCD,8.507,8.094266923904655,19.154
2020-08-04T05:00:00Z,MCD,8.504,8.099703165294194,19.121
2020-08-04T05:30:00Z,MCD,8.51,8.110760168704557,19.054
2020-08-04T06:00:00Z,MCD,8.518,8.127478477893815,18.953
2020-08-04T06:30:00Z,MCD,8.506,8.13444851329847,18.911
2020-08-04T07:00:00Z,MCD,8.514,8.148420198294941,18.827
2020-08-04T07:30:00Z,MCD,8.516,8.156756753222139,18.777
2020-08-04T08:00:00Z,MCD,8.517,8.163771073824732,18.735
2020-08-04T08:30:00Z,MCD,8.508,8.159594603990096,18.76
2020-08-04T09:00:00Z,MCD,8.503,8.156756753222139,18.777
2020-08-04T09:30:00Z,MCD,8.481,8.13860234181427,18.886
2020-08-04T10:00:00Z,MCD,8.514,8.144257544967058,18.852
2020-08-04T10:30:00Z,MCD,8.521,8.144257544967058,18.852
2020-08-04T11:00:00Z,MCD,8.517,8.140098634372265,18.877
2020-08-04T11:30:00Z,MCD,8.535,8.142759906251843,18.861
2020-08-04T12:00:00Z,MCD,8.517,8.1331200763832,18.919
2020-08-04T12:30:00Z,MCD,8.527,8.119194513678345,19.003
2020-08-04T13:00:00Z,MCD,8.516,8.092785426732705,19.163
2020-08-04T13:30:00Z,MCD,8.505,8.072258299086604,19.288
2020-08-04T14:00:00Z,MCD,8.498,8.04758337774965,19.439
2020-08-04T14:30:00Z,MCD,8.48,8.014943057762379,19.64
2020-08-04T15:00:00Z,MCD,8.495,8.0189901180783,19.615
2020-08-04T15:30:00Z,MCD,8.495,8.013648756483605,19.648
2020-08-04T16:00:00Z,MCD,8.499,8.009444812881304,19.674
2020-08-04T16:30:00Z,MCD,8.484,7.994600388159859,19.766
2020-08-04T17:00:00Z,MCD,8.507,7.994600388159859,19.766
2020-08-04T17:30:00Z,MCD,8.501,7.989287530815726,19.799
2020-08-04T18:00:00Z,MCD,8.51,8.002823385804694,19.715
2020-08-04T18:30:00Z,MCD,8.544,8.020285935956872,19.607
2020-08-04T19:00:00Z,MCD,8.516,8.010899585478288,19.665
2020-08-04T19:30:00Z,MCD,8.515,8.012193106524034,19.657
2020-08-04T20:00:00Z,MCD,8.521,8.009444812881304,19.674
2020-08-04T20:30:00Z,MCD,8.519,8.00540621261576,19.699
2020-08-04T21:00:00Z,MCD,8.503,7.994600388159859,19.766
2020-08-04T21:30:00Z,MCD,8.481,7.997339737427242,19.749
2020-08-04T22:00:00Z,MCD,8.49,8.008152071358396,19.682
2020-08-04T22:30:00Z,MCD,8.496,8.017694668106513,19.623
2020-08-04T23:00:00Z,MCD,8.489,8.020285935956872,19.607
2020-08-04T23:30:00Z,MCD,8.487,8.028555433971128,19.556
2020-08-05T00:00:00Z,MCD,8.482,8.036677345733027,19.506
