"","GPP","R","NEP","datetime"
"1",-0.240246759263747,0.113457789481069,-0.0908626791036484,2020-07-09
"2",-0.346995137666484,0.221768733791557,-0.0523950562836512,2020-07-10
"3",-0.0724640652327127,-0.111347227424367,-0.22562761034744,2020-07-11
"4",1.21940742455697,-1.30834343514608,-0.536221775970521,2020-07-12
"5",0.0495977204465342,-0.160400046443352,-0.167764093424274,2020-07-13
"6",0.0962876796963035,-0.154295952485128,-0.111768773055864,2020-07-14
"7",0.0259243322005646,-0.0860295820038248,-0.0906707511195253,2020-07-15
"8",0.342879142896624,-0.357148209383517,-0.136155032798024,2020-07-16
"9",-0.0451340126313237,-0.0674516441818237,-0.137943358168942,2020-07-17
"10",0.0275650688843139,-0.161337519414478,-0.191542083746373,2020-07-18
"11",-0.0278572672259191,-0.0649409514764532,-0.11688020683696,2020-07-19
"12",-0.0336283849465854,-0.0619412334104684,-0.118689391823534,2020-07-20
"13",0.494174139273079,-0.539594602552694,-0.230078635707758,2020-07-22
"14",0.329894206816878,-0.423653111575122,-0.23997611092761,2020-07-23
"15",-0.160251224082812,0.0704657078594156,-0.0677075202760085,2020-07-24
"16",-0.0745383615755949,0.0528241379245811,-0.00419354315862483,2020-07-25
"17",-0.0807147240552522,0.0214375614009273,-0.0532404856381438,2020-07-26
"18",-0.0728362811991951,0.0176389260239421,-0.0496164336166209,2020-07-27
"19",0.147368963867731,-0.254346188675228,-0.206662514615191,2020-07-28
"20",-0.00537811869213042,-0.0835024529984958,-0.122751310534532,2020-07-29
"21",0.0232065276486034,-0.0747623036555391,-0.0812850790240983,2020-08-06
"22",-0.158709458341209,0.162250320615499,0.0657546204307414,2020-08-07
"23",-0.150391862284212,0.130328242093008,0.0294224380531141,2020-08-08
"24",-0.0988828324450117,0.0630448259933809,-0.0124556902510091,2020-08-09
"25",0.0221061368445583,-0.0501504939468829,-0.0478476177011803,2020-08-10
"26",-0.0367345426677511,-0.0251607350032825,-0.0728482246440149,2020-08-11
"27",0.00384418428883289,-0.030612949000038,-0.039062421024224,2020-08-12
"28",-0.0226797520860329,0.0418694851864853,0.0356331472803926,2020-08-13
"29",-0.175166997799665,0.125463436291901,-0.0027112574280519,2020-08-14
"30",-0.0294760622640111,-0.00266643633923515,-0.0338475699374904,2020-08-15
"31",-0.035563343881882,0.00505259376670211,-0.0292248791005957,2020-08-16
"32",-0.186311653957517,0.0900759554512152,-0.0599530727505996,2020-08-17
"33",-0.0906280559723232,0.0544364833817304,-0.0137971450364649,2020-08-26
"34",0.103266678840244,-0.109352019817476,-0.052747590707588,2020-08-27
"35",-0.0177963610025909,0.00301559650674322,-0.0138120162907623,2020-08-28
"36",0.0420247847305248,-0.0446052612758651,-0.0216163425466732,2020-08-29
"37",-0.0556567030639542,0.0791918463793846,0.0577345490793266,2020-08-30
"38",0.0236560822707815,0.00793927420105409,0.035646012652536,2020-08-31
"39",-0.0823419263986022,0.0729747133573988,0.0214865540674514,2020-09-01
"40",-0.0679646590711935,0.0510262447596318,0.00441448953697182,2020-09-02
"41",0.0289888348665293,-0.0417056569994967,-0.0307344809015397,2020-09-03
"42",-0.0721853692325557,0.0139370982447556,-0.0535569157982828,2020-09-04
"43",0.113763928044568,-0.121989756176725,-0.065502433749606,2020-09-05
"44",0.0446200174191382,-0.0683073591297649,-0.0561649851694661,2020-09-06
"45",0.0758769004644022,-0.00896579795130442,0.0641379865042553,2020-09-07
"46",-0.0517498440517202,0.0616489412677575,0.0389666675374565,2020-09-08
"47",-0.077311768252761,0.0473944138117175,-0.00836927466621919,2020-09-09
"48",0.0623552402771371,-0.0797507936518233,-0.055095830262235,2020-09-10
"49",0.0998222656965801,-0.0990151462802663,-0.0455232231102722,2020-09-11
"50",0.0600189475280532,-0.0748498160703449,-0.0501825030548424,2020-09-12
"51",0.153845629545523,-0.130300217980243,-0.0369452136262107,2020-09-13
"52",0.125345666687808,-0.11653095320316,-0.0455441430469443,2020-09-14
