"","GPP","R","NEP","datetime"
"30",-0.0730757686960259,0.0488364524591759,-0.00812987106429748,2020-07-25
"31",-0.077892398075406,0.0255150950117652,-0.0448057239758834,2020-07-26
"32",-0.070456375307664,0.013480040668226,-0.0530260283120203,2020-07-27
"33",0.146305479225297,-0.259325646989898,-0.214741057415297,2020-07-28
"34",0.0100533394442743,-0.101541845190918,-0.13232343594203,2020-07-29
"35",-0.0791613973349948,-0.000365912538032917,-0.0813595170125516,2020-07-30
"36",0.0817004021188941,-0.149402475810712,-0.126360512804257,2020-07-31
"37",0.00295096464604643,-0.112630326574073,-0.155147984061246,2020-08-01
"38",-0.129515289821899,0.0462582191947903,-0.067312583927553,2020-08-02
"39",0.182592911388918,-0.221437544839835,-0.124476983250235,2020-08-03
"40",-0.133310510422103,0.0978457307916687,0.00125348365934446,2020-08-04
"41",0.0246815491963435,-0.088986775958118,-0.0997534649321553,2020-08-06
"42",-0.153315757536823,0.152127491554151,0.0570480442724783,2020-08-07
"43",-0.153309219677082,0.124975978156454,0.0189270641239571,2020-08-08
"44",-0.110622242123289,0.0673497321670306,-0.0183996872105069,2020-08-09
"45",0.0270502409978906,-0.0503916895135911,-0.043137019999963,2020-08-10
"46",-0.0419287506190097,-0.0386357213516708,-0.0970752689132498,2020-08-11
"47",0.00263677470496098,-0.0459829446095282,-0.0618789182636326,2020-08-12
"48",-0.0238306622269267,0.0421062169420985,0.0347901815167237,2020-08-13
"49",-0.175997249833558,0.125526009196961,-0.00347130606407151,2020-08-14
"50",-0.0297692246341338,-0.00240429671513901,-0.0337788588433532,2020-08-15
"51",-0.0368276434391395,0.00310585451241208,-0.0332497976012659,2020-08-16
"52",-0.184680500492562,0.0814121545711043,-0.0708220747405934,2020-08-17
"53",-0.0676680846877078,-0.00361864512052614,-0.074343317727782,2020-08-18
"54",0.10765294669562,-0.133015265917805,-0.0825041838515104,2020-08-19
"55",0.226579148426862,-0.263105566624205,-0.149263391616098,2020-08-20
"56",-0.0602504658392085,0.0102807821096749,-0.0466580675920025,2020-08-21
"57",-0.0120301824178558,-0.0419844929364192,-0.0730296654411402,2020-08-22
"58",-0.0156039433076305,-0.0296340092555481,-0.058810678896671,2020-08-23
"59",0.0443436490978399,-0.0814029237393877,-0.0724873118634477,2020-08-24
"60",-0.0898093742737939,0.0499025302682812,-0.0195208065297657,2020-08-26
"61",0.103137311415643,-0.11101720460659,-0.055288914155261,2020-08-27
"62",-0.0167457395304272,0.000524213086616089,-0.0163435959057577,2020-08-28
"63",0.0475986276169249,-0.0565851290502995,-0.0332564819108078,2020-08-29
"64",-0.0495960459162418,0.0747581201417619,0.0575094035246852,2020-08-30
"65",0.026501037779151,0.00944839227689302,0.0407349040048506,2020-08-31
"66",-0.0859438715601411,0.0753477461980882,0.0212412958847494,2020-09-01
"67",-0.0698038388078313,0.0422644666274142,-0.0101404368534411,2020-09-02
"68",0.027209998837076,-0.0406443337792028,-0.0310156330384286,2020-09-03
"69",-0.0720017157197362,0.0135295288928701,-0.0539590295708973,2020-09-04
"70",0.116946963467269,-0.130856386148136,-0.0754572932753319,2020-09-05
"71",0.0401627974828171,-0.0689576812262536,-0.0616856043970751,2020-09-06
"72",0.0731770243280404,-0.016430253452305,0.0502633920443531,2020-09-07
"73",-0.0442204307060973,0.059102478742952,0.0428636774066801,2020-09-08
"74",-0.0734097055797606,0.0496040443258349,-0.00109325031957591,2020-09-09
"75",0.0635563146973923,-0.079160946014093,-0.0529907045853549,2020-09-10
"76",0.100284207524864,-0.096722797661387,-0.0416373164915668,2020-09-11
"77",0.0599726899665394,-0.077624073051724,-0.054361616919719,2020-09-12
"78",0.152828561127702,-0.13450618361304,-0.0442481259315559,2020-09-13
"79",0.120618638925323,-0.122732026781271,-0.0596073873675211,2020-09-14
