datetime,wtr_0,wtr_10,wtr_2,wtr_4,wtr_6,wtr_8,wtr_1
2020-06-24T02:30:00Z,18.806,9.472,15.473,12.207,11.334,10.357,8.655
2020-06-24T03:00:00Z,18.996,9.472,15.091,12.207,11.334,10.357,8.214
2020-06-24T03:30:00Z,19.092,9.571,14.9,12.11,11.236,10.357,8.148
2020-06-24T04:00:00Z,18.711,9.472,14.804,12.11,11.334,10.357,7.988
2020-06-24T04:30:00Z,18.14,9.571,14.804,12.013,11.236,10.357,7.637
2020-06-24T05:00:00Z,18.236,9.571,14.134,11.916,11.236,10.357,7.969
2020-06-24T05:30:00Z,18.14,9.669,13.846,11.819,11.236,10.455,8.025
2020-06-24T06:00:00Z,18.045,9.669,14.038,11.819,11.236,10.357,7.808
2020-06-24T06:30:00Z,17.95,9.866,14.325,11.722,11.334,10.357,7.722
2020-06-24T07:00:00Z,17.855,9.768,14.23,11.819,11.236,10.357,7.475
2020-06-24T07:30:00Z,17.76,9.866,14.421,11.819,11.236,10.455,7.703
2020-06-24T08:00:00Z,17.665,9.965,14.23,11.722,11.139,10.651,7.57
2020-06-24T08:30:00Z,17.57,9.571,14.038,11.722,11.041,10.553,7.361
2020-06-24T09:00:00Z,17.475,9.669,13.942,11.819,11.041,10.553,7.198
2020-06-24T09:30:00Z,17.475,9.768,13.846,11.916,10.944,10.455,7.246
2020-06-24T10:00:00Z,17.379,9.866,13.75,12.11,11.041,10.455,7.284
2020-06-24T10:30:00Z,17.189,9.866,13.846,12.11,10.846,10.357,7.064
2020-06-24T11:00:00Z,17.094,9.965,14.038,12.013,10.944,10.455,7.15
2020-06-24T11:30:00Z,17.094,9.768,14.038,11.819,10.944,10.161,7.006
2020-06-24T12:00:00Z,16.999,9.768,14.421,11.916,10.944,10.455,6.948
2020-06-24T12:30:00Z,16.999,9.768,14.9,12.304,11.236,10.357,6.996
2020-06-24T13:00:00Z,16.903,9.768,14.9,12.11,11.528,10.357,6.987
2020-06-24T13:30:00Z,16.808,9.669,14.517,12.304,11.139,10.455,7.236
2020-06-24T14:00:00Z,16.808,9.669,14.996,12.401,11.041,10.553,7.15
2020-06-24T14:30:00Z,17.379,9.768,15.569,12.594,11.041,10.651,7.169
2020-06-24T15:00:00Z,17.57,9.768,15.473,12.787,11.041,10.651,7.208
2020-06-24T15:30:00Z,17.855,9.768,15.473,12.69,11.139,10.651,7.236
2020-06-24T16:00:00Z,18.236,9.866,15.76,12.497,11.139,10.651,7.217
2020-06-24T16:30:00Z,18.616,9.866,15.473,12.69,11.236,10.651,7.627
2020-06-24T17:00:00Z,19.567,9.866,15.664,12.594,11.236,10.651,7.504
2020-06-24T17:30:00Z,19.853,9.965,15.664,12.594,11.431,10.748,8.044
2020-06-24T18:00:00Z,18.996,9.866,15.187,12.401,11.139,10.748,7.903
2020-06-24T18:30:00Z,19.472,9.866,14.996,12.401,11.236,10.748,7.751
2020-06-24T19:00:00Z,19.187,9.866,14.709,12.304,11.236,10.748,7.931
2020-06-24T19:30:00Z,19.377,9.866,14.613,13.076,11.334,10.846,8.879
2020-06-24T20:00:00Z,20.71,9.965,14.613,13.076,11.334,10.846,9.092
2020-06-24T20:30:00Z,19.377,9.965,14.804,13.269,11.528,10.553,9.278
2020-06-24T21:00:00Z,19.948,9.866,15.187,13.173,11.625,10.748,9.379
2020-06-24T21:30:00Z,20.234,9.965,15.187,12.98,11.528,10.651,9.499
2020-06-24T22:00:00Z,19.948,9.866,14.709,12.69,11.431,10.651,9.904
2020-06-24T22:30:00Z,20.329,9.768,15.664,12.883,11.528,10.846,9.49
2020-06-24T23:00:00Z,21.091,9.669,15.569,12.98,11.528,10.748,9.472
2020-06-24T23:30:00Z,20.519,9.669,14.325,12.787,11.625,10.553,8.999
2020-06-25T00:00:00Z,20.329,9.768,13.942,12.401,11.431,10.748,9.407
2020-06-25T00:30:00Z,20.805,9.768,13.75,12.594,11.431,10.748,9.444
2020-06-25T01:00:00Z,20.519,9.866,14.038,12.69,11.431,10.846,9.582
2020-06-25T01:30:00Z,20.234,9.768,14.23,12.594,11.431,10.846,8.402
2020-06-25T02:00:00Z,19.948,9.866,14.038,12.594,11.334,10.748,8.757
2020-06-25T02:30:00Z,19.377,9.866,14.613,12.69,11.431,10.748,8.823
2020-06-25T03:00:00Z,18.616,9.866,14.23,12.787,11.431,10.944,8.655
2020-06-25T03:30:00Z,18.426,9.866,14.804,12.883,11.431,10.651,8.99
2020-06-25T04:00:00Z,17.855,9.768,14.804,12.883,11.431,10.748,7.997
2020-06-25T04:30:00Z,17.665,9.768,14.613,12.69,11.431,10.748,7.751
2020-06-25T05:00:00Z,17.665,9.866,14.996,13.076,11.431,10.748,7.217
2020-06-25T05:30:00Z,17.95,10.161,15.664,12.497,11.334,10.748,7.57
2020-06-25T06:00:00Z,17.76,10.161,15.282,12.497,11.431,10.846,6.987
2020-06-25T06:30:00Z,18.045,9.768,15.473,12.304,11.139,10.553,6.775
2020-06-25T07:00:00Z,17.95,9.669,15.473,12.013,11.334,10.748,6.862
2020-06-25T07:30:00Z,18.045,9.571,14.9,12.304,11.236,10.748,6.948
2020-06-25T08:00:00Z,17.855,9.571,15.187,12.304,11.139,10.651,6.871
2020-06-25T08:30:00Z,17.665,9.472,15.378,12.497,11.139,10.455,6.891
2020-06-25T09:00:00Z,17.57,9.669,15.187,12.883,11.139,10.553,7.016
2020-06-25T09:30:00Z,17.379,9.472,14.9,12.401,11.041,10.455,7.284
2020-06-25T10:00:00Z,17.094,9.669,14.613,11.916,11.041,10.455,7.179
2020-06-25T10:30:00Z,17.284,9.571,15.091,12.401,10.944,10.651,7.14
2020-06-25T11:00:00Z,17.379,9.571,15.76,12.594,11.236,10.651,7.073
2020-06-25T11:30:00Z,17.189,9.669,15.951,12.304,11.139,10.651,7.035
