datetime,lake,funct,mgO2_day
2020-08-20,HOL,NEP2,0.1752603897743189
2020-08-21,HOL,GPP,-0.392951762214499
2020-08-21,HOL,R,0.3202816592186879
2020-08-21,HOL,NEP,0.061205627424646664
2020-08-21,HOL,GPP2,0.392951762214499
2020-08-21,HOL,R2,-0.3202816592186879
2020-08-21,HOL,NEP2,0.07267010299581111
2020-08-22,HOL,GPP,-0.09982533761363943
2020-08-22,HOL,R,0.23864458576215294
2020-08-22,HOL,NEP,0.2399206075462596
2020-08-22,HOL,GPP2,0.09982533761363943
2020-08-22,HOL,R2,-0.23864458576215294
2020-08-22,HOL,NEP2,-0.1388192481485135
2020-08-23,HOL,GPP,-0.3104032802256003
2020-08-23,HOL,R,0.022289396128935976
2020-08-23,HOL,NEP,-0.2807764723229616
2020-08-23,HOL,GPP2,0.3104032802256003
2020-08-23,HOL,R2,-0.022289396128935976
2020-08-23,HOL,NEP2,0.28811388409666433
2020-08-24,HOL,GPP,-0.33264523245103494
2020-08-24,HOL,R,0.3056033887339406
2020-08-24,HOL,NEP,0.10526842381987929
2020-08-24,HOL,GPP2,0.33264523245103494
2020-08-24,HOL,R2,-0.3056033887339406
2020-08-24,HOL,NEP2,0.027041843717094338
2020-08-25,HOL,GPP,-0.014698452725027844
2020-08-25,HOL,R,0.4740810286951104
2020-08-25,HOL,NEP,0.6681406623691519
2020-08-25,HOL,GPP2,0.014698452725027844
2020-08-25,HOL,R2,-0.4740810286951104
2020-08-25,HOL,NEP2,-0.45938257597008253
2020-08-26,HOL,GPP,0.08814738646916215
2020-08-26,HOL,R,-0.05205599775987083
2020-08-26,HOL,NEP,0.013774042748433274
2020-08-26,HOL,GPP2,0.08814738646916215
2020-08-26,HOL,R2,-0.05205599775987083
2020-08-26,HOL,NEP2,0.036091388709291315
2020-08-27,HOL,GPP,-0.07753082292241165
2020-08-27,HOL,R,0.06685207070833343
2020-08-27,HOL,NEP,0.018231385070555307
2020-08-27,HOL,GPP2,0.07753082292241165
2020-08-27,HOL,R2,-0.06685207070833343
2020-08-27,HOL,NEP2,0.010678752214078213
2020-08-28,HOL,GPP,0.11444665932019489
2020-08-28,HOL,R,0.0017695664623303112
2020-08-28,HOL,NEP,0.11779615128215462
2020-08-28,HOL,GPP2,0.11444665932019489
2020-08-28,HOL,R2,-0.0017695664623303112
2020-08-28,HOL,NEP2,0.11267709285786458
2020-08-29,HOL,GPP,0.2738927723769324
2020-08-29,HOL,R,-0.151714267840611
2020-08-29,HOL,NEP,0.05725468564414265
2020-08-29,HOL,GPP2,0.2738927723769324
2020-08-29,HOL,R2,-0.151714267840611
2020-08-29,HOL,NEP2,0.12217850453632137
2020-08-30,HOL,GPP,0.11368137295977401
2020-08-30,HOL,R,0.03136012939149619
2020-08-30,HOL,NEP,0.16009108125621443
2020-08-30,HOL,GPP2,0.11368137295977401
2020-08-30,HOL,R2,-0.03136012939149619
2020-08-30,HOL,NEP2,0.08232124356827783
2020-08-31,HOL,GPP,-0.0925046860665199
2020-08-31,HOL,R,0.15537752414019576
2020-08-31,HOL,NEP,0.1328520994935794
2020-08-31,HOL,GPP2,0.0925046860665199
2020-08-31,HOL,R2,-0.15537752414019576
2020-08-31,HOL,NEP2,-0.06287283807367586
2020-09-01,HOL,GPP,0.40280636311692136
2020-09-01,HOL,R,-0.4514343356281481
2020-09-01,HOL,NEP,-0.25100857008264427
2020-09-01,HOL,GPP2,0.40280636311692136
2020-09-01,HOL,R2,-0.4514343356281481
2020-09-01,HOL,NEP2,-0.04862797251122675
2020-09-02,HOL,GPP,-0.07027223307899078
2020-09-02,HOL,R,0.26752196336756434
2020-09-02,HOL,NEP,0.31835920851103994
2020-09-02,HOL,GPP2,0.07027223307899078
2020-09-02,HOL,R2,-0.26752196336756434
2020-09-02,HOL,NEP2,-0.19724973028857357
2020-09-03,HOL,GPP,0.23325643319786518
2020-09-03,HOL,R,-0.2314106946527047
2020-09-03,HOL,NEP,-0.10170977697391602
2020-09-03,HOL,GPP2,0.23325643319786518
2020-09-03,HOL,R2,-0.2314106946527047
2020-09-03,HOL,NEP2,0.0018457385451604857
2020-09-04,HOL,GPP,0.6261174026231574
2020-09-04,HOL,R,-0.4050328186598301
2020-09-04,HOL,NEP,0.041357200674755304
2020-09-04,HOL,GPP2,0.6261174026231574
2020-09-04,HOL,R2,-0.4050328186598301
2020-09-04,HOL,NEP2,0.2210845839633273
2020-09-05,HOL,GPP,0.757916080231174
2020-09-05,HOL,R,-0.6105860075966695
2020-09-05,HOL,NEP,-0.1334485737203604
2020-09-05,HOL,GPP2,0.757916080231174
2020-09-05,HOL,R2,-0.6105860075966695
2020-09-05,HOL,NEP2,0.14733007263450448
2020-09-06,HOL,GPP,0.2906191164272118
2020-09-06,HOL,R,-0.1671229986401421
2020-09-06,HOL,NEP,0.04722603532229829
2020-09-06,HOL,GPP2,0.2906191164272118
2020-09-06,HOL,R2,-0.1671229986401421
2020-09-06,HOL,NEP2,0.12349611778706968
2020-09-07,HOL,GPP,-0.4132298090674503
2020-09-07,HOL,R,0.9836766074517888
2020-09-07,HOL,NEP,1.0284405248892503
2020-09-07,HOL,GPP2,0.4132298090674503
2020-09-07,HOL,R2,-0.9836766074517888
2020-09-07,HOL,NEP2,-0.5704467983843384
2020-09-08,HOL,GPP,0.30231178002624604
2020-09-08,HOL,R,-0.22485798465244453
2020-09-08,HOL,NEP,-0.02578517799464282
2020-09-08,HOL,GPP2,0.30231178002624604
2020-09-08,HOL,R2,-0.22485798465244453
2020-09-08,HOL,NEP2,0.07745379537380151
2020-09-09,HOL,GPP,0.5978561289470887
2020-09-09,HOL,R,-0.5482114937032
2020-09-09,HOL,NEP,-0.2030288888761624
2020-09-09,HOL,GPP2,0.5978561289470887
2020-09-09,HOL,R2,-0.5482114937032
2020-09-09,HOL,NEP2,0.049644635243888735
2020-09-10,HOL,GPP,0.605407628233666
2020-09-10,HOL,R,-0.3758360961673607
2020-09-10,HOL,NEP,0.05771411377973536
2020-09-10,HOL,GPP2,0.605407628233666
2020-09-10,HOL,R2,-0.3758360961673607
2020-09-10,HOL,NEP2,0.22957153206630532
2020-09-11,HOL,GPP,0.07182565118019602
2020-09-11,HOL,R,-0.18174952871440717
2020-09-11,HOL,NEP,-0.1971189252972454
2020-09-11,HOL,GPP2,0.07182565118019602
2020-09-11,HOL,R2,-0.18174952871440717
2020-09-11,HOL,NEP2,-0.10992387753421115
2020-09-12,HOL,GPP,0.23752985487178283
2020-09-12,HOL,R,-0.23842992259213974
2020-09-12,HOL,NEP,-0.11428562579018811
2020-09-12,HOL,GPP2,0.23752985487178283
2020-09-12,HOL,R2,-0.23842992259213974
2020-09-12,HOL,NEP2,-9.000677203569174e-4
2020-09-13,HOL,GPP,0.3616299587974619
2020-09-13,HOL,R,-0.13674136402679532
2020-09-13,HOL,NEP,0.16143737687520215
2020-09-13,HOL,GPP2,0.3616299587974619
2020-09-13,HOL,R2,-0.13674136402679532
2020-09-13,HOL,NEP2,0.22488859477066658
2020-09-14,HOL,GPP,-0.04363871585921273
2020-09-14,HOL,R,0.016342018513421177
2020-09-14,HOL,NEP,-0.019716553558610794
2020-09-14,HOL,GPP2,0.04363871585921273
2020-09-14,HOL,R2,-0.016342018513421177
2020-09-14,HOL,NEP2,0.027296697345791553
2020-06-25,UPH,GPP,-0.3253889930667302
2020-06-25,UPH,R,0.13771159959996296
2020-06-25,UPH,NEP,-0.1427649501987151
2020-06-25,UPH,GPP2,0.3253889930667302
2020-06-25,UPH,R2,-0.13771159959996296
2020-06-25,UPH,NEP2,0.18767739346676723
2020-06-26,UPH,GPP,-0.7733877705108811
2020-06-26,UPH,R,0.4539525284215546
2020-06-26,UPH,NEP,-0.16929338109530356
2020-06-26,UPH,GPP2,0.7733877705108811
2020-06-26,UPH,R2,-0.4539525284215546
2020-06-26,UPH,NEP2,0.31943524208932655
2020-06-27,UPH,GPP,-0.17393248768913086
2020-06-27,UPH,R,0.010803020438128343
2020-06-27,UPH,NEP,-0.1606440440777217
2020-06-27,UPH,GPP2,0.17393248768913086
2020-06-27,UPH,R2,-0.010803020438128343
2020-06-27,UPH,NEP2,0.16312946725100252
2020-06-28,UPH,GPP,-0.22086271051976053
2020-06-28,UPH,R,0.16452331707060674
2020-06-28,UPH,NEP,-0.001508765295727439
2020-06-28,UPH,GPP2,0.22086271051976053
2020-06-28,UPH,R2,-0.16452331707060674
2020-06-28,UPH,NEP2,0.056339393449153785
2020-06-29,UPH,GPP,0.24856120591808303
2020-06-29,UPH,R,-0.38909549739464694
2020-06-29,UPH,NEP,-0.2721225304025752
2020-06-29,UPH,GPP2,0.24856120591808303
2020-06-29,UPH,R2,-0.38909549739464694
2020-06-29,UPH,NEP2,-0.1405342914765639
2020-06-30,UPH,GPP,-0.3293013058036008
2020-06-30,UPH,R,0.17069776771971554
2020-06-30,UPH,NEP,-0.10241550093379811
2020-06-30,UPH,GPP2,0.3293013058036008
2020-06-30,UPH,R2,-0.17069776771971554
2020-06-30,UPH,NEP2,0.15860353808388525
2020-07-01,UPH,GPP,0.21689542292661468
2020-07-01,UPH,R,-0.5004912262926732
2020-07-01,UPH,NEP,-0.4535760457815436
2020-07-01,UPH,GPP2,0.21689542292661468
2020-07-01,UPH,R2,-0.5004912262926732
2020-07-01,UPH,NEP2,-0.2835958033660585
2020-07-02,UPH,GPP,0.03432157383174969
2020-07-02,UPH,R,-0.20070933043691844
2020-07-02,UPH,NEP,-0.2349222714134013
2020-07-02,UPH,GPP2,0.03432157383174969
2020-07-02,UPH,R2,-0.20070933043691844
2020-07-02,UPH,NEP2,-0.16638775660516875
2020-07-03,UPH,GPP,0.23416842346054148
2020-07-03,UPH,R,-0.3696243075923304
2020-07-03,UPH,NEP,-0.2604728257301361
2020-07-03,UPH,GPP2,0.23416842346054148
2020-07-03,UPH,R2,-0.3696243075923304
2020-07-03,UPH,NEP2,-0.1354558841317889
2020-07-04,UPH,GPP,-0.2512948505293163
2020-07-04,UPH,R,-0.0374899748547676
2020-07-04,UPH,NEP,-0.30338834719116736
2020-07-04,UPH,GPP2,0.2512948505293163
2020-07-04,UPH,R2,-0.0374899748547676
2020-07-04,UPH,NEP2,0.21380487567454873
2020-07-05,UPH,GPP,-0.9579757851847768
2020-07-05,UPH,R,0.6802405543640684
2020-07-05,UPH,NEP,-0.04183108755229784
2020-07-05,UPH,GPP2,0.9579757851847768
2020-07-05,UPH,R2,-0.6802405543640684
2020-07-05,UPH,NEP2,0.2777352308207084
2020-07-06,UPH,GPP,-0.5308843031797282
2020-07-06,UPH,R,0.23471645920796494
2020-07-06,UPH,NEP,-0.21617025574500473
2020-07-06,UPH,GPP2,0.5308843031797282
2020-07-06,UPH,R2,-0.23471645920796494
2020-07-06,UPH,NEP2,0.2961678439717633
2020-07-07,UPH,GPP,0.2448396866184974
2020-07-07,UPH,R,-0.37286591284573783
2020-07-07,UPH,NEP,-0.2592942113217449
2020-07-07,UPH,GPP2,0.2448396866184974
2020-07-07,UPH,R2,-0.37286591284573783
2020-07-07,UPH,NEP2,-0.12802622622724044
2020-07-08,UPH,GPP,-0.19250421710499682
2020-07-08,UPH,R,0.04145558778483417
2020-07-08,UPH,NEP,-0.13760995267735465
2020-07-08,UPH,GPP2,0.19250421710499682
2020-07-08,UPH,R2,-0.04145558778483417
2020-07-08,UPH,NEP2,0.15104862932016266
2020-07-09,UPH,GPP,-0.3335171842496695
2020-07-09,UPH,R,0.2097347065980289
2020-07-09,UPH,NEP,-0.05131427588765594
2020-07-09,UPH,GPP2,0.3335171842496695
2020-07-09,UPH,R2,-0.2097347065980289
2020-07-09,UPH,NEP2,0.12378247765164058
2020-07-10,UPH,GPP,-0.14021893903871216
2020-07-10,UPH,R,0.0779394413977221
2020-07-10,UPH,NEP,-0.035463465667247986
2020-07-10,UPH,GPP2,0.14021893903871216
2020-07-10,UPH,R2,-0.0779394413977221
2020-07-10,UPH,NEP2,0.062279497640990056
2020-07-11,UPH,GPP,1.1103735601140006
2020-07-11,UPH,R,-0.9905480103465473
2020-07-11,UPH,NEP,-0.2256819674882105
2020-07-11,UPH,GPP2,1.1103735601140006
2020-07-11,UPH,R2,-0.9905480103465473
2020-07-11,UPH,NEP2,0.1198255497674533
2020-07-12,UPH,GPP,0.8647520528360334
2020-07-12,UPH,R,-0.9053810470376903
2020-07-12,UPH,NEP,-0.35747991270575596
2020-07-12,UPH,GPP2,0.8647520528360334
2020-07-12,UPH,R2,-0.9053810470376903
2020-07-12,UPH,NEP2,-0.04062899420165689
2020-07-13,UPH,GPP,0.0521797454451242
2020-07-13,UPH,R,-0.1728436993575728
2020-07-13,UPH,NEP,-0.18194261770119746
2020-07-13,UPH,GPP2,0.0521797454451242
2020-07-13,UPH,R2,-0.1728436993575728
2020-07-13,UPH,NEP2,-0.1206639539124486
2020-07-14,UPH,GPP,0.0707526013939917
2020-07-14,UPH,R,-0.14049094704252274
2020-07-14,UPH,NEP,-0.1193487351434588
2020-07-14,UPH,GPP2,0.0707526013939917
2020-07-14,UPH,R2,-0.14049094704252274
2020-07-14,UPH,NEP2,-0.06973834564853104
2020-07-15,UPH,GPP,-0.11258709111194114
2020-07-15,UPH,R,-0.015226603987345256
2020-07-15,UPH,NEP,-0.13403148457108044
2020-07-15,UPH,GPP2,0.11258709111194114
2020-07-15,UPH,R2,-0.015226603987345256
2020-07-15,UPH,NEP2,0.09736048712459588
2020-07-16,UPH,GPP,0.4536952259980324
2020-07-16,UPH,R,-0.43254264230389144
2020-07-16,UPH,NEP,-0.1299381822604075
2020-07-16,UPH,GPP2,0.4536952259980324
2020-07-16,UPH,R2,-0.43254264230389144
2020-07-16,UPH,NEP2,0.02115258369414097
2020-07-17,UPH,GPP,0.004193399977008516
2020-07-17,UPH,R,-0.09854928471599775
2020-07-17,UPH,NEP,-0.12947350795954082
2020-07-17,UPH,GPP2,0.004193399977008516
2020-07-17,UPH,R2,-0.09854928471599775
2020-07-17,UPH,NEP2,-0.09435588473898923
2020-07-18,UPH,GPP,-0.005152529795485139
2020-07-18,UPH,R,-0.15392788862491025
2020-07-18,UPH,NEP,-0.21616664658064522
2020-07-18,UPH,GPP2,0.005152529795485139
2020-07-18,UPH,R2,-0.15392788862491025
2020-07-18,UPH,NEP2,-0.1487753588294251
2020-07-19,UPH,GPP,-0.03102927436993448
2020-07-19,UPH,R,-0.07524151351804291
2020-07-19,UPH,NEP,-0.1343744906210278
2020-07-19,UPH,GPP2,0.03102927436993448
2020-07-19,UPH,R2,-0.07524151351804291
2020-07-19,UPH,NEP2,-0.04421223914810843
2020-07-20,UPH,GPP,-0.2892791933946097
2020-07-20,UPH,R,0.13398552654548376
2020-07-20,UPH,NEP,-0.10765762689446841
2020-07-20,UPH,GPP2,0.2892791933946097
2020-07-20,UPH,R2,-0.13398552654548376
2020-07-20,UPH,NEP2,0.15529366684912596
2020-07-22,UPH,GPP,0.5393377404262893
2020-07-22,UPH,R,-0.5487184344056761
2020-07-22,UPH,NEP,-0.20898026938550252
2020-07-22,UPH,GPP2,0.5393377404262893
2020-07-22,UPH,R2,-0.5487184344056761
2020-07-22,UPH,NEP2,-0.00938069397938679
2020-07-23,UPH,GPP,0.4852352570684438
2020-07-23,UPH,R,-0.5505559444042627
2020-07-23,UPH,NEP,-0.2659796369606964
2020-07-23,UPH,GPP2,0.4852352570684438
2020-07-23,UPH,R2,-0.5505559444042627
2020-07-23,UPH,NEP2,-0.06532068733581892
2020-07-24,UPH,GPP,-0.011476111471916045
2020-07-24,UPH,R,-0.07136782247529498
2020-07-24,UPH,NEP,-0.10937519760219389
2020-07-24,UPH,GPP2,0.011476111471916045
2020-07-24,UPH,R2,-0.07136782247529498
2020-07-24,UPH,NEP2,-0.059891711003378936
2020-07-25,UPH,GPP,-0.21869988049671113
2020-07-25,UPH,R,0.1294505043329607
2020-07-25,UPH,NEP,-0.04280058700885386
2020-07-25,UPH,GPP2,0.21869988049671113
2020-07-25,UPH,R2,-0.1294505043329607
2020-07-25,UPH,NEP2,0.08924937616375042
2020-07-26,UPH,GPP,-0.10335239704668046
2020-07-26,UPH,R,0.0080243364355881
2020-07-26,UPH,NEP,-0.0930767498835435
2020-07-26,UPH,GPP2,0.10335239704668046
2020-07-26,UPH,R2,-0.0080243364355881
2020-07-26,UPH,NEP2,0.09532806061109236
2020-07-27,UPH,GPP,-0.07671888661445503
2020-07-27,UPH,R,-0.005583366016122842
2020-07-27,UPH,NEP,-0.08498619680890802
2020-07-27,UPH,GPP2,0.07671888661445503
2020-07-27,UPH,R2,-0.005583366016122842
2020-07-27,UPH,NEP2,0.07113552059833218
2020-07-28,UPH,GPP,0.06776554921248315
2020-07-28,UPH,R,-0.1995325133265226
2020-07-28,UPH,NEP,-0.20803635351086647
2020-07-28,UPH,GPP2,0.06776554921248315
2020-07-28,UPH,R2,-0.1995325133265226
2020-07-28,UPH,NEP2,-0.13176696411403946
2020-07-29,UPH,GPP,-0.026201213585024544
2020-07-29,UPH,R,-0.10500795413268539
2020-07-29,UPH,NEP,-0.17178006765395273
2020-07-29,UPH,GPP2,0.026201213585024544
2020-07-29,UPH,R2,-0.10500795413268539
2020-07-29,UPH,NEP2,-0.07880674054766085
2020-07-30,UPH,GPP,-0.21347823766630258
2020-07-30,UPH,R,0.06646544180217884
2020-07-30,UPH,NEP,-0.12294201921060252
2020-07-30,UPH,GPP2,0.21347823766630258
2020-07-30,UPH,R2,-0.06646544180217884
2020-07-30,UPH,NEP2,0.14701279586412375
2020-07-31,UPH,GPP,0.19191961881240374
2020-07-31,UPH,R,-0.26475736162969454
2020-07-31,UPH,NEP,-0.17332540205379987
2020-07-31,UPH,GPP2,0.19191961881240374
2020-07-31,UPH,R2,-0.26475736162969454
2020-07-31,UPH,NEP2,-0.0728377428172908
2020-08-01,UPH,GPP,0.03987721781771664
2020-08-01,UPH,R,-0.1774620154808642
2020-08-01,UPH,NEP,-0.20556055733888057
2020-08-01,UPH,GPP2,0.03987721781771664
2020-08-01,UPH,R2,-0.1774620154808642
2020-08-01,UPH,NEP2,-0.13758479766314757
2020-08-02,UPH,GPP,-0.2237233505941323
2020-08-02,UPH,R,0.08034127767826478
2020-08-02,UPH,NEP,-0.114046080456354
2020-08-02,UPH,GPP2,0.2237233505941323
2020-08-02,UPH,R2,-0.08034127767826478
2020-08-02,UPH,NEP2,0.14338207291586752
2020-08-03,UPH,GPP,0.16846779256375724
2020-08-03,UPH,R,-0.22241054941155897
2020-08-03,UPH,NEP,-0.13830717940075268
2020-08-03,UPH,GPP2,0.16846779256375724
2020-08-03,UPH,R2,-0.22241054941155897
2020-08-03,UPH,NEP2,-0.053942756847801726
2020-08-04,UPH,GPP,-0.1465162314408912
2020-08-04,UPH,R,0.07314977898124471
2020-08-04,UPH,NEP,-0.04523343728139433
2020-08-04,UPH,GPP2,0.1465162314408912
2020-08-04,UPH,R2,-0.07314977898124471
2020-08-04,UPH,NEP2,0.0733664524596465
2020-08-06,UPH,GPP,-0.007386117504637024
2020-08-06,UPH,R,-0.07906825465483629
2020-08-06,UPH,NEP,-0.1180227402212237
2020-08-06,UPH,GPP2,0.007386117504637024
2020-08-06,UPH,R2,-0.07906825465483629
2020-08-06,UPH,NEP2,-0.07168213715019926
2020-08-07,UPH,GPP,-0.06549829072567498
2020-08-07,UPH,R,0.09722248302752426
2020-08-07,UPH,NEP,0.07001918000704653
2020-08-07,UPH,GPP2,0.06549829072567498
2020-08-07,UPH,R2,-0.09722248302752426
2020-08-07,UPH,NEP2,-0.03172419230184928
2020-08-08,UPH,GPP,-0.24524352370956543
2020-08-08,UPH,R,0.181304262677366
2020-08-08,UPH,NEP,0.006613881967103349
2020-08-08,UPH,GPP2,0.24524352370956543
2020-08-08,UPH,R2,-0.181304262677366
2020-08-08,UPH,NEP2,0.06393926103219943
2020-08-09,UPH,GPP,-0.08162807483051981
2020-08-09,UPH,R,0.03914259938898357
2020-08-09,UPH,NEP,-0.027454006278308667
2020-08-09,UPH,GPP2,0.08162807483051981
2020-08-09,UPH,R2,-0.03914259938898357
2020-08-09,UPH,NEP2,0.04248547544153625
2020-08-10,UPH,GPP,-0.07225305574909666
2020-08-10,UPH,R,0.0033306395541400705
2020-08-10,UPH,NEP,-0.06810008473455877
2020-08-10,UPH,GPP2,0.07225305574909666
2020-08-10,UPH,R2,-0.0033306395541400705
2020-08-10,UPH,NEP2,0.06892241619495659
2020-08-11,UPH,GPP,-0.013697017658893154
2020-08-11,UPH,R,-0.055353591514452155
2020-08-11,UPH,NEP,-0.09198458761398565
2020-08-11,UPH,GPP2,0.013697017658893154
2020-08-11,UPH,R2,-0.055353591514452155
2020-08-11,UPH,NEP2,-0.041656573855559
2020-08-12,UPH,GPP,-0.004450927761686343
2020-08-12,UPH,R,-0.026866021628794392
2020-08-12,UPH,NEP,-0.04243265710978532
2020-08-12,UPH,GPP2,0.004450927761686343
2020-08-12,UPH,R2,-0.026866021628794392
2020-08-12,UPH,NEP2,-0.02241509386710805
2020-08-13,UPH,GPP,-0.10103126565467004
2020-08-13,UPH,R,0.07672551508270932
2020-08-13,UPH,NEP,0.006643718828215365
2020-08-13,UPH,GPP2,0.10103126565467004
2020-08-13,UPH,R2,-0.07672551508270932
2020-08-13,UPH,NEP2,0.024305750571960716
2020-08-14,UPH,GPP,-0.10835537898195857
2020-08-14,UPH,R,0.04831092432319739
2020-08-14,UPH,NEP,-0.04086970531549764
2020-08-14,UPH,GPP2,0.10835537898195857
2020-08-14,UPH,R2,-0.04831092432319739
2020-08-14,UPH,NEP2,0.06004445465876118
2020-08-15,UPH,GPP,0.01855451370864769
2020-08-15,UPH,R,-0.07791193218180682
2020-08-15,UPH,NEP,-0.09137314913762036
2020-08-15,UPH,GPP2,0.01855451370864769
2020-08-15,UPH,R2,-0.07791193218180682
2020-08-15,UPH,NEP2,-0.05935741847315913
2020-08-16,UPH,GPP,0.07965253918475759
2020-08-16,UPH,R,-0.11735103455210041
2020-08-16,UPH,NEP,-0.0855590443141202
2020-08-16,UPH,GPP2,0.07965253918475759
2020-08-16,UPH,R2,-0.11735103455210041
2020-08-16,UPH,NEP2,-0.03769849536734282
2020-08-17,UPH,GPP,0.01179736540487468
2020-08-17,UPH,R,-0.10156334546135694
2020-08-17,UPH,NEP,-0.13158723891532972
2020-08-17,UPH,GPP2,0.01179736540487468
2020-08-17,UPH,R2,-0.10156334546135694
2020-08-17,UPH,NEP2,-0.08976598005648226
2020-08-18,UPH,GPP,0.002030576211577706
2020-08-18,UPH,R,-0.08439233152349326
2020-08-18,UPH,NEP,-0.1183470815127653
2020-08-18,UPH,GPP2,0.002030576211577706
2020-08-18,UPH,R2,-0.08439233152349326
2020-08-18,UPH,NEP2,-0.08236175531191556
2020-08-19,UPH,GPP,0.10714072301867278
2020-08-19,UPH,R,-0.1393057106712706
2020-08-19,UPH,NEP,-0.09083986616958267
2020-08-19,UPH,GPP2,0.10714072301867278
2020-08-19,UPH,R2,-0.1393057106712706
2020-08-19,UPH,NEP2,-0.032164987652597815
2020-08-20,UPH,GPP,0.2025170200313906
2020-08-20,UPH,R,-0.2541169245277971
2020-08-20,UPH,NEP,-0.1585832288052473
2020-08-20,UPH,GPP2,0.2025170200313906
2020-08-20,UPH,R2,-0.2541169245277971
2020-08-20,UPH,NEP2,-0.0515999044964065
2020-08-21,UPH,GPP,-0.05796682617730536
2020-08-21,UPH,R,-0.010744042208100121
2020-08-21,UPH,NEP,-0.07369935370618459
2020-08-21,UPH,GPP2,0.05796682617730536
2020-08-21,UPH,R2,-0.010744042208100121
2020-08-21,UPH,NEP2,0.047222783969205234
2020-08-22,UPH,GPP,0.002964959619755639
2020-08-22,UPH,R,-0.0670810438848361
2020-08-22,UPH,NEP,-0.09271034102980247
2020-08-22,UPH,GPP2,0.002964959619755639
2020-08-22,UPH,R2,-0.0670810438848361
2020-08-22,UPH,NEP2,-0.06411608426508046
2020-08-23,UPH,GPP,-0.0526064487599667
2020-08-23,UPH,R,-0.0313204598559232
2020-08-23,UPH,NEP,-0.09765526176254222
2020-08-23,UPH,GPP2,0.0526064487599667
2020-08-23,UPH,R2,-0.0313204598559232
2020-08-23,UPH,NEP2,0.0212859889040435
2020-08-24,UPH,GPP,0.07809005389580799
2020-08-24,UPH,R,-0.12694931118046296
2020-08-24,UPH,NEP,-0.10424189050474839
2020-08-24,UPH,GPP2,0.07809005389580799
2020-08-24,UPH,R2,-0.12694931118046296
2020-08-24,UPH,NEP2,-0.04885925728465497
2020-08-26,UPH,GPP,-0.017022146003470615
2020-08-26,UPH,R,-0.03243564659271841
2020-08-26,UPH,NEP,-0.06386665889929903
2020-08-26,UPH,GPP2,0.017022146003470615
2020-08-26,UPH,R2,-0.03243564659271841
2020-08-26,UPH,NEP2,-0.015413500589247793
2020-08-27,UPH,GPP,0.05638275606984863
2020-08-27,UPH,R,-0.10127932835167289
2020-08-27,UPH,NEP,-0.0891218515131917
2020-08-27,UPH,GPP2,0.05638275606984863
2020-08-27,UPH,R2,-0.10127932835167289
2020-08-27,UPH,NEP2,-0.044896572281824254
2020-08-28,UPH,GPP,0.0038344885931912848
2020-08-28,UPH,R,-0.04238491923537089
2020-08-28,UPH,NEP,-0.05719669234312488
2020-08-28,UPH,GPP2,0.0038344885931912848
2020-08-28,UPH,R2,-0.04238491923537089
2020-08-28,UPH,NEP2,-0.038550430642179605
2020-08-29,UPH,GPP,0.09153547505568756
2020-08-29,UPH,R,-0.0997323082747115
2020-08-29,UPH,NEP,-0.05149473494105985
2020-08-29,UPH,GPP2,0.09153547505568756
2020-08-29,UPH,R2,-0.0997323082747115
2020-08-29,UPH,NEP2,-0.008196833219023938
2020-08-30,UPH,GPP,-0.019651232202738286
2020-08-30,UPH,R,0.037589683230578895
2020-08-30,UPH,NEP,0.03488724947388879
2020-08-30,UPH,GPP2,0.019651232202738286
2020-08-30,UPH,R2,-0.037589683230578895
2020-08-30,UPH,NEP2,-0.01793845102784061
2020-08-31,UPH,GPP,-0.012074427637055726
2020-08-31,UPH,R,0.018021398702872362
2020-08-31,UPH,NEP,0.01405407937385613
2020-08-31,UPH,GPP2,0.012074427637055726
2020-08-31,UPH,R2,-0.018021398702872362
2020-08-31,UPH,NEP2,-0.005946971065816636
2020-09-01,UPH,GPP,-0.07125198662846681
2020-09-01,UPH,R,0.06666506500038631
2020-09-01,UPH,NEP,0.02521711500406387
2020-09-01,UPH,GPP2,0.07125198662846681
2020-09-01,UPH,R2,-0.06666506500038631
2020-09-01,UPH,NEP2,0.004586921628080498
2020-09-02,UPH,GPP,-0.006012887441908543
2020-09-02,UPH,R,-6.413205367645938e-4
2020-09-02,UPH,NEP,-0.006987765477495565
2020-09-02,UPH,GPP2,0.006012887441908543
2020-09-02,UPH,R2,-6.413205367645938e-4
2020-09-02,UPH,NEP2,0.00537156690514395
2020-09-03,UPH,GPP,0.027866650380393022
2020-09-03,UPH,R,-0.060619888589968696
2020-09-03,UPH,NEP,-0.06011286134221604
2020-09-03,UPH,GPP2,0.027866650380393022
2020-09-03,UPH,R2,-0.060619888589968696
2020-09-03,UPH,NEP2,-0.03275323820957567
2020-09-04,UPH,GPP,0.004756755977900137
2020-09-04,UPH,R,-0.05306764568131506
2020-09-04,UPH,NEP,-0.07239928280346791
2020-09-04,UPH,GPP2,0.004756755977900137
2020-09-04,UPH,R2,-0.05306764568131506
2020-09-04,UPH,NEP2,-0.04831088970341492
2020-09-05,UPH,GPP,0.1643425129025473
2020-09-05,UPH,R,-0.17008807347034796
2020-09-05,UPH,NEP,-0.08428792706857524
2020-09-05,UPH,GPP2,0.1643425129025473
2020-09-05,UPH,R2,-0.17008807347034796
2020-09-05,UPH,NEP2,-0.0057455605678006505
2020-09-06,UPH,GPP,0.04742077417411403
2020-09-06,UPH,R,-0.08308841597906301
