datetime,wtr_0,wtr_2,wtr_3,wtr_4,wtr_6,wtr_1
2020-08-06T00:00:00Z,25.028,20.901,20.329,19.662,19.092,20.934
2020-08-06T00:30:00Z,25.416,20.805,20.329,19.758,18.996,20.834
2020-08-06T01:00:00Z,24.158,20.519,20.329,19.472,18.996,20.901
2020-08-06T01:30:00Z,23.292,20.615,20.234,19.567,18.996,20.859
2020-08-06T02:00:00Z,20.71,20.519,20.043,19.662,18.901,20.867
2020-08-06T02:30:00Z,20.519,20.519,20.043,19.567,18.901,21.102
2020-08-06T03:00:00Z,20.043,20.519,20.043,19.472,18.901,20.842
2020-08-06T03:30:00Z,20.329,20.519,20.043,19.472,18.901,20.984
2020-08-06T04:00:00Z,20.234,20.519,20.043,19.377,18.806,21.085
2020-08-06T04:30:00Z,19.282,20.519,20.043,19.472,18.806,20.993
2020-08-06T05:00:00Z,19.187,20.519,20.043,19.472,18.806,20.901
2020-08-06T05:30:00Z,19.853,20.519,20.043,19.472,18.806,20.817
2020-08-06T06:00:00Z,19.472,20.519,19.948,19.472,18.806,20.708
2020-08-06T06:30:00Z,19.187,20.615,19.948,19.472,18.711,20.608
2020-08-06T07:00:00Z,19.282,20.615,20.043,19.377,18.806,20.524
2020-08-06T07:30:00Z,18.711,20.519,20.043,19.377,18.806,20.449
2020-08-06T08:00:00Z,18.521,20.519,20.043,19.377,18.711,20.357
2020-08-06T08:30:00Z,18.426,20.424,19.948,19.377,18.616,20.323
2020-08-06T09:00:00Z,18.331,20.329,19.948,19.377,18.711,20.248
2020-08-06T09:30:00Z,18.996,20.329,20.043,19.377,18.616,20.173
2020-08-06T10:00:00Z,18.901,20.234,19.948,19.472,18.616,20.114
2020-08-06T10:30:00Z,19.187,20.138,19.948,19.377,18.711,20.03
2020-08-06T11:00:00Z,19.567,20.138,19.948,19.377,18.711,19.963
2020-08-06T11:30:00Z,18.616,20.043,19.853,19.472,18.521,19.938
2020-08-06T12:00:00Z,18.426,20.043,19.853,19.377,18.521,19.879
2020-08-06T12:30:00Z,18.616,19.948,19.853,19.377,18.521,19.821
2020-08-06T13:00:00Z,18.711,19.948,19.853,19.377,18.616,19.754
2020-08-06T13:30:00Z,19.472,19.853,19.853,19.377,18.616,19.728
2020-08-06T14:00:00Z,19.282,19.853,19.853,19.282,18.616,19.678
2020-08-06T14:30:00Z,19.567,19.853,19.853,19.282,18.521,19.619
2020-08-06T15:00:00Z,19.758,19.853,19.853,19.377,18.616,19.611
2020-08-06T15:30:00Z,20.424,19.853,19.758,19.377,18.616,19.594
2020-08-06T16:00:00Z,19.662,19.758,19.758,19.377,18.521,19.611
2020-08-06T16:30:00Z,21.091,19.853,19.758,19.567,18.616,19.586
2020-08-06T17:00:00Z,21.664,19.853,19.758,19.567,18.711,19.586
2020-08-06T17:30:00Z,27.173,20.234,19.948,20.138,18.711,19.619
2020-08-06T18:00:00Z,26.977,20.234,20.043,20.138,18.901,19.653
2020-08-06T18:30:00Z,26.977,20.329,20.043,20.138,18.901,19.787
2020-08-06T19:00:00Z,27.173,20.519,20.043,20.234,18.996,19.879
2020-08-06T19:30:00Z,27.961,20.615,20.138,20.424,19.092,19.997
2020-08-06T20:00:00Z,21.951,20.329,19.948,19.567,18.996,20.122
2020-08-06T20:30:00Z,23.292,20.424,20.043,19.853,19.092,20.097
2020-08-06T21:00:00Z,21.76,20.138,19.948,19.662,19.092,20.047
2020-08-06T21:30:00Z,27.961,20.615,20.615,20.234,19.377,20.038
2020-08-06T22:00:00Z,24.545,20.615,20.424,19.853,19.187,20.122
2020-08-06T22:30:00Z,22.238,20.615,20.329,20.043,19.377,20.114
2020-08-06T23:00:00Z,23.292,20.805,20.519,19.948,19.377,20.256
2020-08-06T23:30:00Z,23.196,20.71,20.329,19.758,19.282,20.323
2020-08-07T00:00:00Z,22.238,20.71,20.329,19.948,19.282,20.382
2020-08-07T00:30:00Z,21.76,20.615,20.234,19.758,19.282,20.432
2020-08-07T01:00:00Z,20.615,20.615,20.234,19.662,19.187,20.449
2020-08-07T01:30:00Z,20.424,20.519,20.138,19.662,19.187,20.399
2020-08-07T02:00:00Z,20.424,20.519,20.138,19.662,19.092,20.34
2020-08-07T02:30:00Z,20.234,20.424,20.138,19.567,19.187,20.281
2020-08-07T03:00:00Z,20.138,20.329,20.043,19.567,19.092,20.206
2020-08-07T03:30:00Z,20.234,20.329,20.138,19.567,19.092,20.189
2020-08-07T04:00:00Z,20.234,20.234,20.043,19.662,19.092,20.131
2020-08-07T04:30:00Z,20.138,20.138,20.138,19.567,18.996,20.055
2020-08-07T05:00:00Z,20.043,20.138,20.138,19.567,19.092,19.997
2020-08-07T05:30:00Z,19.948,20.043,20.138,19.662,18.996,19.946
2020-08-07T06:00:00Z,19.758,20.043,20.138,19.567,19.092,19.913
2020-08-07T06:30:00Z,19.853,19.948,20.043,19.567,18.901,19.821
2020-08-07T07:00:00Z,19.758,19.853,19.948,19.662,18.996,19.762
2020-08-07T07:30:00Z,19.662,19.853,19.853,19.567,18.901,19.703
2020-08-07T08:00:00Z,19.567,19.758,19.758,19.662,18.901,19.653
2020-08-07T08:30:00Z,19.567,19.662,19.662,19.567,18.996,19.552
2020-08-07T09:00:00Z,19.472,19.567,19.662,19.282,19.092,19.435
2020-08-07T09:30:00Z,19.377,19.567,19.567,19.377,18.901,19.393
2020-08-07T10:00:00Z,19.282,19.472,19.472,19.377,18.901,19.301
2020-08-07T10:30:00Z,18.996,19.377,19.472,19.377,18.996,19.217
2020-08-07T11:00:00Z,18.331,19.282,19.377,19.282,18.711,19.183
2020-08-07T11:30:00Z,19.092,19.187,19.187,19.092,18.806,19.091
2020-08-07T12:00:00Z,18.996,19.187,19.187,19.092,18.806,19.007
2020-08-07T12:30:00Z,18.996,19.092,19.187,19.092,18.901,18.923
2020-08-07T13:00:00Z,18.996,18.996,19.092,18.996,18.426,18.855
2020-08-07T13:30:00Z,19.377,18.901,18.996,18.996,18.711,18.754
2020-08-07T14:00:00Z,19.282,18.901,18.996,18.996,18.616,18.679
2020-08-07T14:30:00Z,19.187,18.806,18.806,18.806,18.806,18.561
2020-08-07T15:00:00Z,19.092,18.616,18.711,18.616,18.331,18.485
2020-08-07T15:30:00Z,19.472,18.711,18.711,18.711,18.521,18.418
2020-08-07T16:00:00Z,18.616,18.711,18.711,18.806,18.521,18.35
2020-08-07T16:30:00Z,19.377,18.616,18.616,18.521,18.331,18.334
2020-08-07T17:00:00Z,20.138,18.521,18.521,18.521,18.331,18.266
2020-08-07T17:30:00Z,20.234,18.521,18.521,18.616,18.14,18.173
2020-08-07T18:00:00Z,20.329,18.521,18.616,18.616,18.426,18.19
2020-08-07T18:30:00Z,19.092,18.426,18.521,18.521,18.14,18.148
2020-08-07T19:00:00Z,25.125,18.711,18.806,19.187,18.045,18.173
2020-08-07T19:30:00Z,23.004,18.711,18.711,18.901,18.14,18.148
2020-08-07T20:00:00Z,18.996,18.711,18.711,18.996,18.331,18.199
2020-08-07T20:30:00Z,24.545,18.806,18.806,19.282,18.426,18.232
2020-08-07T21:00:00Z,25.805,18.996,18.996,19.187,18.616,18.266
2020-08-07T21:30:00Z,25.319,18.996,19.092,19.282,18.711,18.325
2020-08-07T22:00:00Z,20.043,18.711,18.711,18.711,18.521,18.401
2020-08-07T22:30:00Z,25.222,19.092,19.092,18.996,18.806,18.401
2020-08-07T23:00:00Z,19.758,18.901,18.901,18.806,18.711,18.418
2020-08-07T23:30:00Z,21.282,18.996,19.092,18.996,18.711,18.409
2020-08-08T00:00:00Z,20.234,18.996,18.996,18.901,18.711,18.418
2020-08-08T00:30:00Z,19.567,18.996,18.901,18.806,18.711,18.443
2020-08-08T01:00:00Z,19.282,18.806,18.901,18.806,18.616,18.418
2020-08-08T01:30:00Z,18.996,18.711,18.711,18.711,18.616,18.384
2020-08-08T02:00:00Z,18.236,18.521,18.521,18.521,18.521,18.35
2020-08-08T02:30:00Z,18.331,18.426,18.521,18.521,18.521,18.266
2020-08-08T03:00:00Z,18.045,18.426,18.521,18.426,18.521,18.283
2020-08-08T03:30:00Z,18.331,18.426,18.426,18.426,18.426,18.249
2020-08-08T04:00:00Z,18.236,18.331,18.426,18.426,18.331,18.224
2020-08-08T04:30:00Z,18.236,18.331,18.426,18.331,18.331,18.165
2020-08-08T05:00:00Z,18.236,18.236,18.331,18.331,18.236,18.106
2020-08-08T05:30:00Z,18.14,18.236,18.236,18.236,17.95,18.064
2020-08-08T06:00:00Z,17.95,18.14,18.236,18.236,17.95,18.022
2020-08-08T06:30:00Z,17.95,18.045,18.14,18.14,17.95,17.963
2020-08-08T07:00:00Z,17.855,18.045,18.045,18.045,17.76,17.887
2020-08-08T07:30:00Z,17.855,17.95,17.95,17.95,17.76,17.836
2020-08-08T08:00:00Z,17.76,17.855,17.95,17.855,17.76,17.751
2020-08-08T08:30:00Z,17.76,17.855,17.95,17.76,17.665,17.726
2020-08-08T09:00:00Z,17.665,17.76,17.855,17.76,17.475,17.642
2020-08-08T09:30:00Z,17.665,17.76,17.76,17.76,17.379,17.608
2020-08-08T10:00:00Z,17.57,17.665,17.76,17.665,17.379,17.532
2020-08-08T10:30:00Z,17.475,17.57,17.665,17.665,17.379,17.464
2020-08-08T11:00:00Z,17.379,17.57,17.665,17.57,17.379,17.43
2020-08-08T11:30:00Z,17.189,17.475,17.57,17.57,17.284,17.345
2020-08-08T12:00:00Z,16.713,17.475,17.57,17.475,16.999,17.329
2020-08-08T12:30:00Z,17.094,17.379,17.475,17.284,16.999,17.303
2020-08-08T13:00:00Z,17.379,17.379,17.475,17.284,16.427,17.244
2020-08-08T13:30:00Z,17.284,17.379,17.475,17.284,16.332,17.218
2020-08-08T14:00:00Z,17.57,17.379,17.475,17.284,16.237,17.201
2020-08-08T14:30:00Z,17.57,17.379,17.379,17.284,16.046,17.117
2020-08-08T15:00:00Z,17.855,17.284,17.379,17.284,16.141,17.1
2020-08-08T15:30:00Z,17.855,17.284,17.379,17.284,16.141,17.057
2020-08-08T16:00:00Z,17.95,17.284,17.379,17.379,16.427,17.049
2020-08-08T16:30:00Z,18.426,17.475,17.379,17.379,16.332,17.066
2020-08-08T17:00:00Z,19.377,17.665,17.475,17.475,16.523,17.083
2020-08-08T17:30:00Z,19.187,17.57,17.475,17.475,16.523,17.117
2020-08-08T18:00:00Z,19.758,17.665,17.57,17.57,16.713,17.134
2020-08-08T18:30:00Z,19.948,17.665,17.665,17.57,16.618,17.185
2020-08-08T19:00:00Z,21.473,17.855,17.855,17.855,16.808,17.261
2020-08-08T19:30:00Z,21.282,17.95,17.95,18.045,16.999,17.329
2020-08-08T20:00:00Z,18.616,17.665,17.57,17.475,16.808,17.413
2020-08-08T20:30:00Z,21.855,18.14,18.14,17.95,17.094,17.396
2020-08-08T21:00:00Z,19.282,17.855,17.76,17.57,16.999,17.506
2020-08-08T21:30:00Z,18.901,17.95,17.855,17.76,17.094,17.515
2020-08-08T22:00:00Z,18.806,17.855,17.855,17.665,17.094,17.498
2020-08-08T22:30:00Z,18.996,17.95,17.95,17.665,17.094,17.515
2020-08-08T23:00:00Z,18.711,17.855,17.855,17.57,17.094,17.506
2020-08-08T23:30:00Z,18.331,17.76,17.855,17.475,17.094,17.506
2020-08-09T00:00:00Z,18.331,17.855,17.855,17.57,17.094,17.472
2020-08-09T00:30:00Z,18.236,17.76,17.76,17.665,17.094,17.498
2020-08-09T01:00:00Z,17.95,17.665,17.665,17.57,17.094,17.464
2020-08-09T01:30:00Z,17.95,17.76,17.665,17.57,17.094,17.456
2020-08-09T02:00:00Z,17.665,17.57,17.665,17.57,17.094,17.447
2020-08-09T02:30:00Z,17.475,17.57,17.57,17.57,17.094,17.396
2020-08-09T03:00:00Z,17.379,17.475,17.57,17.475,16.999,17.337
2020-08-09T03:30:00Z,17.379,17.475,17.57,17.475,16.999,17.32
2020-08-09T04:00:00Z,17.284,17.475,17.475,17.379,17.094,17.295
2020-08-09T04:30:00Z,17.379,17.379,17.475,17.379,16.999,17.269
2020-08-09T05:00:00Z,17.189,17.379,17.379,17.284,16.999,17.235
2020-08-09T05:30:00Z,17.284,17.284,17.379,17.284,16.999,17.176
2020-08-09T06:00:00Z,17.094,17.284,17.379,17.284,16.999,17.151
2020-08-09T06:30:00Z,16.903,17.284,17.284,17.189,16.999,17.134
2020-08-09T07:00:00Z,17.094,17.189,17.284,17.284,16.999,17.091
2020-08-09T07:30:00Z,16.808,17.189,17.189,17.189,16.999,17.015
2020-08-09T08:00:00Z,16.903,17.094,17.189,17.189,16.999,17.006
2020-08-09T08:30:00Z,16.618,17.094,17.189,17.189,16.999,16.964
2020-08-09T09:00:00Z,16.903,17.094,17.094,17.094,16.903,16.913
2020-08-09T09:30:00Z,16.903,16.999,17.094,16.999,16.808,16.862
2020-08-09T10:00:00Z,16.903,16.999,17.094,16.903,16.618,16.845
2020-08-09T10:30:00Z,16.713,16.903,16.999,16.999,16.808,16.803
2020-08-09T11:00:00Z,16.427,16.903,16.999,16.903,16.713,16.777
2020-08-09T11:30:00Z,16.523,16.903,16.903,16.903,16.618,16.735
2020-08-09T12:00:00Z,16.713,16.808,16.903,16.808,16.523,16.709
2020-08-09T12:30:00Z,16.618,16.808,16.903,16.808,16.332,16.65
2020-08-09T13:00:00Z,16.332,16.808,16.808,16.808,16.332,16.633
2020-08-09T13:30:00Z,16.523,16.808,16.808,16.713,16.332,16.607
2020-08-09T14:00:00Z,16.808,16.808,16.808,16.713,16.332,16.599
2020-08-09T14:30:00Z,16.903,16.808,16.808,16.713,16.237,16.582
2020-08-09T15:00:00Z,16.999,16.808,16.808,16.713,16.141,16.548
2020-08-09T15:30:00Z,17.189,16.808,16.808,16.713,16.046,16.522
2020-08-09T16:00:00Z,17.094,16.713,16.713,16.713,16.046,16.531
2020-08-09T16:30:00Z,16.808,16.713,16.713,16.713,16.046,16.488
2020-08-09T17:00:00Z,16.999,16.713,16.808,16.713,16.141,16.497
2020-08-09T17:30:00Z,18.996,16.999,16.999,17.094,16.141,16.531
2020-08-09T18:00:00Z,19.472,17.094,16.999,17.094,16.332,16.531
2020-08-09T18:30:00Z,18.045,16.903,16.903,16.903,16.237,16.573
2020-08-09T19:00:00Z,18.426,16.903,16.903,16.999,16.427,16.59
2020-08-09T19:30:00Z,18.045,16.903,16.903,16.999,16.427,16.633
2020-08-09T20:00:00Z,19.282,17.094,17.094,17.379,16.618,16.675
