"Plot Title: 8_m_CLT"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20641370, SEN S/N: 20641370, LBL: 8 m)","Intensity, Lux (LGR S/N: 20641370, SEN S/N: 20641370, LBL: 8 m)","End Of File (LGR S/N: 20641370)"
3435,08/28/21 05:00:00 AM,12.883,0.0,
3436,08/28/21 05:30:00 AM,12.883,0.0,
3437,08/28/21 06:00:00 AM,12.787,0.0,
3438,08/28/21 06:30:00 AM,12.690,0.0,
3439,08/28/21 07:00:00 AM,12.690,0.0,
3440,08/28/21 07:30:00 AM,12.690,0.0,
3441,08/28/21 08:00:00 AM,12.690,0.0,
3442,08/28/21 08:30:00 AM,12.594,0.0,
3443,08/28/21 09:00:00 AM,12.690,21.5,
3444,08/28/21 09:30:00 AM,12.690,43.1,
3445,08/28/21 10:00:00 AM,12.690,43.1,
3446,08/28/21 10:30:00 AM,12.787,64.6,
3447,08/28/21 11:00:00 AM,12.787,86.1,
3448,08/28/21 11:30:00 AM,12.690,107.6,
3449,08/28/21 12:00:00 PM,12.690,129.2,
3450,08/28/21 12:30:00 PM,12.690,161.5,
3451,08/28/21 01:00:00 PM,12.690,32.3,
3452,08/28/21 01:30:00 PM,12.690,10.8,
3453,08/28/21 02:00:00 PM,12.787,226.0,
3454,08/28/21 02:30:00 PM,12.690,43.1,
3455,08/28/21 03:00:00 PM,12.787,183.0,
3456,08/28/21 03:30:00 PM,12.787,43.1,
3457,08/28/21 04:00:00 PM,12.690,21.5,
3458,08/28/21 04:30:00 PM,12.787,21.5,
3459,08/28/21 05:00:00 PM,12.883,96.9,
3460,08/28/21 05:30:00 PM,12.690,53.8,
3461,08/28/21 06:00:00 PM,12.690,53.8,
3462,08/28/21 06:30:00 PM,12.883,32.3,
3463,08/28/21 07:00:00 PM,12.787,10.8,
3464,08/28/21 07:30:00 PM,12.594,0.0,
3465,08/28/21 08:00:00 PM,12.594,0.0,
3466,08/28/21 08:30:00 PM,12.690,0.0,
3467,08/28/21 09:00:00 PM,12.883,0.0,
3468,08/28/21 09:30:00 PM,13.076,0.0,Logged
