"","GPP","R","NEP","datetime"
"1",0.569453851320275,-0.816364253242538,-0.564813954268815,2020-07-28
"2",0.0341524329756902,-0.423780391075545,-0.560216787833039,2020-07-29
"3",0.673297487092151,-0.929995257259207,-0.618327821248604,2020-07-30
"4",0.604271944296799,-0.873401144384591,-0.609349408577376,2020-07-31
"5",0.512280378511923,-0.737106377112511,-0.511905589805392,2020-08-01
"6",1.18812773001374,-1.33697627982812,-0.66404900910631,2020-08-02
"7",1.87781533397373,-1.68159888338139,-0.443625324945375,2020-08-03
"8",0.0724934254373689,-0.385330275204285,-0.467066249840193,2020-08-04
"9",0.193798710768536,-0.562821605403468,-0.592423145526365,2020-08-05
"10",0.188545786396509,-0.614686467689554,-0.670619342988896,2020-08-06
"11",0.735598834674893,-0.711376390687949,-0.247704206829994,2020-08-07
"12",-0.0173552539551001,-0.151432692306977,-0.230374678342665,2020-08-08
"13",0.387433493798506,-0.335799165718,-0.0758710050012711,2020-08-09
"14",0.221178517809479,-0.327854751066538,-0.234507334373117,2020-08-10
"15",0.224310616638528,-0.462862512837204,-0.420893962736301,2020-08-11
"16",0.130587111632468,-0.260221323303112,-0.232051616588233,2020-08-12
"17",0.221978490584663,-0.248255255411443,-0.121912325725349,2020-08-13
"18",0.132070547138994,-0.1801988779135,-0.118164674034453,2020-08-14
"19",-0.406510203132592,-0.136059979645383,-0.606222306531056,2020-08-15
"20",0.199332814048645,-0.311414764798247,-0.233731902177646,2020-08-16
"21",0.497420769691681,-0.643005415547487,-0.422301517277201,2020-08-17
"22",1.64447642182485,-1.71137591619634,-0.796567958590613,2020-08-18
"23",-6.83526261606736,-0.555808303304003,-7.78484191906182,2020-08-19
"24",0.990620038475192,-1.02644605226431,-0.473373823556681,2020-08-20
"25",0.600717194242819,-0.715861209376462,-0.422215679020087,2020-08-21
"26",-0.309106570583647,-0.273605762920962,-0.711538452481712,2020-08-22
"27",0.180745161227129,-0.567765697741169,-0.636857440585049,2020-08-23
"28",0.195920720065789,-0.352451183331004,-0.3098401256032,2020-08-24
"29",0.588533588645275,-0.830021089836291,-0.599825996891374,2020-08-25
"30",0.158778856741227,-1.27408777503486,-1.68120390593174,2020-08-26
"31",0.542986575552986,-0.826071615405742,-0.640627962149939,2020-08-27
"32",9.57084963672392,-9.76401146491007,-4.35217015002418,2020-08-28
"33",1.30628785011572,-1.48181211728249,-0.809817173822431,2020-08-29
"34",1.48612133989264,-1.45395014301965,-0.585846498095526,2020-08-30
"35",0.286041275674753,-0.330534926695573,-0.186093484742783,2020-08-31
"36",0.900491905618707,-0.798519149480384,-0.235652993509961,2020-09-01
"37",0.653777911863676,-0.485588290850688,-0.0348651916678793,2020-09-02
"38",-0.1648734382986,-0.325946433222345,-0.639963457392602,2020-09-03
"39",0.407465369834105,-0.428467241295521,-0.203775205448051,2020-09-04
"40",0.300112916423189,-0.353748990070828,-0.220361900354146,2020-09-05
"41",0.346493909123857,-0.348633373073643,-0.165375073983188,2020-09-06
"42",1.01337735913146,-0.758927264288151,-0.0953786225927794,2020-09-07
"43",0.291330252260636,-0.268146485996573,-0.101838338537225,2020-09-08
"44",-0.000864257413443648,-0.19493673783555,-0.291213957539017,2020-09-09
"45",0.382414137594694,-0.38824512302269,-0.187686808660489,2020-09-10
"46",0.114237907824468,-0.189251729563254,-0.165195776464964,2020-09-11
"47",0.266227642778775,-0.359619494876478,-0.263711442297281,2020-09-12
"48",0.228716008819148,-0.34102571954925,-0.274328339258051,2020-09-13
"49",0.114721373383947,-0.257451237025396,-0.266275758922303,2020-09-14
"50",0.265314658132627,-0.318532363722118,-0.203450252557067,2020-09-15
"51",0.174954192419085,-0.228010670393058,-0.16091373811485,2020-09-16
