datetime,wtr_0,wtr_2,wtr_4,wtr_8,wtr_1
2020-08-26T01:30:00Z,17.379,17.379,15.76,6.877,17.13
2020-08-26T02:00:00Z,17.284,17.379,15.187,6.978,17.147
2020-08-26T02:30:00Z,17.189,17.379,15.473,6.978,17.079
2020-08-26T03:00:00Z,17.094,17.284,15.378,7.179,17.053
2020-08-26T03:30:00Z,17.189,17.284,15.951,7.079,16.977
2020-08-26T04:00:00Z,16.999,17.284,15.76,6.978,16.994
2020-08-26T04:30:00Z,16.999,17.189,15.187,6.775,16.943
2020-08-26T05:00:00Z,17.094,17.189,15.855,6.775,16.935
2020-08-26T05:30:00Z,16.999,17.189,15.664,7.079,16.909
2020-08-26T06:00:00Z,16.999,17.189,15.282,6.674,16.884
2020-08-26T06:30:00Z,16.903,17.094,15.76,6.674,16.85
2020-08-26T07:00:00Z,16.903,17.094,15.76,6.978,16.858
2020-08-26T07:30:00Z,16.903,17.094,15.378,6.877,16.799
2020-08-26T08:00:00Z,16.808,16.999,15.664,6.978,16.765
2020-08-26T08:30:00Z,16.808,16.999,15.664,6.877,16.756
2020-08-26T09:00:00Z,16.713,16.999,15.664,6.775,16.714
2020-08-26T09:30:00Z,16.713,16.999,15.76,6.877,16.705
2020-08-26T10:00:00Z,16.713,16.903,15.951,6.877,16.654
2020-08-26T10:30:00Z,16.808,16.903,15.951,6.775,16.637
2020-08-26T11:00:00Z,16.618,16.903,15.76,6.674,16.578
2020-08-26T11:30:00Z,16.618,16.808,15.855,6.775,16.595
2020-08-26T12:00:00Z,16.523,16.808,15.569,6.978,16.561
2020-08-26T12:30:00Z,16.523,16.808,15.664,6.978,16.527
2020-08-26T13:00:00Z,16.523,16.808,16.046,6.978,16.493
2020-08-26T13:30:00Z,16.618,16.808,15.569,6.978,16.501
2020-08-26T14:00:00Z,16.618,16.808,15.76,6.877,16.501
2020-08-26T14:30:00Z,16.903,16.999,15.76,6.877,16.527
2020-08-26T15:00:00Z,17.284,17.094,15.76,6.877,16.561
2020-08-26T15:30:00Z,17.57,16.999,15.76,6.775,16.578
2020-08-26T16:00:00Z,17.665,16.999,16.237,7.079,16.756
2020-08-26T16:30:00Z,16.999,17.475,16.618,6.877,16.816
2020-08-26T17:00:00Z,18.045,17.379,16.618,6.978,16.994
2020-08-26T17:30:00Z,18.236,17.475,16.523,6.978,17.062
2020-08-26T18:00:00Z,17.284,17.665,16.427,6.978,17.07
2020-08-26T18:30:00Z,17.379,17.855,16.903,6.978,16.926
2020-08-26T19:00:00Z,17.284,18.045,17.094,6.978,17.189
2020-08-26T19:30:00Z,17.475,18.521,17.189,6.978,17.341
2020-08-26T20:00:00Z,17.475,18.521,16.618,7.179,17.401
2020-08-26T20:30:00Z,17.665,18.616,16.332,7.179,17.51
2020-08-26T21:00:00Z,17.76,18.045,16.141,7.179,17.51
2020-08-26T21:30:00Z,17.855,18.426,15.76,7.079,17.646
2020-08-26T22:00:00Z,17.855,18.426,15.855,7.079,17.705
2020-08-26T22:30:00Z,18.616,18.236,16.141,6.978,17.62
2020-08-26T23:00:00Z,19.092,18.14,16.046,6.877,17.713
2020-08-26T23:30:00Z,18.996,17.665,16.237,6.877,17.772
2020-08-27T00:00:00Z,18.426,17.57,16.618,6.978,17.815
2020-08-27T00:30:00Z,18.521,17.665,16.427,6.877,17.815
2020-08-27T01:00:00Z,18.14,17.379,16.237,6.978,17.781
2020-08-27T01:30:00Z,17.855,17.284,16.427,6.877,17.679
2020-08-27T02:00:00Z,17.855,17.189,16.046,6.877,17.629
2020-08-27T02:30:00Z,17.665,17.094,15.569,6.877,17.629
2020-08-27T03:00:00Z,17.76,17.094,16.141,7.079,17.629
2020-08-27T03:30:00Z,17.665,17.094,16.237,7.079,17.578
2020-08-27T04:00:00Z,17.57,17.094,16.237,7.179,17.485
2020-08-27T04:30:00Z,17.475,17.094,16.237,6.978,17.392
2020-08-27T05:00:00Z,17.475,17.189,16.427,6.978,17.333
2020-08-27T05:30:00Z,17.284,17.094,16.332,7.079,17.274
2020-08-27T06:00:00Z,17.189,17.189,16.237,7.179,17.18
2020-08-27T06:30:00Z,17.094,17.284,16.046,6.877,17.13
2020-08-27T07:00:00Z,17.094,17.284,16.332,6.877,17.07
2020-08-27T07:30:00Z,17.094,17.284,16.237,6.978,17.002
2020-08-27T08:00:00Z,16.999,17.189,15.664,6.877,16.969
2020-08-27T08:30:00Z,16.999,17.189,15.951,6.775,16.918
2020-08-27T09:00:00Z,16.903,17.094,16.046,6.877,16.875
2020-08-27T09:30:00Z,16.903,17.094,15.76,6.775,16.85
2020-08-27T10:00:00Z,16.808,17.094,15.664,6.978,16.782
2020-08-27T10:30:00Z,16.808,16.999,16.046,6.775,16.748
2020-08-27T11:00:00Z,16.808,16.999,16.237,6.775,16.714
2020-08-27T11:30:00Z,16.713,16.999,15.951,6.978,16.671
2020-08-27T12:00:00Z,16.713,16.903,15.951,7.079,16.663
2020-08-27T12:30:00Z,16.713,16.903,15.951,6.978,16.62
2020-08-27T13:00:00Z,16.618,16.903,16.141,6.877,16.612
2020-08-27T13:30:00Z,16.713,16.903,16.141,6.877,16.62
2020-08-27T14:00:00Z,16.713,16.903,15.664,7.079,16.586
2020-08-27T14:30:00Z,16.713,16.903,16.332,7.079,16.62
2020-08-27T15:00:00Z,16.808,16.903,16.523,7.079,16.629
2020-08-27T15:30:00Z,16.808,16.999,16.332,7.179,16.654
2020-08-27T16:00:00Z,16.903,16.999,15.951,7.079,16.603
2020-08-27T16:30:00Z,17.855,17.284,16.046,7.079,16.756
2020-08-27T17:00:00Z,17.094,17.665,16.618,6.978,16.935
2020-08-27T17:30:00Z,17.094,17.855,16.808,6.877,16.918
2020-08-27T18:00:00Z,17.189,17.95,16.618,6.674,17.282
2020-08-27T18:30:00Z,17.284,18.045,16.808,6.674,17.274
2020-08-27T19:00:00Z,17.379,18.236,16.618,6.877,17.265
2020-08-27T19:30:00Z,17.475,18.331,16.808,7.179,17.324
2020-08-27T20:00:00Z,17.57,18.236,16.237,7.079,17.426
2020-08-27T20:30:00Z,17.57,18.236,16.141,7.179,17.519
2020-08-27T21:00:00Z,17.665,18.521,16.046,7.079,17.544
2020-08-27T21:30:00Z,17.855,18.331,16.618,7.079,17.494
2020-08-27T22:00:00Z,17.95,18.331,16.332,7.179,17.544
2020-08-27T22:30:00Z,18.996,18.236,16.237,7.179,17.553
2020-08-27T23:00:00Z,18.045,18.331,16.237,6.978,17.553
