datetime,irr_0,irr_2,irr_4,irr_8
2020-07-21T20:30:00Z,333.7,5511.1,NA,452.1
2020-07-21T21:00:00Z,312.2,6544.5,NA,312.2
2020-07-21T21:30:00Z,419.8,3272.2,NA,107.6
2020-07-21T22:00:00Z,688.9,3961.1,NA,96.9
2020-07-21T22:30:00Z,1463.9,33066.9,NA,150.7
2020-07-21T23:00:00Z,419.8,1894.5,NA,75.3
2020-07-21T23:30:00Z,602.8,2152.8,NA,161.5
2020-07-22T00:00:00Z,936.5,3272.2,NA,118.4
2020-07-22T00:30:00Z,301.4,1377.8,NA,129.2
2020-07-22T01:00:00Z,172.2,1270.1,NA,21.5
2020-07-22T01:30:00Z,247.6,958,NA,64.6
2020-07-22T02:00:00Z,43.1,452.1,NA,0
2020-07-22T02:30:00Z,43.1,441.3,NA,0
2020-07-22T03:00:00Z,10.8,215.3,NA,0
2020-07-22T03:30:00Z,0,21.5,NA,0
2020-07-22T04:00:00Z,0,0,NA,0
2020-07-22T04:30:00Z,0,0,NA,0
2020-07-22T05:00:00Z,0,0,NA,0
2020-07-22T05:30:00Z,0,0,NA,0
2020-07-22T06:00:00Z,0,0,NA,0
2020-07-22T06:30:00Z,0,0,NA,0
2020-07-22T07:00:00Z,0,0,NA,0
2020-07-22T07:30:00Z,0,0,NA,0
2020-07-22T08:00:00Z,0,0,NA,0
2020-07-22T08:30:00Z,0,0,NA,0
2020-07-22T09:00:00Z,0,0,NA,0
2020-07-22T09:30:00Z,0,0,NA,0
2020-07-22T10:00:00Z,0,0,NA,0
2020-07-22T10:30:00Z,0,0,NA,0
2020-07-22T11:00:00Z,0,0,NA,0
2020-07-22T11:30:00Z,0,0,NA,0
2020-07-22T12:00:00Z,0,43.1,NA,0
2020-07-22T12:30:00Z,10.8,236.8,NA,0
2020-07-22T13:00:00Z,21.5,366,NA,0
2020-07-22T13:30:00Z,43.1,462.9,NA,0
2020-07-22T14:00:00Z,172.2,1054.9,NA,64.6
2020-07-22T14:30:00Z,290.6,1550,NA,96.9
2020-07-22T15:00:00Z,215.3,1894.5,NA,118.4
2020-07-22T15:30:00Z,1550,13777.9,NA,53.8
2020-07-22T16:00:00Z,3444.5,22044.6,NA,43.1
2020-07-22T16:30:00Z,3616.7,12400.1,NA,53.8
2020-07-22T17:00:00Z,3788.9,7577.8,NA,64.6
2020-07-22T17:30:00Z,7233.4,24800.2,NA,64.6
2020-07-22T18:00:00Z,785.8,12400.1,NA,75.3
2020-07-22T18:30:00Z,1722.2,15844.5,NA,75.3
2020-07-22T19:00:00Z,344.4,5511.1,NA,96.9
2020-07-22T19:30:00Z,419.8,9300.1,NA,86.1
2020-07-22T20:00:00Z,419.8,11711.2,NA,107.6
2020-07-22T20:30:00Z,473.6,18600.1,NA,204.5
2020-07-22T21:00:00Z,914.9,3961.1,NA,10.8
2020-07-22T21:30:00Z,322.9,1980.6,NA,10.8
2020-07-22T22:00:00Z,344.4,1808.3,NA,0
2020-07-22T22:30:00Z,753.5,4994.5,NA,43.1
2020-07-22T23:00:00Z,430.6,2927.8,NA,10.8
2020-07-22T23:30:00Z,129.2,1894.5,NA,0
2020-07-23T00:00:00Z,64.6,549,NA,0
2020-07-23T00:30:00Z,172.2,1054.9,NA,0
2020-07-23T01:00:00Z,150.7,904.2,NA,0
2020-07-23T01:30:00Z,139.9,753.5,NA,0
2020-07-23T02:00:00Z,150.7,850.4,NA,0
2020-07-23T02:30:00Z,86.1,462.9,NA,0
2020-07-23T03:00:00Z,21.5,118.4,NA,0
2020-07-23T03:30:00Z,0,0,NA,0
2020-07-23T04:00:00Z,0,0,NA,0
2020-07-23T04:30:00Z,0,0,NA,0
2020-07-23T05:00:00Z,0,0,NA,0
2020-07-23T05:30:00Z,0,0,NA,0
2020-07-23T06:00:00Z,0,0,NA,0
2020-07-23T06:30:00Z,0,0,NA,0
2020-07-23T07:00:00Z,0,0,NA,0
2020-07-23T07:30:00Z,0,0,NA,0
2020-07-23T08:00:00Z,0,0,NA,0
2020-07-23T08:30:00Z,0,0,NA,0
2020-07-23T09:00:00Z,0,0,NA,0
2020-07-23T09:30:00Z,0,0,NA,0
2020-07-23T10:00:00Z,0,0,NA,0
2020-07-23T10:30:00Z,0,0,NA,0
2020-07-23T11:00:00Z,0,0,NA,0
2020-07-23T11:30:00Z,0,0,NA,0
2020-07-23T12:00:00Z,0,21.5,NA,0
2020-07-23T12:30:00Z,21.5,301.4,NA,0
2020-07-23T13:00:00Z,53.8,678.1,NA,0
2020-07-23T13:30:00Z,107.6,925.7,NA,0
2020-07-23T14:00:00Z,204.5,2066.7,NA,10.8
2020-07-23T14:30:00Z,258.3,2927.8,NA,21.5
2020-07-23T15:00:00Z,355.2,12400.1,NA,32.3
2020-07-23T15:30:00Z,5166.7,4994.5,NA,75.3
2020-07-23T16:00:00Z,5166.7,7577.8,NA,96.9
2020-07-23T16:30:00Z,3616.7,3788.9,NA,75.3
2020-07-23T17:00:00Z,3100,4650,NA,107.6
2020-07-23T17:30:00Z,2066.7,4994.5,NA,53.8
2020-07-23T18:00:00Z,624.3,2927.8,NA,32.3
2020-07-23T18:30:00Z,538.2,3616.7,NA,183
2020-07-23T19:00:00Z,990.3,3272.2,NA,53.8
2020-07-23T19:30:00Z,764.2,5511.1,NA,86.1
2020-07-23T20:00:00Z,549,4133.4,NA,32.3
2020-07-23T20:30:00Z,505.9,2755.6,NA,0
2020-07-23T21:00:00Z,419.8,1463.9,NA,0
2020-07-23T21:30:00Z,183,979.5,NA,0
2020-07-23T22:00:00Z,64.6,1270.1,NA,0
2020-07-23T22:30:00Z,1184,5166.7,NA,32.3
2020-07-23T23:00:00Z,2325,4994.5,NA,64.6
2020-07-23T23:30:00Z,1313.2,5511.1,NA,64.6
2020-07-24T00:00:00Z,559.7,14466.8,NA,32.3
2020-07-24T00:30:00Z,452.1,3272.2,NA,10.8
2020-07-24T01:00:00Z,290.6,2927.8,NA,10.8
2020-07-24T01:30:00Z,409,4822.3,NA,10.8
2020-07-24T02:00:00Z,387.5,1345.5,NA,0
2020-07-24T02:30:00Z,204.5,452.1,NA,0
2020-07-24T03:00:00Z,64.6,139.9,NA,0
2020-07-24T03:30:00Z,0,0,NA,0
2020-07-24T04:00:00Z,0,0,NA,0
2020-07-24T04:30:00Z,0,0,NA,0
2020-07-24T05:00:00Z,0,0,NA,0
2020-07-24T05:30:00Z,0,0,NA,0
2020-07-24T06:00:00Z,0,0,NA,0
2020-07-24T06:30:00Z,0,0,NA,0
2020-07-24T07:00:00Z,0,0,NA,0
2020-07-24T07:30:00Z,0,0,NA,0
2020-07-24T08:00:00Z,0,0,NA,0
2020-07-24T08:30:00Z,0,0,NA,0
2020-07-24T09:00:00Z,0,0,NA,0
2020-07-24T09:30:00Z,0,0,NA,0
2020-07-24T10:00:00Z,0,0,NA,0
2020-07-24T10:30:00Z,0,0,NA,0
2020-07-24T11:00:00Z,0,0,NA,0
2020-07-24T11:30:00Z,0,0,NA,0
2020-07-24T12:00:00Z,0,53.8,NA,0
2020-07-24T12:30:00Z,32.3,376.7,NA,0
2020-07-24T13:00:00Z,43.1,516.7,NA,0
2020-07-24T13:30:00Z,96.9,721.2,NA,0
2020-07-24T14:00:00Z,193.8,8266.7,NA,0
2020-07-24T14:30:00Z,3788.9,1980.6,NA,21.5
2020-07-24T15:00:00Z,3444.5,2066.7,NA,43.1
2020-07-24T15:30:00Z,5166.7,3100,NA,75.3
2020-07-24T16:00:00Z,3616.7,2927.8,NA,32.3
2020-07-24T16:30:00Z,2583.4,2669.5,NA,129.2
2020-07-24T17:00:00Z,882.6,1722.2,NA,21.5
2020-07-24T17:30:00Z,592,3961.1,NA,53.8
2020-07-24T18:00:00Z,1636.1,4133.4,NA,53.8
2020-07-24T18:30:00Z,4650,6544.5,NA,172.2
2020-07-24T19:00:00Z,236.8,5166.7,NA,21.5
2020-07-24T19:30:00Z,484.4,24800.2,NA,75.3
2020-07-24T20:00:00Z,376.7,3961.1,NA,10.8
2020-07-24T20:30:00Z,387.5,33066.9,NA,86.1
2020-07-24T21:00:00Z,441.3,9644.5,NA,86.1
2020-07-24T21:30:00Z,441.3,27555.7,NA,86.1
2020-07-24T22:00:00Z,322.9,14466.8,NA,53.8
2020-07-24T22:30:00Z,366,16533.4,NA,21.5
2020-07-24T23:00:00Z,161.5,8266.7,NA,10.8
2020-07-24T23:30:00Z,193.8,4133.4,NA,10.8
2020-07-25T00:00:00Z,419.8,3100,NA,10.8
2020-07-25T00:30:00Z,452.1,2238.9,NA,0
2020-07-25T01:00:00Z,204.5,1722.2,NA,0
2020-07-25T01:30:00Z,86.1,602.8,NA,0
2020-07-25T02:00:00Z,10.8,247.6,NA,0
2020-07-25T02:30:00Z,10.8,139.9,NA,0
2020-07-25T03:00:00Z,0,107.6,NA,0
2020-07-25T03:30:00Z,0,0,NA,0
2020-07-25T04:00:00Z,0,0,NA,0
2020-07-25T04:30:00Z,0,0,NA,0
2020-07-25T05:00:00Z,0,0,NA,0
2020-07-25T05:30:00Z,0,0,NA,0
2020-07-25T06:00:00Z,0,0,NA,0
2020-07-25T06:30:00Z,0,0,NA,0
2020-07-25T07:00:00Z,0,0,NA,0
2020-07-25T07:30:00Z,0,0,NA,0
2020-07-25T08:00:00Z,0,0,NA,0
2020-07-25T08:30:00Z,0,0,NA,0
2020-07-25T09:00:00Z,0,0,NA,0
2020-07-25T09:30:00Z,0,0,NA,0
2020-07-25T10:00:00Z,0,0,NA,0
2020-07-25T10:30:00Z,0,0,NA,0
2020-07-25T11:00:00Z,0,0,NA,0
2020-07-25T11:30:00Z,0,0,NA,0
2020-07-25T12:00:00Z,0,32.3,NA,0
2020-07-25T12:30:00Z,21.5,258.3,NA,0
2020-07-25T13:00:00Z,53.8,430.6,NA,0
2020-07-25T13:30:00Z,75.3,592,NA,0
2020-07-25T14:00:00Z,204.5,3788.9,NA,0
2020-07-25T14:30:00Z,312.2,3444.5,NA,10.8
2020-07-25T15:00:00Z,1377.8,3100,NA,43.1
2020-07-25T15:30:00Z,656.6,4477.8,NA,53.8
2020-07-25T16:00:00Z,1324,3961.1,NA,75.3
2020-07-25T16:30:00Z,344.4,11711.2,NA,53.8
2020-07-25T17:00:00Z,279.9,5338.9,NA,64.6
2020-07-25T17:30:00Z,301.4,49600.3,NA,53.8
2020-07-25T18:00:00Z,355.2,24800.2,NA,75.3
2020-07-25T18:30:00Z,322.9,28933.5,NA,86.1
2020-07-25T19:00:00Z,409,60622.6,NA,86.1
2020-07-25T19:30:00Z,312.2,12400.1,NA,75.3
2020-07-25T20:00:00Z,301.4,34444.7,NA,75.3
2020-07-25T20:30:00Z,398.3,30311.3,NA,75.3
2020-07-25T21:00:00Z,355.2,9300.1,NA,64.6
2020-07-25T21:30:00Z,344.4,22044.6,NA,64.6
2020-07-25T22:00:00Z,441.3,37200.2,NA,64.6
2020-07-25T22:30:00Z,409,11022.3,NA,53.8
2020-07-25T23:00:00Z,925.7,5511.1,NA,43.1
2020-07-25T23:30:00Z,236.8,19289,NA,32.3
2020-07-26T00:00:00Z,1108.7,3272.2,NA,32.3
