"","datetime","wnd_10"
"149.2",2020-06-12 22:00:00,3.55899067186275
"149.3",2020-06-12 22:30:00,3.55899067186275
"149.4",2020-06-12 23:00:00,3.55899067186275
"149.5",2020-06-12 23:30:00,3.55899067186275
"152",2020-06-13 00:00:00,0.652223454377579
"152.1",2020-06-13 00:30:00,0.652223454377579
"152.2",2020-06-13 01:00:00,0.652223454377579
"152.3",2020-06-13 01:30:00,0.652223454377579
"152.4",2020-06-13 02:00:00,0.652223454377579
"152.5",2020-06-13 02:30:00,0.652223454377579
"155",2020-06-13 03:00:00,1.4265202283759
"155.1",2020-06-13 03:30:00,1.4265202283759
"155.2",2020-06-13 04:00:00,1.4265202283759
"155.3",2020-06-13 04:30:00,1.4265202283759
"155.4",2020-06-13 05:00:00,1.4265202283759
"155.5",2020-06-13 05:30:00,1.4265202283759
"158",2020-06-13 06:00:00,1.02584122434548
"158.1",2020-06-13 06:30:00,1.02584122434548
"158.2",2020-06-13 07:00:00,1.02584122434548
"158.3",2020-06-13 07:30:00,1.02584122434548
"158.4",2020-06-13 08:00:00,1.02584122434548
"158.5",2020-06-13 08:30:00,1.02584122434548
"161",2020-06-13 09:00:00,1.70897410529054
"161.1",2020-06-13 09:30:00,1.70897410529054
"161.2",2020-06-13 10:00:00,1.70897410529054
"161.3",2020-06-13 10:30:00,1.70897410529054
"161.4",2020-06-13 11:00:00,1.70897410529054
"161.5",2020-06-13 11:30:00,1.70897410529054
"164",2020-06-13 12:00:00,3.02325217730569
"164.1",2020-06-13 12:30:00,3.02325217730569
"164.2",2020-06-13 13:00:00,3.02325217730569
"164.3",2020-06-13 13:30:00,3.02325217730569
"164.4",2020-06-13 14:00:00,3.02325217730569
"164.5",2020-06-13 14:30:00,3.02325217730569
"167",2020-06-13 15:00:00,2.45658821484872
"167.1",2020-06-13 15:30:00,2.45658821484872
"167.2",2020-06-13 16:00:00,2.45658821484872
"167.3",2020-06-13 16:30:00,2.45658821484872
"167.4",2020-06-13 17:00:00,2.45658821484872
"167.5",2020-06-13 17:30:00,2.45658821484872
"170",2020-06-13 18:00:00,6.21957582139369
"170.1",2020-06-13 18:30:00,6.21957582139369
"170.2",2020-06-13 19:00:00,6.21957582139369
"170.3",2020-06-13 19:30:00,6.21957582139369
"170.4",2020-06-13 20:00:00,6.21957582139369
"170.5",2020-06-13 20:30:00,6.21957582139369
"173",2020-06-13 21:00:00,4.41276159374574
"173.1",2020-06-13 21:30:00,4.41276159374574
"173.2",2020-06-13 22:00:00,4.41276159374574
"173.3",2020-06-13 22:30:00,4.41276159374574
"173.4",2020-06-13 23:00:00,4.41276159374574
"173.5",2020-06-13 23:30:00,4.41276159374574
"176",2020-06-14 00:00:00,2.13460102376063
"176.1",2020-06-14 00:30:00,2.13460102376063
"176.2",2020-06-14 01:00:00,2.13460102376063
"176.3",2020-06-14 01:30:00,2.13460102376063
"176.4",2020-06-14 02:00:00,2.13460102376063
"176.5",2020-06-14 02:30:00,2.13460102376063
"179",2020-06-14 03:00:00,1.46282802061237
"179.1",2020-06-14 03:30:00,1.46282802061237
"179.2",2020-06-14 04:00:00,1.46282802061237
"179.3",2020-06-14 04:30:00,1.46282802061237
"179.4",2020-06-14 05:00:00,1.46282802061237
"179.5",2020-06-14 05:30:00,1.46282802061237
"182",2020-06-14 06:00:00,1.34557547795882
"182.1",2020-06-14 06:30:00,1.34557547795882
"182.2",2020-06-14 07:00:00,1.34557547795882
"182.3",2020-06-14 07:30:00,1.34557547795882
"182.4",2020-06-14 08:00:00,1.34557547795882
"182.5",2020-06-14 08:30:00,1.34557547795882
"185",2020-06-14 09:00:00,1.63272473749326
"185.1",2020-06-14 09:30:00,1.63272473749326
"185.2",2020-06-14 10:00:00,1.63272473749326
"185.3",2020-06-14 10:30:00,1.63272473749326
"185.4",2020-06-14 11:00:00,1.63272473749326
"185.5",2020-06-14 11:30:00,1.63272473749326
"188",2020-06-14 12:00:00,1.97817675166299
"188.1",2020-06-14 12:30:00,1.97817675166299
"188.2",2020-06-14 13:00:00,1.97817675166299
"188.3",2020-06-14 13:30:00,1.97817675166299
"188.4",2020-06-14 14:00:00,1.97817675166299
"188.5",2020-06-14 14:30:00,1.97817675166299
"191",2020-06-14 15:00:00,3.03464165739555
"191.1",2020-06-14 15:30:00,3.03464165739555
"191.2",2020-06-14 16:00:00,3.03464165739555
"191.3",2020-06-14 16:30:00,3.03464165739555
"191.4",2020-06-14 17:00:00,3.03464165739555
"191.5",2020-06-14 17:30:00,3.03464165739555
"194",2020-06-14 18:00:00,3.62240196683865
"194.1",2020-06-14 18:30:00,3.62240196683865
"194.2",2020-06-14 19:00:00,3.62240196683865
"194.3",2020-06-14 19:30:00,3.62240196683865
"194.4",2020-06-14 20:00:00,3.62240196683865
"194.5",2020-06-14 20:30:00,3.62240196683865
"197",2020-06-14 21:00:00,3.49057316374758
"197.1",2020-06-14 21:30:00,3.49057316374758
"197.2",2020-06-14 22:00:00,3.49057316374758
"197.3",2020-06-14 22:30:00,3.49057316374758
"197.4",2020-06-14 23:00:00,3.49057316374758
"197.5",2020-06-14 23:30:00,3.49057316374758
"200",2020-06-15 00:00:00,3.74412057107334
"200.1",2020-06-15 00:30:00,3.74412057107334
"200.2",2020-06-15 01:00:00,3.74412057107334
"200.3",2020-06-15 01:30:00,3.74412057107334
"200.4",2020-06-15 02:00:00,3.74412057107334
"200.5",2020-06-15 02:30:00,3.74412057107334
"203",2020-06-15 03:00:00,2.89698087863004
"203.1",2020-06-15 03:30:00,2.89698087863004
"203.2",2020-06-15 04:00:00,2.89698087863004
"203.3",2020-06-15 04:30:00,2.89698087863004
"203.4",2020-06-15 05:00:00,2.89698087863004
"203.5",2020-06-15 05:30:00,2.89698087863004
"206",2020-06-15 06:00:00,2.48095451059553
"206.1",2020-06-15 06:30:00,2.48095451059553
"206.2",2020-06-15 07:00:00,2.48095451059553
"206.3",2020-06-15 07:30:00,2.48095451059553
"206.4",2020-06-15 08:00:00,2.48095451059553
"206.5",2020-06-15 08:30:00,2.48095451059553
"209",2020-06-15 09:00:00,3.16359300167307
"209.1",2020-06-15 09:30:00,3.16359300167307
"209.2",2020-06-15 10:00:00,3.16359300167307
"209.3",2020-06-15 10:30:00,3.16359300167307
"209.4",2020-06-15 11:00:00,3.16359300167307
"209.5",2020-06-15 11:30:00,3.16359300167307
"212",2020-06-15 12:00:00,3.9730529098391
"212.1",2020-06-15 12:30:00,3.9730529098391
"212.2",2020-06-15 13:00:00,3.9730529098391
"212.3",2020-06-15 13:30:00,3.9730529098391
"212.4",2020-06-15 14:00:00,3.9730529098391
"212.5",2020-06-15 14:30:00,3.9730529098391
"215",2020-06-15 15:00:00,3.61293410252014
"215.1",2020-06-15 15:30:00,3.61293410252014
"215.2",2020-06-15 16:00:00,3.61293410252014
"215.3",2020-06-15 16:30:00,3.61293410252014
"215.4",2020-06-15 17:00:00,3.61293410252014
"215.5",2020-06-15 17:30:00,3.61293410252014
"218",2020-06-15 18:00:00,1.00549607809359
"218.1",2020-06-15 18:30:00,1.00549607809359
"218.2",2020-06-15 19:00:00,1.00549607809359
"218.3",2020-06-15 19:30:00,1.00549607809359
"218.4",2020-06-15 20:00:00,1.00549607809359
"218.5",2020-06-15 20:30:00,1.00549607809359
"221",2020-06-15 21:00:00,0.889187334816981
"221.1",2020-06-15 21:30:00,0.889187334816981
"221.2",2020-06-15 22:00:00,0.889187334816981
"221.3",2020-06-15 22:30:00,0.889187334816981
"221.4",2020-06-15 23:00:00,0.889187334816981
"221.5",2020-06-15 23:30:00,0.889187334816981
"224",2020-06-16 00:00:00,1.10538557394123
"224.1",2020-06-16 00:30:00,1.10538557394123
"224.2",2020-06-16 01:00:00,1.10538557394123
"224.3",2020-06-16 01:30:00,1.10538557394123
"224.4",2020-06-16 02:00:00,1.10538557394123
"224.5",2020-06-16 02:30:00,1.10538557394123
"227",2020-06-16 03:00:00,0.120072594320782
"227.1",2020-06-16 03:30:00,0.120072594320782
"227.2",2020-06-16 04:00:00,0.120072594320782
"227.3",2020-06-16 04:30:00,0.120072594320782
"227.4",2020-06-16 05:00:00,0.120072594320782
"227.5",2020-06-16 05:30:00,0.120072594320782
"230",2020-06-16 06:00:00,0.502857732527057
"230.1",2020-06-16 06:30:00,0.502857732527057
"230.2",2020-06-16 07:00:00,0.502857732527057
"230.3",2020-06-16 07:30:00,0.502857732527057
"230.4",2020-06-16 08:00:00,0.502857732527057
"230.5",2020-06-16 08:30:00,0.502857732527057
"233",2020-06-16 09:00:00,1.1885539753221
"233.1",2020-06-16 09:30:00,1.1885539753221
"233.2",2020-06-16 10:00:00,1.1885539753221
"233.3",2020-06-16 10:30:00,1.1885539753221
"233.4",2020-06-16 11:00:00,1.1885539753221
"233.5",2020-06-16 11:30:00,1.1885539753221
"236",2020-06-16 12:00:00,1.84127951541744
"236.1",2020-06-16 12:30:00,1.84127951541744
"236.2",2020-06-16 13:00:00,1.84127951541744
"236.3",2020-06-16 13:30:00,1.84127951541744
"236.4",2020-06-16 14:00:00,1.84127951541744
"236.5",2020-06-16 14:30:00,1.84127951541744
"239",2020-06-16 15:00:00,3.20030361444377
"239.1",2020-06-16 15:30:00,3.20030361444377
"239.2",2020-06-16 16:00:00,3.20030361444377
"239.3",2020-06-16 16:30:00,3.20030361444377
"239.4",2020-06-16 17:00:00,3.20030361444377
"239.5",2020-06-16 17:30:00,3.20030361444377
