datetime,lake,depth_m,temp_C
2020-08-31T22:00:00Z,MCD,2,13.558
2020-08-31T22:00:00Z,MCD,4,12.304
2020-08-31T22:00:00Z,MCD,6,10.748
2020-08-31T22:00:00Z,MCD,8,8.68
2020-08-31T22:00:00Z,MCD,1,13.393
2020-08-31T22:30:00Z,MCD,10,8.282
2020-08-31T22:30:00Z,MCD,12,7.782
2020-08-31T22:30:00Z,MCD,2,13.654
2020-08-31T22:30:00Z,MCD,4,12.207
2020-08-31T22:30:00Z,MCD,6,10.063
2020-08-31T22:30:00Z,MCD,8,8.779
2020-08-31T22:30:00Z,MCD,1,13.384
2020-08-31T23:00:00Z,MCD,10,8.282
2020-08-31T23:00:00Z,MCD,12,7.782
2020-08-31T23:00:00Z,MCD,2,13.558
2020-08-31T23:00:00Z,MCD,4,12.401
2020-08-31T23:00:00Z,MCD,6,10.455
2020-08-31T23:00:00Z,MCD,8,8.779
2020-08-31T23:00:00Z,MCD,1,13.384
2020-08-31T23:30:00Z,MCD,10,8.282
2020-08-31T23:30:00Z,MCD,12,7.782
2020-08-31T23:30:00Z,MCD,2,13.461
2020-08-31T23:30:00Z,MCD,4,12.304
2020-08-31T23:30:00Z,MCD,6,10.161
2020-08-31T23:30:00Z,MCD,8,8.68
2020-08-31T23:30:00Z,MCD,1,13.331
2020-09-01T00:00:00Z,MCD,10,8.182
2020-09-01T00:00:00Z,MCD,12,7.782
2020-09-01T00:00:00Z,MCD,2,13.461
2020-09-01T00:00:00Z,MCD,4,12.013
2020-09-01T00:00:00Z,MCD,6,10.063
2020-09-01T00:00:00Z,MCD,8,8.581
2020-09-01T00:00:00Z,MCD,1,13.314
2020-09-01T00:30:00Z,MCD,10,8.282
2020-09-01T00:30:00Z,MCD,12,7.782
2020-09-01T00:30:00Z,MCD,2,13.461
2020-09-01T00:30:00Z,MCD,4,12.013
2020-09-01T00:30:00Z,MCD,6,10.259
2020-09-01T00:30:00Z,MCD,8,8.68
2020-09-01T00:30:00Z,MCD,1,13.288
2020-09-01T01:00:00Z,MCD,10,8.382
2020-09-01T01:00:00Z,MCD,12,7.782
2020-09-01T01:00:00Z,MCD,2,13.461
2020-09-01T01:00:00Z,MCD,4,12.594
2020-09-01T01:00:00Z,MCD,6,10.553
2020-09-01T01:00:00Z,MCD,8,8.68
2020-09-01T01:00:00Z,MCD,1,13.253
2020-09-01T01:30:00Z,MCD,10,8.282
2020-09-01T01:30:00Z,MCD,12,7.882
2020-09-01T01:30:00Z,MCD,2,13.461
2020-09-01T01:30:00Z,MCD,4,12.207
2020-09-01T01:30:00Z,MCD,6,11.041
2020-09-01T01:30:00Z,MCD,8,8.779
2020-09-01T01:30:00Z,MCD,1,13.261
2020-09-01T02:00:00Z,MCD,10,8.282
2020-09-01T02:00:00Z,MCD,12,7.882
2020-09-01T02:00:00Z,MCD,2,13.461
2020-09-01T02:00:00Z,MCD,4,12.401
2020-09-01T02:00:00Z,MCD,6,10.944
2020-09-01T02:00:00Z,MCD,8,8.879
2020-09-01T02:00:00Z,MCD,1,13.253
2020-09-01T02:30:00Z,MCD,10,8.282
2020-09-01T02:30:00Z,MCD,12,7.782
2020-09-01T02:30:00Z,MCD,2,13.461
2020-09-01T02:30:00Z,MCD,4,12.401
2020-09-01T02:30:00Z,MCD,6,11.139
2020-09-01T02:30:00Z,MCD,8,8.779
2020-09-01T02:30:00Z,MCD,1,13.305
2020-09-01T03:00:00Z,MCD,10,8.282
2020-09-01T03:00:00Z,MCD,12,7.882
2020-09-01T03:00:00Z,MCD,2,13.461
2020-09-01T03:00:00Z,MCD,4,12.304
2020-09-01T03:00:00Z,MCD,6,11.236
2020-09-01T03:00:00Z,MCD,8,8.879
2020-09-01T03:00:00Z,MCD,1,13.235
2020-09-01T03:30:00Z,MCD,10,8.282
2020-09-01T03:30:00Z,MCD,12,7.782
2020-09-01T03:30:00Z,MCD,2,13.365
2020-09-01T03:30:00Z,MCD,4,12.497
2020-09-01T03:30:00Z,MCD,6,11.431
2020-09-01T03:30:00Z,MCD,8,9.176
2020-09-01T03:30:00Z,MCD,1,13.174
2020-09-01T04:00:00Z,MCD,10,8.282
2020-09-01T04:00:00Z,MCD,12,7.682
2020-09-01T04:00:00Z,MCD,2,13.365
2020-09-01T04:00:00Z,MCD,4,12.497
2020-09-01T04:00:00Z,MCD,6,11.236
2020-09-01T04:00:00Z,MCD,8,9.077
2020-09-01T04:00:00Z,MCD,1,13.209
2020-09-01T04:30:00Z,MCD,10,8.182
2020-09-01T04:30:00Z,MCD,12,7.782
2020-09-01T04:30:00Z,MCD,2,13.365
2020-09-01T04:30:00Z,MCD,4,12.497
2020-09-01T04:30:00Z,MCD,6,11.236
2020-09-01T04:30:00Z,MCD,8,8.879
2020-09-01T04:30:00Z,MCD,1,13.2
2020-09-01T05:00:00Z,MCD,10,8.182
2020-09-01T05:00:00Z,MCD,12,7.882
2020-09-01T05:00:00Z,MCD,2,13.461
2020-09-01T05:00:00Z,MCD,4,12.497
2020-09-01T05:00:00Z,MCD,6,11.334
2020-09-01T05:00:00Z,MCD,8,8.779
2020-09-01T05:00:00Z,MCD,1,13.218
2020-09-01T05:30:00Z,MCD,10,8.182
2020-09-01T05:30:00Z,MCD,12,7.782
2020-09-01T05:30:00Z,MCD,2,13.365
2020-09-01T05:30:00Z,MCD,4,12.69
2020-09-01T05:30:00Z,MCD,6,11.334
2020-09-01T05:30:00Z,MCD,8,8.68
2020-09-01T05:30:00Z,MCD,1,13.183
2020-09-01T06:00:00Z,MCD,10,8.182
2020-09-01T06:00:00Z,MCD,12,7.782
2020-09-01T06:00:00Z,MCD,2,13.365
2020-09-01T06:00:00Z,MCD,4,12.787
2020-09-01T06:00:00Z,MCD,6,10.846
2020-09-01T06:00:00Z,MCD,8,8.68
2020-09-01T06:00:00Z,MCD,1,13.139
2020-09-01T06:30:00Z,MCD,10,8.182
2020-09-01T06:30:00Z,MCD,12,7.782
2020-09-01T06:30:00Z,MCD,2,13.365
2020-09-01T06:30:00Z,MCD,4,12.69
2020-09-01T06:30:00Z,MCD,6,10.553
2020-09-01T06:30:00Z,MCD,8,8.779
2020-09-01T06:30:00Z,MCD,1,13.121
2020-09-01T07:00:00Z,MCD,10,8.082
2020-09-01T07:00:00Z,MCD,12,7.682
2020-09-01T07:00:00Z,MCD,2,13.365
2020-09-01T07:00:00Z,MCD,4,12.401
2020-09-01T07:00:00Z,MCD,6,9.965
2020-09-01T07:00:00Z,MCD,8,8.581
2020-09-01T07:00:00Z,MCD,1,13.113
2020-09-01T07:30:00Z,MCD,10,8.182
2020-09-01T07:30:00Z,MCD,12,7.782
2020-09-01T07:30:00Z,MCD,2,13.365
2020-09-01T07:30:00Z,MCD,4,12.401
2020-09-01T07:30:00Z,MCD,6,9.866
2020-09-01T07:30:00Z,MCD,8,8.581
2020-09-01T07:30:00Z,MCD,1,13.104
2020-09-01T08:00:00Z,MCD,10,8.182
2020-09-01T08:00:00Z,MCD,12,7.782
2020-09-01T08:00:00Z,MCD,2,13.365
2020-09-01T08:00:00Z,MCD,4,12.787
2020-09-01T08:00:00Z,MCD,6,10.259
2020-09-01T08:00:00Z,MCD,8,8.68
2020-09-01T08:00:00Z,MCD,1,13.104
2020-09-01T08:30:00Z,MCD,10,8.182
2020-09-01T08:30:00Z,MCD,12,7.782
2020-09-01T08:30:00Z,MCD,2,13.365
2020-09-01T08:30:00Z,MCD,4,12.594
2020-09-01T08:30:00Z,MCD,6,10.161
2020-09-01T08:30:00Z,MCD,8,8.481
2020-09-01T08:30:00Z,MCD,1,13.113
2020-09-01T09:00:00Z,MCD,10,8.182
2020-09-01T09:00:00Z,MCD,12,7.882
2020-09-01T09:00:00Z,MCD,2,13.365
2020-09-01T09:00:00Z,MCD,4,12.497
2020-09-01T09:00:00Z,MCD,6,10.161
2020-09-01T09:00:00Z,MCD,8,8.581
2020-09-01T09:00:00Z,MCD,1,13.121
2020-09-01T09:30:00Z,MCD,10,8.282
2020-09-01T09:30:00Z,MCD,12,7.983
2020-09-01T09:30:00Z,MCD,2,13.942
2020-09-01T09:30:00Z,MCD,4,12.69
2020-09-01T09:30:00Z,MCD,6,10.455
2020-09-01T09:30:00Z,MCD,8,8.779
2020-09-01T09:30:00Z,MCD,1,13.148
2020-09-01T10:00:00Z,MCD,10,8.382
2020-09-01T10:00:00Z,MCD,12,7.983
2020-09-01T10:00:00Z,MCD,2,13.654
2020-09-01T10:00:00Z,MCD,4,12.98
2020-09-01T10:00:00Z,MCD,6,10.161
2020-09-01T10:00:00Z,MCD,8,8.879
2020-09-01T10:00:00Z,MCD,1,13.165
2020-09-01T10:30:00Z,MCD,10,8.382
2020-09-01T10:30:00Z,MCD,12,8.082
2020-09-01T10:30:00Z,MCD,2,13.942
2020-09-01T10:30:00Z,MCD,4,13.173
2020-09-01T10:30:00Z,MCD,6,10.651
2020-09-01T10:30:00Z,MCD,8,8.978
2020-09-01T10:30:00Z,MCD,1,13.174
2020-09-01T11:00:00Z,MCD,10,8.481
2020-09-01T11:00:00Z,MCD,12,7.983
2020-09-01T11:00:00Z,MCD,2,13.846
2020-09-01T11:00:00Z,MCD,4,13.173
2020-09-01T11:00:00Z,MCD,6,10.259
2020-09-01T11:00:00Z,MCD,8,8.779
2020-09-01T11:00:00Z,MCD,1,13.218
2020-09-01T11:30:00Z,MCD,10,8.481
2020-09-01T11:30:00Z,MCD,12,8.082
2020-09-01T11:30:00Z,MCD,2,13.846
2020-09-01T11:30:00Z,MCD,4,12.883
2020-09-01T11:30:00Z,MCD,6,10.063
2020-09-01T11:30:00Z,MCD,8,8.978
2020-09-01T11:30:00Z,MCD,1,13.2
2020-09-01T12:00:00Z,MCD,10,8.481
2020-09-01T12:00:00Z,MCD,12,7.983
2020-09-01T12:00:00Z,MCD,2,13.942
2020-09-01T12:00:00Z,MCD,4,13.173
2020-09-01T12:00:00Z,MCD,6,10.259
2020-09-01T12:00:00Z,MCD,8,8.978
2020-09-01T12:00:00Z,MCD,1,13.253
2020-09-01T12:30:00Z,MCD,10,8.382
2020-09-01T12:30:00Z,MCD,12,7.983
2020-09-01T12:30:00Z,MCD,2,14.038
2020-09-01T12:30:00Z,MCD,4,13.365
2020-09-01T12:30:00Z,MCD,6,10.455
2020-09-01T12:30:00Z,MCD,8,8.978
2020-09-01T12:30:00Z,MCD,1,13.253
2020-09-01T13:00:00Z,MCD,10,8.481
2020-09-01T13:00:00Z,MCD,12,7.983
2020-09-01T13:00:00Z,MCD,2,14.421
2020-09-01T13:00:00Z,MCD,4,13.269
2020-09-01T13:00:00Z,MCD,6,10.455
2020-09-01T13:00:00Z,MCD,8,9.176
2020-09-01T13:00:00Z,MCD,1,13.506
2020-09-01T13:30:00Z,MCD,10,8.382
2020-09-01T13:30:00Z,MCD,12,7.983
2020-09-01T13:30:00Z,MCD,2,14.134
2020-09-01T13:30:00Z,MCD,4,12.98
2020-09-01T13:30:00Z,MCD,6,9.965
2020-09-01T13:30:00Z,MCD,8,9.077
2020-09-01T13:30:00Z,MCD,1,13.663
2020-09-01T14:00:00Z,MCD,10,8.382
2020-09-01T14:00:00Z,MCD,12,7.983
2020-09-01T14:00:00Z,MCD,2,14.613
2020-09-01T14:00:00Z,MCD,4,12.594
2020-09-01T14:00:00Z,MCD,6,9.965
2020-09-01T14:00:00Z,MCD,8,8.879
2020-09-01T14:00:00Z,MCD,1,13.724
2020-09-01T14:30:00Z,MCD,10,8.382
2020-09-01T14:30:00Z,MCD,12,7.983
2020-09-01T14:30:00Z,MCD,2,14.325
2020-09-01T14:30:00Z,MCD,4,11.916
2020-09-01T14:30:00Z,MCD,6,9.965
2020-09-01T14:30:00Z,MCD,8,8.779
2020-09-01T14:30:00Z,MCD,1,13.828
2020-09-01T15:00:00Z,MCD,10,8.481
2020-09-01T15:00:00Z,MCD,12,7.983
2020-09-01T15:00:00Z,MCD,2,14.804
2020-09-01T15:00:00Z,MCD,4,11.916
2020-09-01T15:00:00Z,MCD,6,9.965
2020-09-01T15:00:00Z,MCD,8,8.779
2020-09-01T15:00:00Z,MCD,1,13.793
2020-09-01T15:30:00Z,MCD,10,8.382
2020-09-01T15:30:00Z,MCD,12,7.882
2020-09-01T15:30:00Z,MCD,2,14.517
2020-09-01T15:30:00Z,MCD,4,12.207
2020-09-01T15:30:00Z,MCD,6,10.063
2020-09-01T15:30:00Z,MCD,8,8.779
2020-09-01T15:30:00Z,MCD,1,13.602
2020-09-01T16:00:00Z,MCD,10,8.382
2020-09-01T16:00:00Z,MCD,12,7.882
2020-09-01T16:00:00Z,MCD,2,14.613
2020-09-01T16:00:00Z,MCD,4,11.916
2020-09-01T16:00:00Z,MCD,6,10.063
2020-09-01T16:00:00Z,MCD,8,8.779
2020-09-01T16:00:00Z,MCD,1,13.515
2020-09-01T16:30:00Z,MCD,10,8.481
2020-09-01T16:30:00Z,MCD,12,7.882
2020-09-01T16:30:00Z,MCD,2,14.325
2020-09-01T16:30:00Z,MCD,4,11.819
2020-09-01T16:30:00Z,MCD,6,9.768
2020-09-01T16:30:00Z,MCD,8,8.779
2020-09-01T16:30:00Z,MCD,1,13.427
2020-09-01T17:00:00Z,MCD,10,8.282
2020-09-01T17:00:00Z,MCD,12,7.782
2020-09-01T17:00:00Z,MCD,2,13.558
2020-09-01T17:00:00Z,MCD,4,11.528
2020-09-01T17:00:00Z,MCD,6,9.373
2020-09-01T17:00:00Z,MCD,8,8.779
2020-09-01T17:00:00Z,MCD,1,13.261
2020-09-01T17:30:00Z,MCD,10,8.282
2020-09-01T17:30:00Z,MCD,12,7.782
2020-09-01T17:30:00Z,MCD,2,13.75
2020-09-01T17:30:00Z,MCD,4,11.625
2020-09-01T17:30:00Z,MCD,6,9.373
2020-09-01T17:30:00Z,MCD,8,8.779
2020-09-01T17:30:00Z,MCD,1,12.99
2020-09-01T18:00:00Z,MCD,10,8.282
2020-09-01T18:00:00Z,MCD,12,7.782
2020-09-01T18:00:00Z,MCD,2,13.076
2020-09-01T18:00:00Z,MCD,4,12.304
2020-09-01T18:00:00Z,MCD,6,9.866
2020-09-01T18:00:00Z,MCD,8,8.879
2020-09-01T18:00:00Z,MCD,1,12.7
2020-09-01T18:30:00Z,MCD,10,8.282
2020-09-01T18:30:00Z,MCD,12,7.983
2020-09-01T18:30:00Z,MCD,2,12.883
2020-09-01T18:30:00Z,MCD,4,12.594
2020-09-01T18:30:00Z,MCD,6,10.063
2020-09-01T18:30:00Z,MCD,8,8.779
2020-09-01T18:30:00Z,MCD,1,12.541
2020-09-01T19:00:00Z,MCD,10,8.382
2020-09-01T19:00:00Z,MCD,12,8.082
2020-09-01T19:00:00Z,MCD,2,13.076
2020-09-01T19:00:00Z,MCD,4,12.401
2020-09-01T19:00:00Z,MCD,6,10.063
2020-09-01T19:00:00Z,MCD,8,8.879
2020-09-01T19:00:00Z,MCD,1,12.665
2020-09-01T19:30:00Z,MCD,10,8.282
2020-09-01T19:30:00Z,MCD,12,8.082
2020-09-01T19:30:00Z,MCD,2,12.98
2020-09-01T19:30:00Z,MCD,4,12.401
2020-09-01T19:30:00Z,MCD,6,9.768
2020-09-01T19:30:00Z,MCD,8,8.779
2020-09-01T19:30:00Z,MCD,1,12.735
2020-09-01T20:00:00Z,MCD,10,8.182
2020-09-01T20:00:00Z,MCD,12,7.882
2020-09-01T20:00:00Z,MCD,2,12.98
2020-09-01T20:00:00Z,MCD,4,12.207
2020-09-01T20:00:00Z,MCD,6,9.768
2020-09-01T20:00:00Z,MCD,8,8.581
2020-09-01T20:00:00Z,MCD,1,12.814
2020-09-01T20:30:00Z,MCD,10,8.282
2020-09-01T20:30:00Z,MCD,12,7.882
2020-09-01T20:30:00Z,MCD,2,13.173
2020-09-01T20:30:00Z,MCD,4,12.497
2020-09-01T20:30:00Z,MCD,6,9.768
2020-09-01T20:30:00Z,MCD,8,8.779
2020-09-01T20:30:00Z,MCD,1,13.042
2020-09-01T21:00:00Z,MCD,10,8.382
2020-09-01T21:00:00Z,MCD,12,7.983
2020-09-01T21:00:00Z,MCD,2,13.076
2020-09-01T21:00:00Z,MCD,4,12.497
2020-09-01T21:00:00Z,MCD,6,10.063
2020-09-01T21:00:00Z,MCD,8,8.879
2020-09-01T21:00:00Z,MCD,1,13.104
2020-09-01T21:30:00Z,MCD,10,8.68
2020-09-01T21:30:00Z,MCD,12,8.182
2020-09-01T21:30:00Z,MCD,2,13.365
2020-09-01T21:30:00Z,MCD,4,12.497
2020-09-01T21:30:00Z,MCD,6,10.455
2020-09-01T21:30:00Z,MCD,8,9.077
2020-09-01T21:30:00Z,MCD,1,13.174
2020-09-01T22:00:00Z,MCD,10,8.978
2020-09-01T22:00:00Z,MCD,12,8.382
2020-09-01T22:00:00Z,MCD,2,13.461
2020-09-01T22:00:00Z,MCD,4,12.401
2020-09-01T22:00:00Z,MCD,6,11.236
2020-09-01T22:00:00Z,MCD,8,9.472
2020-09-01T22:00:00Z,MCD,1,13.323
2020-09-01T22:30:00Z,MCD,10,9.077
2020-09-01T22:30:00Z,MCD,12,8.481
2020-09-01T22:30:00Z,MCD,2,13.076
2020-09-01T22:30:00Z,MCD,4,12.013
2020-09-01T22:30:00Z,MCD,6,11.431
2020-09-01T22:30:00Z,MCD,8,9.866
2020-09-01T22:30:00Z,MCD,1,13.305
2020-09-01T23:00:00Z,MCD,10,9.077
2020-09-01T23:00:00Z,MCD,12,8.382
2020-09-01T23:00:00Z,MCD,2,13.076
2020-09-01T23:00:00Z,MCD,4,12.207
2020-09-01T23:00:00Z,MCD,6,11.819
2020-09-01T23:00:00Z,MCD,8,9.866
2020-09-01T23:00:00Z,MCD,1,13.314
2020-09-01T23:30:00Z,MCD,10,9.176
2020-09-01T23:30:00Z,MCD,12,7.983
2020-09-01T23:30:00Z,MCD,2,13.173
2020-09-01T23:30:00Z,MCD,4,12.304
2020-09-01T23:30:00Z,MCD,6,12.11
2020-09-01T23:30:00Z,MCD,8,9.965
2020-09-01T23:30:00Z,MCD,1,13.358
2020-09-02T00:00:00Z,MCD,10,8.978
2020-09-02T00:00:00Z,MCD,12,7.983
2020-09-02T00:00:00Z,MCD,2,13.365
2020-09-02T00:00:00Z,MCD,4,12.401
2020-09-02T00:00:00Z,MCD,6,11.334
2020-09-02T00:00:00Z,MCD,8,10.651
2020-09-02T00:00:00Z,MCD,1,13.305
2020-09-02T00:30:00Z,MCD,10,8.481
2020-09-02T00:30:00Z,MCD,12,7.782
2020-09-02T00:30:00Z,MCD,2,13.365
2020-09-02T00:30:00Z,MCD,4,12.497
2020-09-02T00:30:00Z,MCD,6,11.819
2020-09-02T00:30:00Z,MCD,8,10.161
2020-09-02T00:30:00Z,MCD,1,13.331
2020-09-02T01:00:00Z,MCD,10,8.481
2020-09-02T01:00:00Z,MCD,12,7.682
2020-09-02T01:00:00Z,MCD,2,13.269
2020-09-02T01:00:00Z,MCD,4,12.69
2020-09-02T01:00:00Z,MCD,6,11.819
2020-09-02T01:00:00Z,MCD,8,9.669
2020-09-02T01:00:00Z,MCD,1,13.244
2020-09-02T01:30:00Z,MCD,10,8.481
2020-09-02T01:30:00Z,MCD,12,7.682
2020-09-02T01:30:00Z,MCD,2,13.269
2020-09-02T01:30:00Z,MCD,4,12.594
2020-09-02T01:30:00Z,MCD,6,11.722
2020-09-02T01:30:00Z,MCD,8,8.779
2020-09-02T01:30:00Z,MCD,1,13.235
2020-09-02T02:00:00Z,MCD,10,7.983
2020-09-02T02:00:00Z,MCD,12,7.682
2020-09-02T02:00:00Z,MCD,2,13.365
2020-09-02T02:00:00Z,MCD,4,12.69
2020-09-02T02:00:00Z,MCD,6,11.916
2020-09-02T02:00:00Z,MCD,8,8.68
2020-09-02T02:00:00Z,MCD,1,13.244
2020-09-02T02:30:00Z,MCD,10,7.983
2020-09-02T02:30:00Z,MCD,12,7.582
2020-09-02T02:30:00Z,MCD,2,13.365
2020-09-02T02:30:00Z,MCD,4,12.594
2020-09-02T02:30:00Z,MCD,6,11.236
2020-09-02T02:30:00Z,MCD,8,8.68
2020-09-02T02:30:00Z,MCD,1,13.2
2020-09-02T03:00:00Z,MCD,10,7.983
2020-09-02T03:00:00Z,MCD,12,7.582
2020-09-02T03:00:00Z,MCD,2,13.269
2020-09-02T03:00:00Z,MCD,4,12.69
2020-09-02T03:00:00Z,MCD,6,11.139
2020-09-02T03:00:00Z,MCD,8,8.282
2020-09-02T03:00:00Z,MCD,1,13.226
2020-09-02T03:30:00Z,MCD,10,8.082
2020-09-02T03:30:00Z,MCD,12,7.682
2020-09-02T03:30:00Z,MCD,2,13.365
2020-09-02T03:30:00Z,MCD,4,12.69
2020-09-02T03:30:00Z,MCD,6,10.357
2020-09-02T03:30:00Z,MCD,8,8.481
2020-09-02T03:30:00Z,MCD,1,13.191
2020-09-02T04:00:00Z,MCD,10,8.382
2020-09-02T04:00:00Z,MCD,12,7.882
2020-09-02T04:00:00Z,MCD,2,13.365
2020-09-02T04:00:00Z,MCD,4,12.787
2020-09-02T04:00:00Z,MCD,6,9.965
2020-09-02T04:00:00Z,MCD,8,8.779
2020-09-02T04:00:00Z,MCD,1,13.226
2020-09-02T04:30:00Z,MCD,10,8.282
2020-09-02T04:30:00Z,MCD,12,7.782
2020-09-02T04:30:00Z,MCD,2,13.461
2020-09-02T04:30:00Z,MCD,4,12.98
2020-09-02T04:30:00Z,MCD,6,10.259
2020-09-02T04:30:00Z,MCD,8,8.779
2020-09-02T04:30:00Z,MCD,1,13.27
2020-09-02T05:00:00Z,MCD,10,8.182
2020-09-02T05:00:00Z,MCD,12,7.782
2020-09-02T05:00:00Z,MCD,2,13.365
2020-09-02T05:00:00Z,MCD,4,13.076
2020-09-02T05:00:00Z,MCD,6,10.455
2020-09-02T05:00:00Z,MCD,8,8.68
2020-09-02T05:00:00Z,MCD,1,13.296
2020-09-02T05:30:00Z,MCD,10,8.182
2020-09-02T05:30:00Z,MCD,12,7.782
2020-09-02T05:30:00Z,MCD,2,13.461
2020-09-02T05:30:00Z,MCD,4,13.076
2020-09-02T05:30:00Z,MCD,6,10.259
2020-09-02T05:30:00Z,MCD,8,8.581
2020-09-02T05:30:00Z,MCD,1,13.288
2020-09-02T06:00:00Z,MCD,10,8.282
2020-09-02T06:00:00Z,MCD,12,7.782
2020-09-02T06:00:00Z,MCD,2,13.461
2020-09-02T06:00:00Z,MCD,4,13.173
2020-09-02T06:00:00Z,MCD,6,10.161
2020-09-02T06:00:00Z,MCD,8,8.779
2020-09-02T06:00:00Z,MCD,1,13.261
2020-09-02T06:30:00Z,MCD,10,8.282
2020-09-02T06:30:00Z,MCD,12,7.682
2020-09-02T06:30:00Z,MCD,2,13.461
2020-09-02T06:30:00Z,MCD,4,13.269
2020-09-02T06:30:00Z,MCD,6,10.651
2020-09-02T06:30:00Z,MCD,8,8.779
2020-09-02T06:30:00Z,MCD,1,13.218
2020-09-02T07:00:00Z,MCD,10,8.282
2020-09-02T07:00:00Z,MCD,12,7.682
2020-09-02T07:00:00Z,MCD,2,13.365
2020-09-02T07:00:00Z,MCD,4,13.461
2020-09-02T07:00:00Z,MCD,6,10.944
2020-09-02T07:00:00Z,MCD,8,8.879
2020-09-02T07:00:00Z,MCD,1,13.174
2020-09-02T07:30:00Z,MCD,10,8.182
2020-09-02T07:30:00Z,MCD,12,7.782
2020-09-02T07:30:00Z,MCD,2,13.461
2020-09-02T07:30:00Z,MCD,4,13.461
2020-09-02T07:30:00Z,MCD,6,10.455
2020-09-02T07:30:00Z,MCD,8,8.978
2020-09-02T07:30:00Z,MCD,1,13.165
2020-09-02T08:00:00Z,MCD,10,7.983
2020-09-02T08:00:00Z,MCD,12,7.682
2020-09-02T08:00:00Z,MCD,2,13.461
2020-09-02T08:00:00Z,MCD,4,13.461
2020-09-02T08:00:00Z,MCD,6,10.553
2020-09-02T08:00:00Z,MCD,8,8.879
2020-09-02T08:00:00Z,MCD,1,13.165
2020-09-02T08:30:00Z,MCD,10,8.182
2020-09-02T08:30:00Z,MCD,12,7.682
2020-09-02T08:30:00Z,MCD,2,13.558
2020-09-02T08:30:00Z,MCD,4,13.461
2020-09-02T08:30:00Z,MCD,6,10.357
2020-09-02T08:30:00Z,MCD,8,8.978
2020-09-02T08:30:00Z,MCD,1,13.183
2020-09-02T09:00:00Z,MCD,10,8.182
2020-09-02T09:00:00Z,MCD,12,7.882
2020-09-02T09:00:00Z,MCD,2,13.558
2020-09-02T09:00:00Z,MCD,4,13.461
2020-09-02T09:00:00Z,MCD,6,10.455
2020-09-02T09:00:00Z,MCD,8,8.382
2020-09-02T09:00:00Z,MCD,1,13.148
2020-09-02T09:30:00Z,MCD,10,8.182
2020-09-02T09:30:00Z,MCD,12,7.782
2020-09-02T09:30:00Z,MCD,2,13.654
2020-09-02T09:30:00Z,MCD,4,13.461
2020-09-02T09:30:00Z,MCD,6,10.455
2020-09-02T09:30:00Z,MCD,8,8.481
2020-09-02T09:30:00Z,MCD,1,13.086
2020-09-02T10:00:00Z,MCD,10,8.282
2020-09-02T10:00:00Z,MCD,12,7.882
2020-09-02T10:00:00Z,MCD,2,13.75
2020-09-02T10:00:00Z,MCD,4,13.461
2020-09-02T10:00:00Z,MCD,6,10.357
2020-09-02T10:00:00Z,MCD,8,8.68
2020-09-02T10:00:00Z,MCD,1,13.148
2020-09-02T10:30:00Z,MCD,10,8.382
2020-09-02T10:30:00Z,MCD,12,7.983
2020-09-02T10:30:00Z,MCD,2,13.654
2020-09-02T10:30:00Z,MCD,4,13.461
2020-09-02T10:30:00Z,MCD,6,10.455
2020-09-02T10:30:00Z,MCD,8,8.779
2020-09-02T10:30:00Z,MCD,1,13.174
2020-09-02T11:00:00Z,MCD,10,8.282
2020-09-02T11:00:00Z,MCD,12,7.983
2020-09-02T11:00:00Z,MCD,2,13.846
2020-09-02T11:00:00Z,MCD,4,13.076
2020-09-02T11:00:00Z,MCD,6,10.357
2020-09-02T11:00:00Z,MCD,8,8.779
2020-09-02T11:00:00Z,MCD,1,13.113
2020-09-02T11:30:00Z,MCD,10,8.282
2020-09-02T11:30:00Z,MCD,12,7.882
2020-09-02T11:30:00Z,MCD,2,13.846
2020-09-02T11:30:00Z,MCD,4,12.883
2020-09-02T11:30:00Z,MCD,6,10.161
2020-09-02T11:30:00Z,MCD,8,8.779
2020-09-02T11:30:00Z,MCD,1,13.095
2020-09-02T12:00:00Z,MCD,10,8.082
2020-09-02T12:00:00Z,MCD,12,7.782
2020-09-02T12:00:00Z,MCD,2,14.038
2020-09-02T12:00:00Z,MCD,4,12.787
2020-09-02T12:00:00Z,MCD,6,10.259
2020-09-02T12:00:00Z,MCD,8,8.382
2020-09-02T12:00:00Z,MCD,1,13.156
2020-09-02T12:30:00Z,MCD,10,8.182
2020-09-02T12:30:00Z,MCD,12,7.882
2020-09-02T12:30:00Z,MCD,2,13.846
2020-09-02T12:30:00Z,MCD,4,12.883
2020-09-02T12:30:00Z,MCD,6,10.357
2020-09-02T12:30:00Z,MCD,8,8.779
2020-09-02T12:30:00Z,MCD,1,13.156
2020-09-02T13:00:00Z,MCD,10,8.282
2020-09-02T13:00:00Z,MCD,12,8.082
2020-09-02T13:00:00Z,MCD,2,13.846
2020-09-02T13:00:00Z,MCD,4,12.98
2020-09-02T13:00:00Z,MCD,6,10.748
2020-09-02T13:00:00Z,MCD,8,8.68
2020-09-02T13:00:00Z,MCD,1,13.086
2020-09-02T13:30:00Z,MCD,10,8.182
2020-09-02T13:30:00Z,MCD,12,7.882
2020-09-02T13:30:00Z,MCD,2,13.654
2020-09-02T13:30:00Z,MCD,4,12.98
2020-09-02T13:30:00Z,MCD,6,10.748
2020-09-02T13:30:00Z,MCD,8,8.581
2020-09-02T13:30:00Z,MCD,1,12.902
2020-09-02T14:00:00Z,MCD,10,8.282
