time,latitude,longitude,vgrd10m,ugrd10m
2020-06-17T18:00:00Z,47,246,-1.5377295,1.0278759
2020-06-17T18:00:00Z,47.5,246,-0.90772945,1.827876
2020-06-17T18:00:00Z,48,246,-0.7877295,1.1278759
2020-06-17T21:00:00Z,47,246,-0.82555175,1.5759522
2020-06-17T21:00:00Z,47.5,246,0.024448242,1.3159521
2020-06-17T21:00:00Z,48,246,0.56444824,1.2459521
2020-06-18T00:00:00Z,47,246,0.825061,2.866438
2020-06-18T00:00:00Z,47.5,246,0.725061,2.516438
2020-06-18T00:00:00Z,48,246,1.205061,0.666438
2020-06-18T03:00:00Z,47,246,0.41291258,0.7014087
2020-06-18T03:00:00Z,47.5,246,2.5229125,-1.0485913
2020-06-18T03:00:00Z,48,246,0.8829126,-0.6785913
2020-06-18T06:00:00Z,47,246,0.867644,0.17826904
2020-06-18T06:00:00Z,47.5,246,1.387644,-0.25173095
2020-06-18T06:00:00Z,48,246,-1.3123559,-0.29173094
2020-06-18T09:00:00Z,47,246,0.7489624,1.1542822
2020-06-18T09:00:00Z,47.5,246,0.4189624,0.4442822
2020-06-18T09:00:00Z,48,246,-0.92103755,-0.19571777
2020-06-18T12:00:00Z,47,246,0.6429663,-0.102333985
2020-06-18T12:00:00Z,47.5,246,0.6329663,0.52766603
2020-06-18T12:00:00Z,48,246,-0.06703369,0.267666
2020-06-18T15:00:00Z,47,246,0.90421873,-0.060979
2020-06-18T15:00:00Z,47.5,246,0.7842187,0.48902097
2020-06-18T15:00:00Z,48,246,1.1242187,0.749021
2020-06-18T18:00:00Z,47,246,0.65047115,-0.6959619
2020-06-18T18:00:00Z,47.5,246,2.090471,0.7040381
2020-06-18T18:00:00Z,48,246,2.1104712,0.72403806
2020-06-18T21:00:00Z,47,246,1.170791,0.6118164
2020-06-18T21:00:00Z,47.5,246,0.540791,2.0618165
2020-06-18T21:00:00Z,48,246,1.180791,1.9618163
2020-06-19T00:00:00Z,47,246,-0.23615722,2.3494897
2020-06-19T00:00:00Z,47.5,246,-0.16615722,1.6694897
2020-06-19T00:00:00Z,48,246,0.9238427,1.0594897
2020-06-19T03:00:00Z,47,246,-0.09710693,0.4913037
2020-06-19T03:00:00Z,47.5,246,0.53289306,-0.7186963
