datetime,lake,GPP_gm2day,ER_gm2day,NEP_gm2day
2020-07-28T06:00:00Z,MCD,0.569453851320275,-0.816364253242538,-0.246910401922263
2020-07-29T06:00:00Z,MCD,0.0341524329756902,-0.423780391075545,-0.3896279580998548
2020-07-30T06:00:00Z,MCD,0.673297487092151,-0.929995257259207,-0.25669777016705597
2020-07-31T06:00:00Z,MCD,0.604271944296799,-0.873401144384591,-0.26912920008779206
2020-08-01T06:00:00Z,MCD,0.512280378511923,-0.737106377112511,-0.22482599860058805
2020-08-02T06:00:00Z,MCD,1.18812773001374,-1.33697627982812,-0.1488485498143799
2020-08-03T06:00:00Z,MCD,1.87781533397373,-1.68159888338139,0.19621645059234005
2020-08-04T06:00:00Z,MCD,0.0724934254373689,-0.385330275204285,-0.31283684976691606
2020-08-05T06:00:00Z,MCD,0.193798710768536,-0.562821605403468,-0.36902289463493204
2020-08-06T06:00:00Z,MCD,0.188545786396509,-0.614686467689554,-0.42614068129304505
2020-08-07T06:00:00Z,MCD,0.735598834674893,-0.711376390687949,0.024222443986943953
2020-08-08T06:00:00Z,MCD,0.0173552539551001,-0.151432692306977,-0.1687879462620771
2020-08-09T06:00:00Z,MCD,0.387433493798506,-0.335799165718,0.051634328080506
2020-08-10T06:00:00Z,MCD,0.221178517809479,-0.327854751066538,-0.106676233257059
2020-08-11T06:00:00Z,MCD,0.224310616638528,-0.462862512837204,-0.23855189619867598
2020-08-12T06:00:00Z,MCD,0.130587111632468,-0.260221323303112,-0.12963421167064398
2020-08-13T06:00:00Z,MCD,0.221978490584663,-0.248255255411443,-0.026276764826779986
2020-08-14T06:00:00Z,MCD,0.132070547138994,-0.1801988779135,-0.04812833077450601
2020-08-15T06:00:00Z,MCD,0.406510203132592,-0.136059979645383,-0.542570182777975
2020-08-16T06:00:00Z,MCD,0.199332814048645,-0.311414764798247,-0.11208195074960198
2020-08-17T06:00:00Z,MCD,0.497420769691681,-0.643005415547487,-0.14558464585580605
2020-08-18T06:00:00Z,MCD,1.64447642182485,-1.71137591619634,-0.06689949437149001
2020-08-19T06:00:00Z,MCD,6.83526261606736,-0.555808303304003,-7.391070919371363
2020-08-20T06:00:00Z,MCD,0.990620038475192,-1.02644605226431,-0.03582601378911798
2020-08-21T06:00:00Z,MCD,0.600717194242819,-0.715861209376462,-0.11514401513364303
2020-08-22T06:00:00Z,MCD,0.309106570583647,-0.273605762920962,-0.5827123335046089
2020-08-23T06:00:00Z,MCD,0.180745161227129,-0.567765697741169,-0.38702053651404
2020-08-24T06:00:00Z,MCD,0.195920720065789,-0.352451183331004,-0.156530463265215
2020-08-25T06:00:00Z,MCD,0.588533588645275,-0.830021089836291,-0.24148750119101592
2020-08-26T06:00:00Z,MCD,0.158778856741227,-1.27408777503486,-1.115308918293633
2020-08-27T06:00:00Z,MCD,0.542986575552986,-0.826071615405742,-0.283085039852756
2020-08-28T06:00:00Z,MCD,9.57084963672392,-9.76401146491007,-0.1931618281861489
2020-08-29T06:00:00Z,MCD,1.30628785011572,-1.48181211728249,-0.17552426716677005
2020-08-30T06:00:00Z,MCD,1.48612133989264,-1.45395014301965,0.03217119687299008
2020-08-31T06:00:00Z,MCD,0.286041275674753,-0.330534926695573,-0.04449365102081998
2020-09-01T06:00:00Z,MCD,0.900491905618707,-0.798519149480384,0.1019727561383229
2020-09-02T06:00:00Z,MCD,0.653777911863676,-0.485588290850688,0.16818962101298796
2020-09-03T06:00:00Z,MCD,0.1648734382986,-0.325946433222345,-0.490819871520945
2020-09-04T06:00:00Z,MCD,0.407465369834105,-0.428467241295521,-0.021001871461416022
2020-09-05T06:00:00Z,MCD,0.300112916423189,-0.353748990070828,-0.053636073647639004
2020-09-06T06:00:00Z,MCD,0.346493909123857,-0.348633373073643,-0.00213946394978598
2020-09-07T06:00:00Z,MCD,1.01337735913146,-0.758927264288151,0.25445009484330905
2020-09-08T06:00:00Z,MCD,0.291330252260636,-0.268146485996573,0.023183766264063044
2020-09-09T06:00:00Z,MCD,8.64257413443648e-4,-0.19493673783555,-0.19580099524899364
2020-09-10T06:00:00Z,MCD,0.382414137594694,-0.38824512302269,-0.005830985427995983
2020-09-11T06:00:00Z,MCD,0.114237907824468,-0.189251729563254,-0.07501382173878601
2020-09-12T06:00:00Z,MCD,0.266227642778775,-0.359619494876478,-0.09339185209770301
2020-09-13T06:00:00Z,MCD,0.228716008819148,-0.34102571954925,-0.11230971073010199
2020-09-14T06:00:00Z,MCD,0.114721373383947,-0.257451237025396,-0.14272986364144902
2020-09-15T06:00:00Z,MCD,0.265314658132627,-0.318532363722118,-0.053217705589491016
2020-09-16T06:00:00Z,MCD,0.174954192419085,-0.228010670393058,-0.053056477973973004
2020-07-25T06:00:00Z,LNG,0.0291122891702732,-0.00163851375465823,0.027473775415614972
2020-07-26T06:00:00Z,LNG,0.259466580462607,-0.178746888987643,0.08071969147496402
2020-07-27T06:00:00Z,LNG,0.235336712561909,-0.146408263570183,0.088928448991726
2020-07-28T06:00:00Z,LNG,0.553221229211727,-0.383292578448195,0.16992865076353203
2020-07-29T06:00:00Z,LNG,0.213251455472975,-0.170906407411218,0.04234504806175701
2020-07-30T06:00:00Z,LNG,0.360979289726419,-0.25130634207904,0.109672947647379
2020-07-31T06:00:00Z,LNG,0.488911588030864,-0.364597450046106,0.12431413798475799
2020-08-01T06:00:00Z,LNG,0.56043747270718,-0.392350414409488,0.16808705829769205
2020-08-02T06:00:00Z,LNG,0.473288364684353,-0.431557894113152,0.041730470571200995
