datetime,wnd
2020-08-05T11:00:00Z,0.77
2020-08-05T11:30:00Z,0.86
2020-08-05T12:00:00Z,0.81
2020-08-05T12:30:00Z,0.9
2020-08-05T13:00:00Z,0.97
2020-08-05T13:30:00Z,1.04
2020-08-05T14:00:00Z,0.79
2020-08-05T14:30:00Z,1
2020-08-05T15:00:00Z,1.14
2020-08-05T15:30:00Z,0.99
2020-08-05T16:00:00Z,1.02
2020-08-05T16:30:00Z,1.98
2020-08-05T17:00:00Z,1.69
2020-08-05T17:30:00Z,1.81
2020-08-05T18:00:00Z,1.18
2020-08-05T18:30:00Z,0.92
2020-08-05T19:00:00Z,0.75
2020-08-05T19:30:00Z,0.49
2020-08-05T20:00:00Z,0.3
2020-08-05T20:30:00Z,0.25
2020-08-05T21:00:00Z,0.24
2020-08-05T21:30:00Z,0.32
2020-08-05T22:00:00Z,0.34
2020-08-05T22:30:00Z,0.27
2020-08-05T23:00:00Z,0.28
2020-08-05T23:30:00Z,0.29
2020-08-06T00:00:00Z,0.29
2020-08-06T00:30:00Z,0.24
2020-08-06T01:00:00Z,0.28
2020-08-06T01:30:00Z,0.35
2020-08-06T02:00:00Z,0.31
2020-08-06T02:30:00Z,0.2
2020-08-06T03:00:00Z,0.31
2020-08-06T03:30:00Z,0.26
2020-08-06T04:00:00Z,0.23
2020-08-06T04:30:00Z,0.25
2020-08-06T05:00:00Z,0.26
2020-08-06T05:30:00Z,0.24
2020-08-06T06:00:00Z,0.23
2020-08-06T06:30:00Z,0.23
2020-08-06T07:00:00Z,0.25
2020-08-06T07:30:00Z,0.22
2020-08-06T08:00:00Z,0.32
2020-08-06T08:30:00Z,0.57
2020-08-06T09:00:00Z,0.37
2020-08-06T09:30:00Z,0.28
2020-08-06T10:00:00Z,0.4
2020-08-06T10:30:00Z,0.53
2020-08-06T11:00:00Z,0.56
2020-08-06T11:30:00Z,0.69
2020-08-06T12:00:00Z,0.9
2020-08-06T12:30:00Z,0.95
2020-08-06T13:00:00Z,0.89
2020-08-06T13:30:00Z,1.48
2020-08-06T14:00:00Z,1.75
2020-08-06T14:30:00Z,1.2
2020-08-06T15:00:00Z,0.93
2020-08-06T15:30:00Z,1.04
2020-08-06T16:00:00Z,1.62
2020-08-06T16:30:00Z,2
2020-08-06T17:00:00Z,1.77
2020-08-06T17:30:00Z,1.7
2020-08-06T18:00:00Z,1.56
2020-08-06T18:30:00Z,1.83
2020-08-06T19:00:00Z,0.95
2020-08-06T19:30:00Z,0.28
2020-08-06T20:00:00Z,0.25
2020-08-06T20:30:00Z,0.24
2020-08-06T21:00:00Z,0.3
2020-08-06T21:30:00Z,0.41
2020-08-06T22:00:00Z,0.5
2020-08-06T22:30:00Z,0.56
2020-08-06T23:00:00Z,0.23
2020-08-06T23:30:00Z,0.31
2020-08-07T00:00:00Z,0.25
2020-08-07T00:30:00Z,0.2
2020-08-07T01:00:00Z,0.19
2020-08-07T01:30:00Z,0.22
2020-08-07T02:00:00Z,0.23
2020-08-07T02:30:00Z,0.22
2020-08-07T03:00:00Z,0.19
2020-08-07T03:30:00Z,0.26
2020-08-07T04:00:00Z,0.25
2020-08-07T04:30:00Z,0.27
2020-08-07T05:00:00Z,0.26
2020-08-07T05:30:00Z,0.32
2020-08-07T06:00:00Z,0.3
2020-08-07T06:30:00Z,0.44
2020-08-07T07:00:00Z,0.41
2020-08-07T07:30:00Z,0.34
2020-08-07T08:00:00Z,0.41
2020-08-07T08:30:00Z,0.4
2020-08-07T09:00:00Z,0.42
2020-08-07T09:30:00Z,0.53
2020-08-07T10:00:00Z,0.48
2020-08-07T10:30:00Z,0.39
2020-08-07T11:00:00Z,0.62
2020-08-07T11:30:00Z,1.2
2020-08-07T12:00:00Z,1.19
2020-08-07T12:30:00Z,0.85
2020-08-07T13:00:00Z,1.15
2020-08-07T13:30:00Z,1.46
2020-08-07T14:00:00Z,1.48
2020-08-07T14:30:00Z,2.06
2020-08-07T15:00:00Z,1.97
2020-08-07T15:30:00Z,2.05
2020-08-07T16:00:00Z,1.93
2020-08-07T16:30:00Z,1.81
2020-08-07T17:00:00Z,1.77
2020-08-07T17:30:00Z,1.64
2020-08-07T18:00:00Z,1.74
2020-08-07T18:30:00Z,1.72
2020-08-07T19:00:00Z,1.06
2020-08-07T19:30:00Z,0.87
2020-08-07T20:00:00Z,0.37
2020-08-07T20:30:00Z,0.34
2020-08-07T21:00:00Z,0.42
2020-08-07T21:30:00Z,0.39
2020-08-07T22:00:00Z,0.4
2020-08-07T22:30:00Z,0.34
2020-08-07T23:00:00Z,0.35
2020-08-07T23:30:00Z,0.33
2020-08-08T00:00:00Z,0.38
2020-08-08T00:30:00Z,0.27
2020-08-08T01:00:00Z,0.26
2020-08-08T01:30:00Z,0.42
2020-08-08T02:00:00Z,0.25
2020-08-08T02:30:00Z,0.26
2020-08-08T03:00:00Z,0.33
2020-08-08T03:30:00Z,0.29
