datetime,wtr_0,wtr_10,wtr_2,wtr_3,wtr_4,wtr_5,wtr_6,wtr_8,wtr_1
2021-07-09T15:00:00Z,18.521,10.748,17.95,17.57,16.903,15.282,13.365,11.334,17.492
2021-07-09T15:30:00Z,18.806,10.748,18.236,17.76,16.618,14.804,13.365,11.431,17.56
2021-07-09T16:00:00Z,18.996,10.748,18.236,17.76,16.332,14.613,13.365,11.431,17.687
2021-07-09T16:30:00Z,19.567,10.748,18.426,17.76,15.855,14.613,13.75,11.431,17.805
2021-07-09T17:00:00Z,19.472,10.748,18.045,17.57,16.808,14.996,13.558,11.236,17.687
2021-07-09T17:30:00Z,19.662,10.748,18.236,17.475,16.332,15.091,13.461,11.236,17.763
2021-07-09T18:00:00Z,19.662,10.748,18.331,17.475,16.332,14.996,13.461,11.236,17.729
2021-07-09T18:30:00Z,19.662,10.748,18.236,17.57,16.237,14.9,13.269,11.334,17.678
2021-07-09T19:00:00Z,19.662,10.651,18.045,17.379,16.427,14.421,13.365,11.334,17.645
2021-07-09T19:30:00Z,19.472,10.553,17.855,17.475,16.427,14.517,13.269,11.334,17.712
2021-07-09T20:00:00Z,19.472,10.553,17.76,17.379,15.951,14.23,13.269,11.236,17.754
2021-07-09T20:30:00Z,19.282,10.455,17.76,17.189,15.855,14.517,13.365,11.139,17.729
2021-07-09T21:00:00Z,19.092,10.553,17.665,17.284,15.855,14.613,13.558,11.041,17.754
2021-07-09T21:30:00Z,18.996,10.553,17.665,17.189,15.951,14.613,13.558,11.041,17.678
2021-07-09T22:00:00Z,18.711,10.553,17.665,17.189,15.951,14.517,13.269,11.139,17.678
2021-07-09T22:30:00Z,18.616,10.651,17.665,17.189,15.76,14.421,13.269,11.236,17.687
2021-07-09T23:00:00Z,18.616,10.651,17.665,17.284,15.855,14.421,13.269,11.236,17.704
2021-07-09T23:30:00Z,18.426,10.455,17.76,17.284,16.141,14.421,13.076,11.139,17.712
2021-07-10T00:00:00Z,18.426,10.455,17.665,17.189,15.951,14.421,13.269,11.139,17.662
2021-07-10T00:30:00Z,18.331,10.455,17.665,17.189,15.76,14.517,13.365,11.139,17.645
2021-07-10T01:00:00Z,18.236,10.553,17.665,17.189,16.046,14.613,13.269,11.139,17.645
2021-07-10T01:30:00Z,18.14,10.553,17.665,17.189,15.951,14.613,13.076,11.041,17.653
2021-07-10T02:00:00Z,18.14,10.553,17.665,17.189,15.76,14.517,13.173,11.139,17.662
2021-07-10T02:30:00Z,18.045,10.553,17.665,17.189,15.76,14.325,13.173,11.236,17.712
2021-07-10T03:00:00Z,17.95,10.455,17.665,17.284,15.855,14.23,13.173,11.139,17.678
2021-07-10T03:30:00Z,17.855,10.553,17.57,17.284,16.046,14.325,13.269,11.041,17.628
2021-07-10T04:00:00Z,17.855,10.651,17.57,17.189,15.76,14.421,13.365,10.944,17.619
2021-07-10T04:30:00Z,17.76,10.651,17.57,17.189,15.76,14.517,13.365,11.041,17.585
2021-07-10T05:00:00Z,17.665,10.651,17.665,17.189,15.76,14.517,13.365,11.041,17.526
2021-07-10T05:30:00Z,17.665,10.553,17.665,17.189,15.76,14.517,13.173,11.139,17.484
2021-07-10T06:00:00Z,17.665,10.455,17.665,17.094,16.046,14.325,13.076,11.236,17.492
2021-07-10T06:30:00Z,17.665,10.455,17.57,17.284,15.855,14.325,13.076,11.236,17.433
2021-07-10T07:00:00Z,17.665,10.455,17.57,17.284,15.855,14.421,13.269,11.139,17.442
2021-07-10T07:30:00Z,17.665,10.553,17.57,17.189,15.951,14.421,13.269,11.041,17.416
2021-07-10T08:00:00Z,17.57,10.553,17.57,17.189,15.951,14.517,13.365,11.041,17.374
2021-07-10T08:30:00Z,17.57,10.553,17.57,17.094,15.951,14.517,13.461,11.041,17.349
2021-07-10T09:00:00Z,17.57,10.553,17.76,17.284,16.141,14.709,13.461,11.139,17.349
2021-07-10T09:30:00Z,17.665,10.651,17.76,17.284,16.332,14.709,13.269,11.236,17.383
2021-07-10T10:00:00Z,17.855,10.651,17.76,17.284,16.237,14.613,13.269,11.236,17.408
2021-07-10T10:30:00Z,17.95,10.651,17.665,17.189,16.141,14.613,13.269,11.334,17.383
2021-07-10T11:00:00Z,18.426,10.651,17.76,17.379,16.237,14.709,13.365,11.236,17.357
2021-07-10T11:30:00Z,18.616,10.651,17.855,17.379,16.332,14.709,13.558,11.236,17.383
2021-07-10T12:00:00Z,18.711,10.651,17.855,17.379,16.427,14.804,13.558,11.236,17.374
2021-07-10T12:30:00Z,18.711,10.748,18.045,17.475,16.332,14.996,13.654,11.236,17.425
2021-07-10T13:00:00Z,18.901,10.748,18.14,17.665,16.523,14.996,13.558,11.431,17.509
2021-07-10T13:30:00Z,19.092,10.748,18.045,17.76,16.808,14.9,13.461,11.431,17.552
2021-07-10T14:00:00Z,18.806,10.846,18.14,17.57,16.808,14.9,13.558,11.431,17.56
2021-07-10T14:30:00Z,19.662,10.846,18.14,17.665,16.808,14.9,13.558,11.528,17.645
2021-07-10T15:00:00Z,20.043,10.846,18.236,17.855,16.523,14.9,13.654,11.431,17.645
2021-07-10T15:30:00Z,19.567,10.748,18.331,17.665,16.618,14.996,13.558,11.528,17.763
2021-07-10T16:00:00Z,20.71,10.846,18.14,17.665,17.189,14.804,13.654,11.334,17.746
2021-07-10T16:30:00Z,21.282,10.846,18.14,17.665,16.903,14.804,13.75,11.334,17.738
2021-07-10T17:00:00Z,20.615,10.846,18.045,17.665,16.808,14.9,13.558,11.334,17.78
2021-07-10T17:30:00Z,20.805,10.748,18.045,17.665,16.618,14.9,13.461,11.334,17.839
2021-07-10T18:00:00Z,20.901,10.748,17.95,17.665,16.523,14.9,13.461,11.334,17.814
2021-07-10T18:30:00Z,21.187,10.748,17.95,17.76,16.332,14.709,13.365,11.334,17.788
2021-07-10T19:00:00Z,21.473,10.651,17.95,17.665,16.237,14.709,13.461,11.236,17.814
2021-07-10T19:30:00Z,21.282,10.651,17.95,17.57,16.141,14.709,13.461,11.236,17.83
2021-07-10T20:00:00Z,20.71,10.553,17.855,17.475,16.141,14.613,13.461,11.236,17.814
2021-07-10T20:30:00Z,20.043,10.553,17.855,17.379,16.046,14.613,13.461,11.139,17.839
2021-07-10T21:00:00Z,20.234,10.553,17.76,17.379,16.046,14.517,13.461,11.236,17.839
2021-07-10T21:30:00Z,19.948,10.651,17.76,17.379,16.141,14.613,13.461,11.236,17.797
2021-07-10T22:00:00Z,19.662,10.651,17.76,17.379,16.237,14.613,13.269,11.236,17.78
2021-07-10T22:30:00Z,19.472,10.651,17.76,17.379,16.237,14.517,13.365,11.139,17.771
2021-07-10T23:00:00Z,19.282,10.651,17.76,17.379,16.141,14.517,13.461,11.139,17.805
2021-07-10T23:30:00Z,19.187,10.651,17.76,17.379,16.141,14.517,13.365,11.139,17.771
2021-07-11T00:00:00Z,18.996,10.553,17.76,17.379,16.046,14.613,13.461,11.139,17.78
2021-07-11T00:30:00Z,18.806,10.553,17.855,17.379,15.855,14.709,13.365,11.139,17.814
2021-07-11T01:00:00Z,18.711,10.553,17.76,17.379,15.855,14.613,13.269,11.236,17.78
2021-07-11T01:30:00Z,18.616,10.553,17.76,17.475,15.951,14.613,13.173,11.236,17.797
2021-07-11T02:00:00Z,18.426,10.651,17.76,17.475,16.046,14.613,13.173,11.236,17.78
2021-07-11T02:30:00Z,18.331,10.651,17.76,17.379,15.951,14.613,13.269,11.139,17.797
2021-07-11T03:00:00Z,18.236,10.651,17.76,17.284,16.046,14.613,13.365,11.139,17.788
2021-07-11T03:30:00Z,18.236,10.651,17.76,17.284,16.046,14.613,13.365,11.041,17.771
2021-07-11T04:00:00Z,18.045,10.553,17.76,17.379,16.046,14.517,13.365,11.041,17.805
2021-07-11T04:30:00Z,17.95,10.651,17.76,17.284,16.141,14.421,13.365,11.139,17.805
2021-07-11T05:00:00Z,17.95,10.651,17.665,17.284,16.141,14.517,13.269,11.236,17.771
2021-07-11T05:30:00Z,17.95,10.651,17.665,17.379,16.141,14.517,13.269,11.236,17.704
2021-07-11T06:00:00Z,17.855,10.553,17.665,17.379,15.951,14.613,13.173,11.236,17.662
2021-07-11T06:30:00Z,17.76,10.553,17.76,17.379,16.046,14.517,13.365,11.139,17.619
2021-07-11T07:00:00Z,17.76,10.553,17.76,17.379,16.046,14.613,13.365,11.139,17.569
2021-07-11T07:30:00Z,17.665,10.651,17.76,17.284,16.046,14.613,13.365,11.139,17.535
2021-07-11T08:00:00Z,17.665,10.651,17.76,17.379,16.046,14.709,13.365,11.139,17.476
2021-07-11T08:30:00Z,17.665,10.651,17.76,17.379,16.141,14.613,13.365,11.139,17.459
2021-07-11T09:00:00Z,17.76,10.651,17.855,17.57,16.332,14.613,13.461,11.236,17.476
2021-07-11T09:30:00Z,17.855,10.748,17.95,17.57,16.427,14.709,13.461,11.334,17.56
2021-07-11T10:00:00Z,18.045,10.748,17.95,17.475,16.713,14.804,13.558,11.334,17.552
2021-07-11T10:30:00Z,18.236,10.846,18.045,17.57,16.999,14.9,13.654,11.334,17.619
2021-07-11T11:00:00Z,18.236,10.846,18.045,17.665,16.999,14.9,13.654,11.334,17.594
2021-07-11T11:30:00Z,18.426,10.846,18.045,17.76,17.189,14.9,13.654,11.431,17.594
2021-07-11T12:00:00Z,18.521,10.846,18.045,17.95,17.189,14.996,13.654,11.431,17.611
2021-07-11T12:30:00Z,18.521,10.846,18.045,17.95,16.999,14.996,13.75,11.334,17.653
2021-07-11T13:00:00Z,18.331,10.846,18.14,17.855,16.903,14.9,13.654,11.431,17.738
2021-07-11T13:30:00Z,18.806,10.846,18.426,17.855,16.903,15.187,13.846,11.431,17.754
2021-07-11T14:00:00Z,18.806,10.846,18.236,18.045,16.999,15.473,13.75,11.334,17.788
2021-07-11T14:30:00Z,19.092,10.846,18.331,17.95,16.999,15.569,13.75,11.334,17.814
2021-07-11T15:00:00Z,18.901,10.944,18.331,17.855,17.094,14.996,13.654,11.528,17.864
2021-07-11T15:30:00Z,18.806,10.944,18.426,17.76,16.618,15.378,13.75,11.528,17.873
2021-07-11T16:00:00Z,18.806,10.748,18.521,17.95,16.903,15.282,13.654,11.431,17.923
2021-07-11T16:30:00Z,18.996,10.748,18.521,17.855,17.189,15.282,13.558,11.431,17.923
2021-07-11T17:00:00Z,19.282,10.846,18.616,17.95,17.094,15.282,13.654,11.528,18.016
2021-07-11T17:30:00Z,19.282,10.846,18.616,18.045,16.618,15.282,13.846,11.431,18.025
2021-07-11T18:00:00Z,19.092,10.748,18.521,17.95,16.427,15.187,13.75,11.431,18.025
2021-07-11T18:30:00Z,19.282,10.748,18.521,17.855,16.713,15.282,13.558,11.334,18.025
2021-07-11T19:00:00Z,19.092,10.748,18.426,17.76,16.427,15.091,13.558,11.334,18.159
2021-07-11T19:30:00Z,18.996,10.846,18.236,17.57,16.427,15.187,13.654,11.334,18.05
2021-07-11T20:00:00Z,18.616,10.748,18.14,17.665,16.713,14.804,13.558,11.236,18.126
2021-07-11T20:30:00Z,18.616,10.748,18.14,17.475,16.713,14.709,13.365,11.139,18.328
2021-07-11T21:00:00Z,18.806,10.748,18.14,17.76,16.332,14.517,13.461,11.334,18.32
2021-07-11T21:30:00Z,18.616,10.748,18.14,17.665,15.951,14.709,13.558,11.431,18.336
2021-07-11T22:00:00Z,18.616,10.651,18.14,17.379,16.141,14.709,13.558,11.139,18.328
2021-07-11T22:30:00Z,18.711,10.748,18.14,17.57,16.332,14.804,13.461,11.236,18.328
2021-07-11T23:00:00Z,18.616,10.748,18.045,17.665,16.046,14.9,13.461,11.236,18.269
2021-07-11T23:30:00Z,18.616,10.651,18.045,17.665,16.141,14.709,13.461,11.431,18.235
2021-07-12T00:00:00Z,18.616,10.651,18.045,17.57,16.427,14.613,13.365,11.334,18.244
2021-07-12T00:30:00Z,18.426,10.651,18.045,17.57,16.427,14.613,13.173,11.334,18.202
2021-07-12T01:00:00Z,18.331,10.651,18.045,17.475,16.332,14.709,13.365,11.334,18.176
2021-07-12T01:30:00Z,18.331,10.651,18.045,17.475,16.046,14.709,13.558,11.139,18.151
2021-07-12T02:00:00Z,18.236,10.748,18.045,17.57,16.237,14.709,13.654,11.139,18.092
2021-07-12T02:30:00Z,18.236,10.748,18.14,17.57,16.046,14.804,13.461,11.139,18.058
2021-07-12T03:00:00Z,18.236,10.748,18.045,17.57,16.237,14.709,13.461,11.334,18.05
2021-07-12T03:30:00Z,18.14,10.846,18.045,17.57,16.332,14.613,13.461,11.334,17.999
2021-07-12T04:00:00Z,18.14,10.651,18.045,17.57,16.332,14.613,13.365,11.334,17.949
2021-07-12T04:30:00Z,18.045,10.651,18.045,17.57,16.237,14.613,13.365,11.236,17.949
2021-07-12T05:00:00Z,18.045,10.651,18.045,17.475,16.046,14.709,13.461,11.236,17.906
2021-07-12T05:30:00Z,18.045,10.651,18.045,17.475,16.141,14.804,13.558,11.236,17.881
2021-07-12T06:00:00Z,17.95,10.651,18.045,17.57,16.332,14.804,13.365,11.139,17.83
2021-07-12T06:30:00Z,17.95,10.748,18.045,17.57,16.332,14.709,13.461,11.236,17.805
2021-07-12T07:00:00Z,17.95,10.748,18.045,17.57,16.237,14.709,13.365,11.334,17.797
2021-07-12T07:30:00Z,17.95,10.748,17.95,17.57,16.237,14.613,13.461,11.334,17.763
2021-07-12T08:00:00Z,17.855,10.651,17.95,17.57,16.332,14.709,13.461,11.236,17.746
2021-07-12T08:30:00Z,17.95,10.651,17.95,17.57,16.332,14.804,13.558,11.236,17.729
2021-07-12T09:00:00Z,18.045,10.748,18.14,17.665,16.618,14.9,13.558,11.334,17.729
2021-07-12T09:30:00Z,18.045,10.748,18.331,17.76,16.618,15.187,13.75,11.334,17.754
2021-07-12T10:00:00Z,18.331,10.846,18.426,17.855,16.618,15.091,13.75,11.431,17.797
2021-07-12T10:30:00Z,18.711,10.846,18.521,17.855,16.713,14.996,13.75,11.528,17.83
2021-07-12T11:00:00Z,19.187,10.846,18.521,17.95,16.713,15.091,13.75,11.528,17.847
2021-07-12T11:30:00Z,19.092,10.846,18.521,17.95,16.713,15.091,13.846,11.528,17.89
2021-07-12T12:00:00Z,19.377,10.846,18.426,17.95,16.808,15.091,13.846,11.528,17.915
2021-07-12T12:30:00Z,19.282,10.846,18.521,17.95,16.999,15.091,13.654,11.528,17.94
2021-07-12T13:00:00Z,19.662,10.846,18.521,17.855,16.808,15.187,13.75,11.528,18.008
2021-07-12T13:30:00Z,19.282,10.944,18.521,17.855,16.808,15.473,13.558,11.625,18.067
2021-07-12T14:00:00Z,19.567,10.944,18.426,17.95,16.999,15.282,13.75,11.528,18.05
2021-07-12T14:30:00Z,20.805,10.944,18.426,18.045,17.189,15.282,13.75,11.528,18.033
2021-07-12T15:00:00Z,20.901,10.944,18.426,18.045,17.094,15.091,13.75,11.625,18.092
2021-07-12T15:30:00Z,20.138,11.041,18.521,18.14,16.903,14.996,13.942,11.528,18.1
2021-07-12T16:00:00Z,19.662,11.041,18.521,18.236,17.284,15.091,13.846,11.431,18.143
2021-07-12T16:30:00Z,19.472,10.944,18.521,18.236,17.094,15.187,13.942,11.528,18.159
2021-07-12T17:00:00Z,19.187,10.846,18.521,18.236,16.903,15.187,13.942,11.528,18.185
2021-07-12T17:30:00Z,19.282,10.846,18.521,18.14,16.903,15.282,13.654,11.431,18.21
2021-07-12T18:00:00Z,19.377,10.944,18.521,18.14,16.903,15.187,13.558,11.625,18.235
2021-07-12T18:30:00Z,19.377,10.944,18.426,18.045,16.903,15.091,13.654,11.528,18.21
2021-07-12T19:00:00Z,19.282,10.846,18.426,17.855,16.713,14.9,13.654,11.528,18.202
2021-07-12T19:30:00Z,19.377,10.846,18.331,17.76,16.713,14.996,13.654,11.334,18.244
2021-07-12T20:00:00Z,19.758,10.748,18.331,17.95,16.427,14.804,13.75,11.236,18.227
2021-07-12T20:30:00Z,20.138,10.748,18.331,17.76,16.427,14.804,13.654,11.431,18.32
2021-07-12T21:00:00Z,19.377,10.748,18.236,17.665,16.427,14.9,13.75,11.431,18.446
2021-07-12T21:30:00Z,19.377,10.748,18.236,17.665,16.618,14.9,13.654,11.334,18.218
2021-07-12T22:00:00Z,19.377,10.846,18.236,17.76,16.523,15.091,13.269,11.334,18.193
2021-07-12T22:30:00Z,19.377,10.846,18.236,17.665,16.332,14.804,13.461,11.431,18.202
2021-07-12T23:00:00Z,19.282,10.846,18.236,17.665,16.237,14.9,13.558,11.334,18.202
2021-07-12T23:30:00Z,19.092,10.748,18.236,17.76,16.427,14.9,13.461,11.236,18.235
2021-07-13T00:00:00Z,18.996,10.651,18.236,17.76,16.427,14.709,13.461,11.334,18.261
2021-07-13T00:30:00Z,18.711,10.748,18.331,17.76,16.141,14.9,13.558,11.334,18.345
2021-07-13T01:00:00Z,18.616,10.748,18.236,17.76,16.332,14.9,13.558,11.236,18.446
2021-07-13T01:30:00Z,18.711,10.748,18.14,17.76,16.618,14.9,13.654,11.236,18.336
2021-07-13T02:00:00Z,18.426,10.846,18.236,17.76,16.427,14.9,13.365,11.334,18.193
2021-07-13T02:30:00Z,18.426,10.846,18.331,17.76,16.332,14.613,13.558,11.334,18.193
2021-07-13T03:00:00Z,18.331,10.846,18.331,17.76,16.332,14.613,13.558,11.334,18.151
2021-07-13T03:30:00Z,18.616,10.846,18.331,17.665,16.427,14.804,13.654,11.334,18.134
2021-07-13T04:00:00Z,18.711,10.748,18.045,17.76,16.427,14.9,13.558,11.236,18.143
2021-07-13T04:30:00Z,18.616,10.748,18.14,17.76,16.427,14.804,13.654,11.334,18.092
2021-07-13T05:00:00Z,18.521,10.748,18.14,17.76,16.332,14.804,13.461,11.334,18.092
2021-07-13T05:30:00Z,18.331,10.651,18.236,17.76,16.427,14.804,13.461,11.431,18.1
2021-07-13T06:00:00Z,18.331,10.748,18.236,17.76,16.427,14.9,13.461,11.528,18.084
2021-07-13T06:30:00Z,18.331,10.748,18.236,17.665,16.523,14.709,13.558,11.431,18.1
2021-07-13T07:00:00Z,18.236,10.748,18.14,17.665,16.618,14.804,13.558,11.334,18.075
2021-07-13T07:30:00Z,18.236,10.748,18.236,17.76,16.427,14.9,13.654,11.236,18.033
2021-07-13T08:00:00Z,18.14,10.846,18.236,17.76,16.237,14.996,13.75,11.236,17.991
2021-07-13T08:30:00Z,18.236,10.846,18.236,17.855,16.332,14.9,13.558,11.334,17.965
2021-07-13T09:00:00Z,18.236,10.846,18.331,18.045,16.523,15.091,13.654,11.431,17.999
2021-07-13T09:30:00Z,18.331,10.944,18.426,18.045,16.618,15.187,13.654,11.528,18.041
2021-07-13T10:00:00Z,18.521,10.846,18.521,18.045,16.713,15.282,13.654,11.625,18.058
2021-07-13T10:30:00Z,18.806,10.846,18.711,18.045,16.808,15.569,13.75,11.528,18.126
2021-07-13T11:00:00Z,19.092,10.846,18.711,18.045,16.999,15.473,13.654,11.431,18.1
2021-07-13T11:30:00Z,19.377,10.944,18.806,18.14,17.094,15.282,13.846,11.431,18.126
2021-07-13T12:00:00Z,18.996,10.846,18.521,18.045,16.903,14.996,13.846,11.528,18.134
2021-07-13T12:30:00Z,19.472,10.944,18.806,18.236,17.094,15.187,14.038,11.528,18.185
2021-07-13T13:00:00Z,19.567,10.944,18.616,18.14,16.903,15.091,13.942,11.431,18.21
2021-07-13T13:30:00Z,19.662,11.139,18.806,18.236,17.094,15.378,13.942,11.625,18.269
2021-07-13T14:00:00Z,19.377,11.139,18.711,18.236,17.475,15.187,13.942,11.625,18.277
2021-07-13T14:30:00Z,19.567,11.139,18.711,18.331,17.189,15.378,13.75,11.722,18.345
2021-07-13T15:00:00Z,19.853,11.041,18.806,18.331,17.189,15.378,13.942,11.625,18.328
2021-07-13T15:30:00Z,20.138,11.041,18.806,18.426,17.094,15.378,14.038,11.722,18.362
2021-07-13T16:00:00Z,19.567,10.944,18.806,18.521,17.284,15.378,13.942,11.431,18.345
2021-07-13T16:30:00Z,19.282,10.944,18.806,18.426,17.284,15.378,13.75,11.625,18.362
2021-07-13T17:00:00Z,19.092,10.944,18.711,18.426,17.284,15.378,13.846,11.722,18.328
2021-07-13T17:30:00Z,18.901,11.041,18.711,18.426,17.284,15.282,13.846,11.722,18.32
2021-07-13T18:00:00Z,18.806,10.944,18.616,18.236,16.903,15.282,13.75,11.431,18.37
2021-07-13T18:30:00Z,18.806,10.944,18.616,18.236,16.903,15.282,13.75,11.334,18.404
2021-07-13T19:00:00Z,19.187,10.944,18.711,18.331,17.094,14.9,13.75,11.528,18.437
2021-07-13T19:30:00Z,19.948,10.944,18.711,18.236,16.618,15.282,13.846,11.528,18.816
2021-07-13T20:00:00Z,19.948,10.944,18.901,18.236,16.141,14.9,14.038,11.528,18.934
2021-07-13T20:30:00Z,19.758,10.748,18.616,17.855,16.237,15.187,13.846,11.334,18.925
2021-07-13T21:00:00Z,19.758,10.748,18.521,17.95,16.618,15.187,13.654,11.334,18.707
2021-07-13T21:30:00Z,19.662,10.944,18.426,17.95,16.523,15.091,13.461,11.334,18.488
2021-07-13T22:00:00Z,19.567,10.944,18.426,17.95,16.713,14.996,13.75,11.528,18.454
2021-07-13T22:30:00Z,19.472,10.944,18.426,18.045,16.903,14.709,13.558,11.528,18.555
2021-07-13T23:00:00Z,19.377,10.748,18.426,17.95,16.523,14.804,13.461,11.528,18.538
2021-07-13T23:30:00Z,19.282,10.748,18.426,17.95,16.427,14.9,13.558,11.431,18.547
2021-07-14T00:00:00Z,19.187,10.748,18.521,18.045,16.237,14.9,13.75,11.236,18.538
2021-07-14T00:30:00Z,19.092,10.748,18.521,18.045,16.427,15.091,13.846,11.236,18.589
2021-07-14T01:00:00Z,18.996,10.944,18.521,17.95,16.523,15.187,13.654,11.236,18.614
2021-07-14T01:30:00Z,18.996,10.944,18.521,17.95,16.523,14.996,13.654,11.334,18.606
2021-07-14T02:00:00Z,18.901,10.944,18.521,17.95,16.523,14.996,13.558,11.431,18.58
2021-07-14T02:30:00Z,18.806,10.846,18.521,18.045,16.523,14.996,13.654,11.431,18.538
2021-07-14T03:00:00Z,18.806,10.846,18.521,18.045,16.523,14.9,13.461,11.334,18.538
2021-07-14T03:30:00Z,18.711,10.748,18.521,17.95,16.618,14.9,13.558,11.431,18.513
2021-07-14T04:00:00Z,18.711,10.748,18.426,17.95,16.808,14.9,13.558,11.334,18.479
2021-07-14T04:30:00Z,18.616,10.846,18.426,17.95,16.618,15.091,13.654,11.236,18.454
2021-07-14T05:00:00Z,18.521,10.846,18.521,17.95,16.523,15.091,13.654,11.334,18.421
2021-07-14T05:30:00Z,18.521,10.846,18.521,17.95,16.332,14.9,13.654,11.334,18.37
2021-07-14T06:00:00Z,18.426,10.846,18.521,17.95,16.427,14.804,13.558,11.528,18.32
2021-07-14T06:30:00Z,18.521,10.846,18.426,17.95,16.523,14.804,13.461,11.431,18.294
2021-07-14T07:00:00Z,18.426,10.846,18.426,17.95,16.618,14.9,13.654,11.334,18.252
2021-07-14T07:30:00Z,18.426,10.846,18.426,17.95,16.523,15.091,13.846,11.334,18.261
2021-07-14T08:00:00Z,18.426,10.944,18.426,18.045,16.618,14.996,13.75,11.334,18.227
2021-07-14T08:30:00Z,18.331,10.846,18.426,17.95,16.618,14.996,13.654,11.431,18.202
2021-07-14T09:00:00Z,18.426,10.944,18.616,18.236,17.094,14.996,13.654,11.625,18.21
2021-07-14T09:30:00Z,18.521,10.944,18.711,18.331,17.094,15.091,13.846,11.722,18.286
2021-07-14T10:00:00Z,18.711,11.041,18.711,18.331,17.189,15.187,13.846,11.625,18.311
2021-07-14T10:30:00Z,19.187,10.944,18.711,18.331,17.284,15.282,13.75,11.528,18.311
2021-07-14T11:00:00Z,19.567,10.944,18.806,18.236,17.094,15.473,13.846,11.625,18.336
2021-07-14T11:30:00Z,19.758,11.041,18.806,18.236,17.379,15.473,13.846,11.625,18.353
2021-07-14T12:00:00Z,19.853,11.139,18.806,18.331,17.475,15.473,13.846,11.625,18.37
2021-07-14T12:30:00Z,19.948,11.139,18.901,18.426,17.475,15.378,13.942,11.625,18.378
2021-07-14T13:00:00Z,19.758,11.139,18.901,18.426,17.379,15.378,14.038,11.722,18.454
2021-07-14T13:30:00Z,20.805,11.236,18.901,18.521,17.475,15.282,14.038,11.625,18.505
2021-07-14T14:00:00Z,20.519,11.139,18.901,18.521,17.57,15.569,14.134,11.722,18.522
2021-07-14T14:30:00Z,20.519,11.139,19.092,18.521,17.189,15.664,14.038,11.819,18.547
2021-07-14T15:00:00Z,20.71,11.041,19.282,18.616,17.189,15.473,14.325,11.819,18.631
2021-07-14T15:30:00Z,21.282,11.041,19.282,18.616,17.094,15.473,14.23,11.722,18.631
2021-07-14T16:00:00Z,21.569,11.041,19.377,18.616,17.189,15.569,14.134,11.819,18.656
2021-07-14T16:30:00Z,21.76,11.041,19.187,18.616,17.189,15.473,13.942,11.819,18.698
2021-07-14T17:00:00Z,21.951,11.041,19.092,18.616,17.284,15.378,13.846,11.722,18.774
2021-07-14T17:30:00Z,21.855,11.139,18.996,18.521,17.284,15.378,13.846,11.625,18.749
2021-07-14T18:00:00Z,21.951,11.041,18.996,18.426,17.189,15.569,13.75,11.625,18.749
2021-07-14T18:30:00Z,21.951,11.041,18.996,18.426,17.189,15.378,13.846,11.528,18.774
2021-07-14T19:00:00Z,21.951,11.041,18.901,18.331,17.094,15.282,13.942,11.528,18.85
2021-07-14T19:30:00Z,21.76,11.041,18.806,18.331,16.903,15.091,13.942,11.528,18.808
2021-07-14T20:00:00Z,21.951,10.944,18.806,18.331,16.903,15.091,13.846,11.528,18.757
2021-07-14T20:30:00Z,22.142,10.944,18.806,18.331,16.903,15.091,13.846,11.431,18.774
2021-07-14T21:00:00Z,21.76,10.944,18.711,18.236,16.903,15.091,13.846,11.431,18.808
2021-07-14T21:30:00Z,21.187,10.944,18.711,18.236,16.713,15.187,13.846,11.431,18.808
2021-07-14T22:00:00Z,20.71,10.944,18.711,18.236,16.713,15.187,13.654,11.528,18.824
2021-07-14T22:30:00Z,20.424,10.846,18.711,18.236,16.618,15.187,13.654,11.528,18.841
2021-07-14T23:00:00Z,20.424,10.846,18.711,18.14,16.618,15.378,13.654,11.625,18.858
2021-07-14T23:30:00Z,20.329,10.846,18.711,18.14,16.523,15.282,13.75,11.625,18.824
2021-07-15T00:00:00Z,20.234,10.944,18.711,18.236,16.713,15.187,13.654,11.431,18.824
2021-07-15T00:30:00Z,20.043,10.944,18.711,18.236,16.713,15.091,13.654,11.528,18.833
2021-07-15T01:00:00Z,19.758,10.944,18.711,18.14,16.713,15.091,13.75,11.431,18.791
2021-07-15T01:30:00Z,19.662,11.041,18.711,18.236,16.808,14.996,13.846,11.334,18.799
2021-07-15T02:00:00Z,19.567,10.944,18.711,18.236,16.903,14.9,13.942,11.334,18.833
2021-07-15T02:30:00Z,19.282,10.944,18.806,18.236,16.713,14.996,13.942,11.431,18.959
2021-07-15T03:00:00Z,19.187,10.944,18.711,18.236,16.523,15.091,13.846,11.528,18.942
2021-07-15T03:30:00Z,19.092,10.944,18.711,18.236,16.618,15.187,13.75,11.431,18.866
2021-07-15T04:00:00Z,19.187,10.846,18.711,18.14,16.713,15.282,13.558,11.528,18.824
2021-07-15T04:30:00Z,19.187,10.846,18.711,18.14,16.713,15.282,13.654,11.625,18.791
2021-07-15T05:00:00Z,19.092,10.944,18.806,18.236,16.713,15.282,13.558,11.625,18.74
2021-07-15T05:30:00Z,18.901,10.846,18.806,18.14,16.808,14.996,13.558,11.528,18.673
2021-07-15T06:00:00Z,18.806,10.846,18.806,18.236,16.713,14.996,13.75,11.431,18.614
2021-07-15T06:30:00Z,18.806,10.944,18.806,18.14,16.713,14.9,13.846,11.431,18.58
2021-07-15T07:00:00Z,18.711,10.944,18.806,18.14,16.618,14.996,13.846,11.334,18.589
