"Plot Title: 4 m HOL"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20658239, SEN S/N: 20658239, LBL: 4 m)","Intensity, Lux (LGR S/N: 20658239, SEN S/N: 20658239, LBL: 4 m)"
1,06/18/20 05:00:00 PM,12.594,688.9
2,06/18/20 05:30:00 PM,11.916,204.5
3,06/18/20 06:00:00 PM,12.207,409.0
4,06/18/20 06:30:00 PM,12.013,1130.2
5,06/18/20 07:00:00 PM,12.207,236.8
6,06/18/20 07:30:00 PM,12.013,107.6
7,06/18/20 08:00:00 PM,12.304,86.1
8,06/18/20 08:30:00 PM,12.207,32.3
9,06/18/20 09:00:00 PM,12.304,0.0
10,06/18/20 09:30:00 PM,11.819,0.0
11,06/18/20 10:00:00 PM,11.625,0.0
12,06/18/20 10:30:00 PM,11.236,0.0
13,06/18/20 11:00:00 PM,11.722,0.0
14,06/18/20 11:30:00 PM,11.139,0.0
15,06/19/20 12:00:00 AM,11.139,0.0
16,06/19/20 12:30:00 AM,11.041,0.0
17,06/19/20 01:00:00 AM,11.041,0.0
18,06/19/20 01:30:00 AM,11.528,0.0
19,06/19/20 02:00:00 AM,11.334,0.0
20,06/19/20 02:30:00 AM,11.139,0.0
21,06/19/20 03:00:00 AM,11.236,0.0
22,06/19/20 03:30:00 AM,11.431,0.0
23,06/19/20 04:00:00 AM,11.236,0.0
24,06/19/20 04:30:00 AM,11.334,0.0
25,06/19/20 05:00:00 AM,12.013,0.0
26,06/19/20 05:30:00 AM,11.916,0.0
27,06/19/20 06:00:00 AM,11.916,0.0
28,06/19/20 06:30:00 AM,11.625,21.5
29,06/19/20 07:00:00 AM,11.722,21.5
30,06/19/20 07:30:00 AM,11.625,86.1
31,06/19/20 08:00:00 AM,11.625,32.3
32,06/19/20 08:30:00 AM,11.722,129.2
33,06/19/20 09:00:00 AM,11.722,172.2
34,06/19/20 09:30:00 AM,11.722,139.9
35,06/19/20 10:00:00 AM,11.722,344.4
36,06/19/20 10:30:00 AM,12.013,333.7
37,06/19/20 11:00:00 AM,11.916,516.7
38,06/19/20 11:30:00 AM,11.916,807.3
39,06/19/20 12:00:00 PM,12.304,764.2
40,06/19/20 12:30:00 PM,12.110,1173.3
41,06/19/20 01:00:00 PM,12.110,1722.2
42,06/19/20 01:30:00 PM,11.819,322.9
43,06/19/20 02:00:00 PM,12.207,1065.6
44,06/19/20 02:30:00 PM,11.819,269.1
45,06/19/20 03:00:00 PM,11.722,452.1
46,06/19/20 03:30:00 PM,11.528,96.9
47,06/19/20 04:00:00 PM,11.528,279.9
48,06/19/20 04:30:00 PM,11.625,290.6
49,06/19/20 05:00:00 PM,11.916,785.8
50,06/19/20 05:30:00 PM,12.110,409.0
51,06/19/20 06:00:00 PM,12.401,301.4
52,06/19/20 06:30:00 PM,12.304,215.3
53,06/19/20 07:00:00 PM,12.207,193.8
54,06/19/20 07:30:00 PM,12.207,150.7
55,06/19/20 08:00:00 PM,12.110,505.9
56,06/19/20 08:30:00 PM,12.110,21.5
57,06/19/20 09:00:00 PM,12.013,10.8
58,06/19/20 09:30:00 PM,11.722,0.0
59,06/19/20 10:00:00 PM,11.625,0.0
60,06/19/20 10:30:00 PM,11.528,0.0
61,06/19/20 11:00:00 PM,11.528,0.0
62,06/19/20 11:30:00 PM,11.722,0.0
63,06/20/20 12:00:00 AM,11.625,0.0
64,06/20/20 12:30:00 AM,12.013,0.0
65,06/20/20 01:00:00 AM,11.528,0.0
66,06/20/20 01:30:00 AM,11.334,0.0
67,06/20/20 02:00:00 AM,11.334,0.0
68,06/20/20 02:30:00 AM,11.334,0.0
69,06/20/20 03:00:00 AM,11.236,0.0
70,06/20/20 03:30:00 AM,11.334,0.0
71,06/20/20 04:00:00 AM,11.334,0.0
72,06/20/20 04:30:00 AM,11.334,0.0
73,06/20/20 05:00:00 AM,11.431,0.0
